out_tran X,out_tran Y
0,-7.771561172376096e-16
7.8125e-06,7.266694737295687e-05
9.784560892081685e-06,9.686013843579477e-05
1.372868267624505e-05,0.0001626389137985296
1.763012102624368e-05,0.000259575253295008
2.323440339073142e-05,0.0004717918560768197
3.021080413700756e-05,0.0008843927808238616
3.64515069807508e-05,0.00141558406390252
4.280257841323106e-05,0.002133912286403028
4.950415001583875e-05,0.003104969935935009
5.660842501379894e-05,0.004390062486545054
6.429562664761179e-05,0.006092082880541638
7.265237801551885e-05,0.008322197346540827
8.178391799313883e-05,0.01122017977525813
9.18234279690543e-05,0.01496461186293452
0.0001029318451051811,0.01978221673856984
0.000115374788633179,0.02599818085487093
0.0001295024574943364,0.03405998882698003
0.0001459131570546753,0.04467917570791913
0.0001639916894635344,0.05780559187868128
0.0001824921893423536,0.07262765569267271
0.0002017412714004797,0.08935684491483031
0.0002220448585797539,0.1082406829485705
0.0002436872282792744,0.1295392230647405
0.0002670315553524505,0.1536083787666183
0.0002924454572711171,0.1808163540687659
0.00032033353575041,0.2115570295759848
0.0003500603343567253,0.2450108637210667
0.0003811431389991881,0.2804279807449822
0.0004140205248261639,0.3180695516984227
0.0004492002099282471,0.3582553358884321
0.0004746001049641235,0.3870827304390861
0.0005,0.415654765089493
0.0005435336662342146,0.4637996213131442
0.0005899869842114259,0.5137708154061128
0.0006443031202662704,0.5700241675170481
0.0007047257093399289,0.629443580790631
0.0007765989018143822,0.6952432868259293
0.0008603546406276907,0.7644927702574359
0.0009301773203138453,0.8156106197067814
0.001,0.8602747324613034
0.001107094547789698,0.9152221011218725
0.001218495223603947,0.954044070192314
0.001299358184548082,0.9701573306086857
0.001388780464285041,0.9759165741595019
0.00144439023214252,0.9730778465959826
0.0015,0.9653222276057195
0.001558297671173182,0.9520324872142676
0.001609181997126835,0.9362200739861717
0.00167983227680386,0.9079231511873325
0.001750657708388593,0.8723265166502074
0.001865443890163848,0.7999445799452158
0.001932721945081924,0.7494320687538756
0.002,0.6933464690929716
0.00208935222235475,0.6107987807825871
0.002161528745854553,0.5379126246883862
0.002225320506228888,0.4693719474356763
0.00229466339843186,0.3911077159363737
0.002393459286709555,0.2742362757245633
0.002446729643354777,0.2090519230128273
0.0025,0.1427521739655312
0.002598679265137294,0.01855019536651081
0.002668445855311982,-0.06954189380889664
0.002732820187073607,-0.1504163465754672
0.00281052180976065,-0.2467315547913377
0.002912397583115582,-0.3694513238430266
0.003,-0.4705613660277616
0.003104235350665843,-0.5838665256122102
0.003211070280266285,-0.6902473518892609
0.003318005607333478,-0.7849505568056714
0.003409002803666739,-0.8549848588840692
0.0035,-0.9142473837476373
0.003608102794748128,-0.9695395238287869
0.003694445586805959,-1.001338679517716
0.003801621391645727,-1.024867538531422
0.003909703525539483,-1.03029967756633
0.004,-1.020652146824792
0.004101329303473525,-0.9945888210093542
0.004199739290160378,-0.954238107586234
0.004298356551744677,-0.8995614274465344
0.004402707473138591,-0.8271406219490586
0.004500000000000001,-0.7471795324845156
0.004610117805039107,-0.6437330162502586
0.00470812916199777,-0.5415532025024292
0.004792319680897043,-0.447359101186961
0.004884960374365895,-0.3382880228278545
0.004942480187182948,-0.2682528105824476
0.005000000000000001,-0.1969252775234267
0.005099824855723771,-0.07150006944128473
0.005200819907252274,0.05585137356994996
0.005304649958668819,0.1852945328920605
0.005410784922424966,0.3138929254378169
0.005500000000000001,0.4175411349775948
0.005603086347359272,0.530375563971377
0.005683200301079423,0.611874229425317
0.00577142697849055,0.6941991351423566
0.005865167744620487,0.7719799571110056
0.005932583872310245,0.8212076059087234
0.006000000000000002,0.8643830611866374
0.006099357224188243,0.9161521354212808
0.006179162069924822,0.9470558181948756
0.006247092704490382,0.9656300166541752
0.006322769215048309,0.9777710026733569
0.006418562591932661,0.9800842812821904
0.006500000000000002,0.9705858156691709
0.006599616358089013,0.9449048658288377
0.00667837212330689,0.9139067426814844
0.00676445880792021,0.8696051730915311
0.006859168674530808,0.8088988231869572
0.006929584337265406,0.7560566285521237
0.007000000000000003,0.6970965069330914
0.007099197812568302,0.6046752599014856
0.007199079336961969,0.5018451343705935
0.007294561608213601,0.3957822159355808
0.007398090842465864,0.2740369812746388
0.007500000000000003,0.1492746054396259
0.007604126201199579,0.01885938804013698
0.007706196473681409,-0.109759230342235
0.007808217031620205,-0.2369509826192098
0.00791053380750714,-0.3610213029916922
0.008000000000000004,-0.4650849614737375
0.00810194491995213,-0.5768595563101195
0.008201180624708496,-0.6770884413922057
0.008309490422152815,-0.7749457594550346
0.008420694542756039,-0.8610227027099736
0.008500000000000004,-0.9126477511101175
0.008616093479262012,-0.971896744977642
0.008714572731451391,-1.006109285499247
0.008783723364069775,-1.021065415925011
0.008861114655734451,-1.02877104346538
0.008930557327867229,-1.027529881812311
0.009000000000000005,-1.018601982874197
0.009103838903656066,-0.9911387332605335
0.009197971692907213,-0.9519953588717878
0.009286252439605933,-0.9034523492255019
0.009381452183877207,-0.8389903003906155
0.009440726091938606,-0.7928307458293745
0.009500000000000005,-0.7423691746527273
0.009602927916567876,-0.6458263612855593
0.009682444757573919,-0.5643444091830867
0.009772018989403443,-0.4664142014162538
0.00988587749520064,-0.3343807840249775
0.009942938747600324,-0.2655595923166151
0.01000000000000001,-0.1954512214979163
0.01007210391490993,-0.1055494816403381
0.01013590516104751,-0.0252260892595062
0.01020850143030803,0.06636356464032267
0.01028799383208153,0.1659486990509315
0.01038879115710486,0.2894816356342266
0.01044439557855243,0.3557771658487897
0.01050000000000001,0.420293779143867
0.01060014663639581,0.5305509843860142
0.01070041023581411,0.631825858003336
0.01078017392299804,0.7049906043348659
0.0108807865686639,0.7866743934835507
0.01094039328433195,0.8290940955412225
0.01100000000000001,0.866751535402781
0.01108012619759628,0.909488973012086
0.01115264553290697,0.9401015068595602
0.0112600738859767,0.970793812993642
0.01137180318514113,0.9836507469980791
0.01143590159257057,0.9821463415447077
0.01150000000000001,0.9741355165491857
0.01159723383283401,0.949669551980844
0.01167217126860506,0.9208699963689608
0.011743055167048,0.8859040315915128
0.01182217232541874,0.8383891832403353
0.01192442562907243,0.7645493317696676
0.01200000000000001,0.7015482747009383
0.01209770088739159,0.610648727595656
0.01217800870516798,0.5288110354913517
0.01226239758823697,0.4368784049328995
0.01236031036594945,0.3239910708615782
0.01243015518297473,0.2401507475386639
0.01250000000000001,0.1542962801284078
0.01260213488716438,0.02655358590103896
0.01267813129210577,-0.06927346552358138
0.01274934624105966,-0.1588289150871079
0.01283190848139032,-0.2612648620664485
0.01293087442972168,-0.3804873735557205
0.01300000000000001,-0.4606533565072838
0.01310090430911857,-0.5715576017411774
0.01317508463848796,-0.6476562588923562
