Full Swing Tran Plot X,Full Swing Tran Plot Y,out SR+ Plot X,out SR+ Plot Y,in SR+ Plot X,in SR+ Plot Y
9.480529637173305e-06,0.593182378826547,9.480529637173305e-06,0.6411631453378535,9.480529637173305e-06,1.2
1.00799232498623e-05,0.5923056684376686,1.00799232498623e-05,0.6672929894286324,1.00799232498623e-05,1.2
1.075697770021095e-05,0.5912654834585538,1.075697770021095e-05,0.6913160072885927,1.075697770021095e-05,1.2
1.124220679084533e-05,0.5904887496588926,1.124220679084533e-05,0.7051561125473226,1.124220679084533e-05,1.2
1.170250459514941e-05,0.5897288030220709,1.170250459514941e-05,0.7160225847145465,1.170250459514941e-05,1.2
1.220423035071614e-05,0.5888757664257906,1.220423035071614e-05,0.7258224338051504,1.220423035071614e-05,1.2
1.284194015678269e-05,0.5877558204821776,1.284194015678269e-05,0.7359467172219609,1.284194015678269e-05,1.2
1.360598074463892e-05,0.5863637163437416,1.360598074463892e-05,0.7456003755711729,1.360598074463892e-05,1.2
1.444927744222287e-05,0.5847667848424444,1.444927744222287e-05,0.7540666037420486,1.444927744222287e-05,1.2
1.537156529730152e-05,0.5829518371276375,1.537156529730152e-05,0.7615226776479972,1.537156529730152e-05,1.2
1.634905341747133e-05,0.5809551073820705,1.634905341747133e-05,0.7680044224859907,1.634905341747133e-05,1.2
1.743568197692617e-05,0.5786532622431474,1.743568197692617e-05,0.7740179177466551,1.743568197692617e-05,1.2
