"v /out; ac dB20(V) (V0=0,V1=0,V2=0,V3=1.2) X","v /out; ac dB20(V) (V0=0,V1=0,V2=0,V3=1.2) Y","v /out; ac dB20(V) (V0=0,V1=0,V2=1.2,V3=0) X","v /out; ac dB20(V) (V0=0,V1=0,V2=1.2,V3=0) Y","v /out; ac dB20(V) (V0=0,V1=0,V2=1.2,V3=1.2) X","v /out; ac dB20(V) (V0=0,V1=0,V2=1.2,V3=1.2) Y","v /out; ac dB20(V) (V0=0,V1=1.2,V2=0,V3=0) X","v /out; ac dB20(V) (V0=0,V1=1.2,V2=0,V3=0) Y","v /out; ac dB20(V) (V0=0,V1=1.2,V2=0,V3=1.2) X","v /out; ac dB20(V) (V0=0,V1=1.2,V2=0,V3=1.2) Y","v /out; ac dB20(V) (V0=0,V1=1.2,V2=1.2,V3=0) X","v /out; ac dB20(V) (V0=0,V1=1.2,V2=1.2,V3=0) Y","v /out; ac dB20(V) (V0=0,V1=1.2,V2=1.2,V3=1.2) X","v /out; ac dB20(V) (V0=0,V1=1.2,V2=1.2,V3=1.2) Y","v /out; ac dB20(V) (V0=1.2,V1=0,V2=0,V3=0) X","v /out; ac dB20(V) (V0=1.2,V1=0,V2=0,V3=0) Y","v /out; ac dB20(V) (V0=1.2,V1=0,V2=0,V3=1.2) X","v /out; ac dB20(V) (V0=1.2,V1=0,V2=0,V3=1.2) Y","v /out; ac dB20(V) (V0=1.2,V1=0,V2=1.2,V3=0) X","v /out; ac dB20(V) (V0=1.2,V1=0,V2=1.2,V3=0) Y","v /out; ac dB20(V) (V0=1.2,V1=0,V2=1.2,V3=1.2) X","v /out; ac dB20(V) (V0=1.2,V1=0,V2=1.2,V3=1.2) Y","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=0,V3=0) X","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=0,V3=0) Y","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=0,V3=1.2) X","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=0,V3=1.2) Y","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=1.2,V3=0) X","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=1.2,V3=0) Y","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=1.2,V3=1.2) X","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=1.2,V3=1.2) Y"
39.81071705534971,38.01810492485194,39.81071705534971,31.99762306554925,39.81071705534971,41.53973640776796,39.81071705534971,25.97696455807305,39.81071705534971,39.95620683261918,39.81071705534971,35.51941198794695,39.81071705534971,42.87852899973423,39.81071705534971,19.95610222260068,39.81071705534971,39.04109731108154,39.81071705534971,33.93581184855407,39.81071705534971,42.23488552657115,39.81071705534971,29.49886697653742,39.81071705534971,40.78397864635031,39.81071705534971,36.85829528272261,39.81071705534971,43.47767546371306
57.54399373371566,38.04053741500199,57.54399373371566,32.02003993499184,57.54399373371566,41.56217495001668,57.54399373371566,25.99934761488507,57.54399373371566,39.97864607802293,57.54399373371566,35.54184772338699,57.54399373371566,42.9009705201884,57.54399373371566,19.97841551907735,57.54399373371566,39.06353986947083,57.54399373371566,33.95825203798681,57.54399373371566,42.25732986244606,57.54399373371566,29.52130547713553,57.54399373371566,40.80642496568047,57.54399373371566,36.88074357335847,57.54399373371566,43.50012141675971
83.17637711026705,38.05131463063896,83.17637711026705,32.0308104308554,83.17637711026705,41.57295429687365,83.17637711026705,26.0101022239287,83.17637711026705,39.98942618647271,83.17637711026705,35.55262699774468,83.17637711026705,42.9117508307214,83.17637711026705,19.98913702931502,83.17637711026705,39.07432173561367,83.17637711026705,33.96903356049405,83.17637711026705,42.26811175678754,83.17637711026705,29.53208644172667,83.17637711026705,40.81720826520024,83.17637711026705,36.89152871418346,83.17637711026705,43.51090359223976
120.2264434617412,38.05648064191465,120.2264434617412,32.03597480037236,120.2264434617412,41.57811973706981,120.2264434617412,26.01525960740159,120.2264434617412,39.99459287551815,120.2264434617412,35.55779504759001,120.2264434617412,42.9169157728463,120.2264434617412,19.99427917574499,120.2264434617412,39.07948962311782,120.2264434617412,33.97420292699601,120.2264434617412,42.27327794838351,120.2264434617412,29.53725606036855,120.2264434617412,40.82237607770984,120.2264434617412,36.8966992757052,120.2264434617412,43.51606889487102
173.7800828749374,38.05895170378197,173.7800828749374,32.03844836320847,173.7800828749374,41.58058720387862,173.7800828749374,26.01773111410794,173.7800828749374,39.99706278670302,173.7800828749374,35.56026928512642,173.7800828749374,42.91938099858248,173.7800828749374,19.99674464772218,173.7800828749374,39.08196085357733,173.7800828749374,33.97667829665656,173.7800828749374,42.27574479832587,173.7800828749374,29.53973263352611,173.7800828749374,40.82484568387228,173.7800828749374,36.89917409777173,173.7800828749374,43.51853318260819
251.1886431509578,38.06012713384218,251.1886431509578,32.03963185077635,251.1886431509578,41.58175397703664,251.1886431509578,26.01891629522133,251.1886431509578,39.9982345872189,251.1886431509578,35.56145083197598,251.1886431509578,42.9205425167629,251.1886431509578,19.99792954427267,251.1886431509578,39.08313484294622,251.1886431509578,33.97786143283279,251.1886431509578,42.2769092376495,251.1886431509578,29.54091860343738,251.1886431509578,40.82601557957706,251.1886431509578,36.90035463720017,251.1886431509578,43.51969193295115
363.0780547701011,38.06067353304302,363.0780547701011,32.04019641351974,363.0780547701011,41.5822817557477,363.0780547701011,26.0194872101151,363.0780547701011,39.99877282894361,363.0780547701011,35.56200976559744,363.0780547701011,42.92105904891942,363.0780547701011,19.99850565741902,363.0780547701011,39.08367738459209,363.0780547701011,33.97842331088131,363.0780547701011,42.2774316463828,363.0780547701011,29.54148653595747,363.0780547701011,40.82654924250803,363.0780547701011,36.90091041260296,363.0780547701011,43.52020230053357
524.8074602497721,38.06090089531863,524.8074602497721,32.04046225094313,524.8074602497721,41.58247001968721,524.8074602497721,26.01976744651848,524.8074602497721,39.99898292357485,524.8074602497721,35.56226320956844,524.8074602497721,42.92122371537044,524.8074602497721,19.99879908839721,524.8074602497721,39.08389632563546,524.8074602497721,33.97868270711368,524.8074602497721,42.27760848032949,524.8074602497721,29.54175856783782,524.8074602497721,40.82674951534497,524.8074602497721,36.90115680898992,524.8074602497721,43.52035392534835
758.5775750291831,38.06093787500194,758.5775750291831,32.0405794351819,758.5775750291831,41.58242545794391,758.5775750291831,26.01991439029592,758.5775750291831,39.99898391809188,758.5775750291831,35.56235467400722,758.5775750291831,42.92112991351491,758.5775750291831,19.99897298871575,758.5775750291831,39.08391571106726,758.5775750291831,33.97878643536812,758.5775750291831,42.27754003920712,758.5775750291831,29.5418883816378,758.5775750291831,40.82672999073144,758.5775750291831,36.90123355085611,758.5775750291831,43.52023287977148
1096.478196143184,38.06080396063754,1096.478196143184,32.04061145990065,1096.478196143184,41.58212210652902,1096.478196143184,26.0200053576539,1096.478196143184,39.99877557567974,1096.478196143184,35.56233474417829,1096.478196143184,42.92072410876661,1096.478196143184,19.99911382589093,1096.478196143184,39.08374565520914,1096.478196143184,33.97879177230815,1096.478196143184,42.27718716192746,1096.478196143184,29.54194697304253,1096.478196143184,40.82647922007396,1096.478196143184,36.90118363523676,1096.478196143184,43.51977044934635
1584.893192461112,38.06041862480262,1584.893192461112,32.0405674215058,1584.893192461112,41.58138578630635,1584.893192461112,26.02007373639065,1584.893192461112,39.99823722882439,1584.893192461112,35.56218807788179,1584.893192461112,42.91977512933224,1584.893192461112,19.99926494218872,1584.893192461112,39.083286951388,1584.893192461112,33.97869690867477,1584.893192461112,42.27634863772607,1584.893192461112,29.5419595083856,1584.893192461112,40.82585376181153,1584.893192461112,36.90097699737756,1584.893192461112,43.51870418712146
2290.867652767771,38.05955303250278,2290.867652767771,32.04040188156434,2290.867652767771,41.57979425183201,2290.867652767771,26.02011728561062,2290.867652767771,39.99705797776423,2290.867652767771,35.56182235149932,2290.867652767771,42.91774275477774,2290.867652767771,19.99942979804207,2290.867652767771,39.08227326768965,2290.867652767771,33.97843709983611,2290.867652767771,42.27454669117036,2290.867652767771,29.54191488353302,2290.867652767771,40.82449624800883,2290.867652767771,36.90049244778898,2290.867652767771,43.51642932809303
3311.311214825907,38.05770069806272,3311.311214825907,32.03998968999737,3311.311214825907,41.5764385415449,3311.311214825907,26.02009809283387,3311.311214825907,39.99456085058705,3311.311214825907,35.56101615785283,3311.311214825907,42.91347261499209,3311.311214825907,19.99957640590255,3311.311214825907,39.08012049151538,3311.311214825907,33.97784825360548,3311.311214825907,42.27075700054513,3311.311214825907,29.54175996483987,3311.311214825907,40.82163324097806,3311.311214825907,36.89944905985841,3311.311214825907,43.51165738074784
4786.300923226378,38.05379698613537,4786.300923226378,32.03906663865336,4786.300923226378,41.56941375024378,4786.300923226378,26.01994446060007,4786.300923226378,39.98932387634314,4786.300923226378,35.55929869079048,4786.300923226378,42.9045488528532,4786.300923226378,19.99966611370453,4786.300923226378,39.07560025516322,4786.300923226378,33.97658008827215,4786.300923226378,42.262833786879,4786.300923226378,29.54137981556877,4786.300923226378,40.81564060779755,4786.300923226378,36.89724926730049,4786.300923226378,43.50169329562672
6918.309709189358,38.04562571962777,6918.309709189358,32.0370903258678,6918.309709189358,41.55475881498353,6918.309709189358,26.01953143108535,6918.309709189358,39.97838606324479,6918.309709189358,35.55568820943333,6918.309709189358,42.88595417718199,6918.309709189358,19.9996742122706,6918.309709189358,39.06615344120785,6918.309709189358,33.97390346598235,6918.309709189358,42.24631677077306,6918.309709189358,29.54054190069103,6918.309709189358,40.80313646824132,6918.309709189358,36.89264339159606,6918.309709189358,43.48094358661099
9999.999999999989,38.02858629514024,9999.999999999989,32.03293295176886,9999.999999999989,41.52429016854058,9999.999999999989,26.0186084725995,9999.999999999989,39.9556122186009,9999.999999999989,35.54813926043798,9999.999999999989,42.84735413964916,9999.999999999989,19.99957305315641,9999.999999999989,39.04647140109664,9999.999999999989,33.96829872468135,9999.999999999989,42.21200373852696,9999.999999999989,29.53876366520367,9999.999999999989,40.7771212951408,9999.999999999989,36.88302804596236,9999.999999999989,43.4379059200449
14454.39770745926,37.9931906058514,14454.39770745926,32.02424215442905,14454.39770745926,41.4613084414382,14454.39770745926,26.01664669858515,14454.39770745926,39.90840717691814,14454.39770745926,35.53240072268116,14454.39770745926,42.76779422166305,14454.39770745926,19.99929465995855,14454.39770745926,39.00562912721371,14454.39770745926,33.95660194501186,14454.39770745926,42.14117329047848,14454.39770745926,29.53503485933863,14454.39770745926,40.72326233426148,14454.39770745926,36.86300238536556,14454.39770745926,43.34933861856663
20892.96130854037,37.9201500649045,20892.96130854037,32.00613067816906,20892.96130854037,41.3325916841289,20892.96130854037,26.01253281268619,20892.96130854037,39.81140329898295,20892.96130854037,35.49969520481484,20892.96130854037,42.60612502941078,20892.96130854037,19.99867794061714,20892.96130854037,38.92151257309575,20892.96130854037,33.9322589280366,20892.96130854037,41.99680925903984,20892.96130854037,29.52724578764877,20892.96130854037,40.61284288662894,20892.96130854037,36.82145403307265,20892.96130854037,43.16992205476056
30199.51720402012,37.77138929897222,30199.51720402012,31.96852486948711,30199.51720402012,41.07536707110809,30199.51720402012,26.00394005204285,30199.51720402012,39.61546062229222,30199.51720402012,35.43213903824809,30199.51720402012,42.28659192436418,30199.51720402012,19.99737153886077,30199.51720402012,38.750847663111,30199.51720402012,33.88182800813686,30199.51720402012,41.70982755944748,30199.51720402012,29.51101018875685,30199.51720402012,40.39081963058817,30199.51720402012,36.73589825278893,30199.51720402012,42.81738987820128
43651.58322401653,37.47608195546438,43651.58322401653,31.89097511031463,43651.58322401653,40.5825520437788,43651.58322401653,25.98603165290815,43651.58322401653,39.23254038899515,43651.58322401653,35.29426558882771,43651.58322401653,41.68635390451171,43651.58322401653,19.99463170162047,43651.58322401653,38.41452540050354,43651.58322401653,33.77829411443158,43651.58322401653,41.16518586568834,43651.58322401653,29.47726968126555,43651.58322401653,39.96061359994106,43651.58322401653,36.56236589809153,43651.58322401653,42.16192175751544
63095.73444801923,36.91703812505372,63095.73444801923,31.7332290446272,63095.73444801923,39.70412692859277,63095.73444801923,25.94882442685525,63095.73444801923,38.52717865268985,63095.73444801923,35.01947701816264,63095.73444801923,40.64916333598157,63095.73444801923,19.9888952232144,63095.73444801923,37.78599320246317,63095.73444801923,33.56954743651887,63095.73444801923,40.20894803815227,63095.73444801923,29.40755719314037,63095.73444801923,39.17945039441283,63095.73444801923,36.2205803711995,63095.73444801923,41.04676325911544
91201.08393559082,35.93932514398951,91201.08393559082,31.42082729211931,91201.08393559082,38.29664559372587,91201.08393559082,25.87198915100714,91201.08393559082,37.34355780586384,91201.08393559082,34.49551599377262,91201.08393559082,39.05330141566407,91201.08393559082,19.97687314129849,91201.08393559082,36.70837633974334,91201.08393559082,33.16299346409248,91201.08393559082,38.7072567474091,91201.08393559082,29.26519908517122,91201.08393559082,37.89541589855667,91201.08393559082,35.58240232033467,91201.08393559082,39.36366567642651
131825.6738556405,34.41148652744707,131825.6738556405,30.83184550239956,131825.6738556405,36.31309932041612,131825.6738556405,25.71524418743226,131825.6738556405,35.58639301464189,131825.6738556405,33.56849574197136,131825.6738556405,36.89659528518848,131825.6738556405,19.95160321762621,131825.6738556405,35.0663114264134,131825.6738556405,32.41829335734649,131825.6738556405,36.6353100477434,131825.6738556405,28.98111725203998,131825.6738556405,36.03425663487364,131825.6738556405,34.48943790936458,131825.6738556405,37.13141481122359
190546.0717963244,32.31352466443735,190546.0717963244,29.80794357336841,190546.0717963244,33.8389530195816,190546.0717963244,25.40302042839531,190546.0717963244,33.29171558683309,190546.0717963244,32.09684487772929,190546.0717963244,34.29671476275555,190546.0717963244,19.89815558382358,190546.0717963244,32.8677497401563,190546.0717963244,31.17811023690702,190546.0717963244,34.09589533371937,190546.0717963244,28.43799453634924,190546.0717963244,33.6561995636721,190546.0717963244,32.82494014171514,190546.0717963244,34.47918375623561
275422.8703338162,29.75020716450987,275422.8703338162,28.21823849489594,275422.8703338162,31.02360446726242,275422.8703338162,24.80772099003874,275422.8703338162,30.59574652987781,275422.8703338162,30.0390183968845,275422.8703338162,31.40431908421066,275422.8703338162,19.78373464961619,275422.8703338162,30.23497431818089,275422.8703338162,29.35011352365167,275422.8703338162,31.24011638485893,275422.8703338162,27.47158866770427,275422.8703338162,30.90631010718663,275422.8703338162,30.59278387866269,275422.8703338162,31.55548102724062
398107.1705534965,26.86826566192231,398107.1705534965,26.04153007983705,398107.1705534965,27.99110917833556,398107.1705534965,23.75098539669412,398107.1705534965,27.64029695058905,398107.1705534965,27.47504941456256,398107.1705534965,28.3276437412279,398107.1705534965,19.53347850172798,398107.1705534965,27.31374852729689,398107.1705534965,26.96700384705704,398107.1705534965,28.18432460681966,398107.1705534965,25.91849157823265,398107.1705534965,27.92045182017677,398107.1705534965,27.90171560535471,398107.1705534965,28.46069105282136
575439.9373371558,23.7713902343707,575439.9373371558,23.36018612882737,575439.9373371558,24.79420104684021,575439.9373371558,22.04713510546474,575439.9373371558,24.50454336691423,575439.9373371558,24.51941613214936,575439.9373371558,25.10133481431947,575439.9373371558,18.96931158101042,575439.9373371558,24.19635363967397,575439.9373371558,24.1339697636275,575439.9373371558,24.97180835084584,575439.9373371558,23.68878917179075,575439.9373371558,24.765790020308,575439.9373371558,24.86285916036995,575439.9373371558,25.22166414665779
831763.7711026693,20.46833246526365,831763.7711026693,20.24147056670376,831763.7711026693,21.38572241859933,831763.7711026693,19.54752811547671,831763.7711026693,21.157829339893,831763.7711026693,21.20361306075979,831763.7711026693,21.66124252277664,831763.7711026693,17.67513064528631,831763.7711026693,20.87068267533586,831763.7711026693,20.89914495518197,831763.7711026693,21.54534541999275,831763.7711026693,20.7524894487835,831763.7711026693,21.39596363484952,831763.7711026693,21.48801286463558,831763.7711026693,21.76726077420382
1202264.43461741,16.78496852401179,1202264.43461741,16.56604241471807,1202264.43461741,17.55666026690515,1202264.43461741,16.05918922802123,1202264.43461741,17.37444874390818,1202264.43461741,17.36468086357346,1202264.43461741,17.78456681368667,1202264.43461741,14.88327242029778,1202264.43461741,17.12031088464627,1202264.43461741,17.10590399409642,1202264.43461741,17.68306487859147,1202264.43461741,16.98700029539042,1202264.43461741,17.56954193878853,1202264.43461741,17.59693147824961,1202264.43461741,17.86856884867412
1737800.828749372,12.1619888399872,1737800.828749372,11.82792570680968,1737800.828749372,12.82786713618336,1737800.828749372,11.17042573235471,1737800.828749372,12.63048663101112,1737800.828749372,12.5459461909667,1737800.828749372,13.00584531118719,1737800.828749372,9.919295247283282,1737800.828749372,12.36625700023327,1737800.828749372,12.26127967404328,1737800.828749372,12.90054329436616,1737800.828749372,12.03184792920742,1737800.828749372,12.77407500708454,1737800.828749372,12.73951235304681,1737800.828749372,13.06220403626714
2511886.431509574,5.668428127962941,2511886.431509574,5.23629261676144,2511886.431509574,6.522648960968484,2511886.431509574,4.410972491710512,2511886.431509574,6.265023488492862,2511886.431509574,6.141432010934796,2511886.431509574,6.723133020902075,2511886.431509574,2.913044182865842,2511886.431509574,5.884306516507705,2511886.431509574,5.74591311498661,2511886.431509574,6.569279493726214,2511886.431509574,5.457219557406948,2511886.431509574,6.414297797763401,2511886.431509574,6.355373533239668,2511886.431509574,6.771181925811787
3630780.547701005,-3.078833326312122,3630780.547701005,-3.477849961651176,3630780.547701005,-1.691198162582,3630780.547701005,-4.253809624433635,3630780.547701005,-1.971186475941912,3630780.547701005,-2.092740822359271,3630780.547701005,-1.344802641741478,3630780.547701005,-5.697551937240396,3630780.547701005,-2.458707460828491,3630780.547701005,-2.574150803752112,3630780.547701005,-1.558713732102099,3630780.547701005,-2.827723846086935,3630780.547701005,-1.708734550567077,3630780.547701005,-1.76526712801873,3630780.547701005,-1.255210885932407
5248074.602497714,-12.72486835636943,5248074.602497714,-13.02757365604113,5248074.602497714,-10.6841937945905,5248074.602497714,-13.63449656589184,5248074.602497714,-10.93599157770989,5248074.602497714,-11.03994377789442,5248074.602497714,-10.10925307861393,5248074.602497714,-14.82102951211976,5248074.602497714,-11.42619665929645,5248074.602497714,-11.51522157117991,5248074.602497714,-10.34518602749757,5248074.602497714,-11.71478250635653,5248074.602497714,-10.47077810438113,5248074.602497714,-10.51940126549897,5248074.602497714,-9.922174979863884
7585775.75029182,-16.7800955138634,7585775.75029182,-16.99104570095029,7585775.75029182,-14.04763023854047,7585775.75029182,-17.42512185738696,7585775.75029182,-14.25381817257196,7585775.75029182,-14.33884908174793,7585775.75029182,-13.18746924528965,7585775.75029182,-18.31527356636899,7585775.75029182,-14.68035373386871,7585775.75029182,-14.751438365109,7585775.75029182,-13.41056479200278,7585775.75029182,-14.90920704709216,7585775.75029182,-13.51333218344262,7585775.75029182,-13.55530123482001,7585775.75029182,-12.86216738487768
10964781.96143182,-17.104450036118,10964781.96143182,-17.24194999170005,10964781.96143182,-13.62494386141389,10964781.96143182,-17.53066390742322,10964781.96143182,-13.78384420605628,10964781.96143182,-13.85047262926914,10964781.96143182,-12.39692616379514,10964781.96143182,-18.14753430454796,10964781.96143182,-14.12344418717215,10964781.96143182,-14.17995409516547,10964781.96143182,-12.59052957067722,10964781.96143182,-14.30360453849813,10964781.96143182,-12.67459314245351,10964781.96143182,-12.71053960635758,10964781.96143182,-11.88291234087454
15848931.9246111,-17.66899322897109,15848931.9246111,-17.7519052749588,15848931.9246111,-13.44320167131555,15848931.9246111,-17.92865319273662,15848931.9246111,-13.55643983364894,15848931.9246111,-13.60479263913548,15848931.9246111,-11.75254592823288,15848931.9246111,-18.31897053980001,15848931.9246111,-13.80344083357325,15848931.9246111,-13.84548657895536,15848931.9246111,-11.90804980504947,15848931.9246111,-13.93669604499231,15848931.9246111,-11.974368583529,15848931.9246111,-12.00361219312508,15848931.9246111,-10.964044980636
22908676.52767767,-18.58662332546891,22908676.52767767,-18.63318080835599,22908676.52767767,-13.72591116117357,22908676.52767767,-18.73339473342763,22908676.52767767,-13.79921693236839,22908676.52767767,-13.83100396661847,22908676.52767767,-11.53186509177519,22908676.52767767,-18.95977045169413,22908676.52767767,-13.96135968274227,22908676.52767767,-13.98968474367814,22908676.52767767,-11.6453891933323,22908676.52767767,-14.05088449093819,22908676.52767767,-11.69379318995314,22908676.52767767,-11.71556036562631,22908676.52767767,-10.38877670761373
33113112.14825903,-19.89891412799434,33113112.14825903,-19.92380658237796,33113112.14825903,-14.57398946999794,33113112.14825903,-19.97764277520636,33113112.14825903,-14.61741015849088,33113112.14825903,-14.63646872746446,33113112.14825903,-11.92431049219753,33113112.14825903,-20.10078009046858,33113112.14825903,-14.71426239397128,33113112.14825903,-14.73158393734524,33113112.14825903,-11.99901152211517,33113112.14825903,-14.76892752580128,33113112.14825903,-12.0310770509766,33113112.14825903,-12.04568715536927,33113112.14825903,-10.39719859072303
