pulse_out X,pulse_out Y,pulse_in X,pulse_in Y
5.000954829906163e-05,0.391719737581572,5.000954829906163e-05,0.61
5.001405630079452e-05,0.3917272331187063,5.001405630079452e-05,0.61
5.002001935911677e-05,0.3919553151306385,5.002001935911677e-05,0.61
5.002834083048986e-05,0.3927058610115466,5.002834083048986e-05,0.61
5.004204662408685e-05,0.3950276211551527,5.004204662408685e-05,0.61
5.006945821128085e-05,0.4035396580212022,5.006945821128085e-05,0.61
5.011574378534679e-05,0.428324982290453,5.011574378534679e-05,0.61
5.015986929355694e-05,0.462044394335146,5.015986929355694e-05,0.61
5.02001473179045e-05,0.49919797449305,5.02001473179045e-05,0.61
5.023855444590157e-05,0.5382151560673876,5.023855444590157e-05,0.61
5.027584283633087e-05,0.5776497136747805,5.027584283633087e-05,0.61
5.031347555239373e-05,0.6174178985806502,5.031347555239373e-05,0.61
5.035268514465072e-05,0.6574036651183452,5.035268514465072e-05,0.61
5.03946024840226e-05,0.6972073087621872,5.03946024840226e-05,0.61
5.044020131038239e-05,0.735965491856009,5.044020131038239e-05,0.61
5.049262541685707e-05,0.7736986312950355,5.049262541685707e-05,0.61
5.055421557608139e-05,0.8080138180322872,5.055421557608139e-05,0.61
5.062634054169962e-05,0.8349441465933939,5.062634054169962e-05,0.61
5.06590990593095e-05,0.8429287503069984,5.06590990593095e-05,0.61
5.071511608629745e-05,0.8517294835597062,5.071511608629745e-05,0.61
5.077655755779125e-05,0.8558585757525703,5.077655755779125e-05,0.61
5.083710331948499e-05,0.855717988910262,5.083710331948499e-05,0.61
5.090163012276296e-05,0.8523923759676049,5.090163012276296e-05,0.61
5.097032659760691e-05,0.8466110796597591,5.097032659760691e-05,0.61
5.104397825254476e-05,0.8391508305449784,5.104397825254476e-05,0.61
5.112393476498364e-05,0.8308104482513443,5.112393476498364e-05,0.61
5.121200283708341e-05,0.8224526608214355,5.121200283708341e-05,0.61
5.131184007299034e-05,0.8149297002374093,5.131184007299034e-05,0.61
5.143260543314162e-05,0.8090519140519526,5.143260543314162e-05,0.61
5.152660237561823e-05,0.806773132889314,5.152660237561823e-05,0.61
5.165327716502444e-05,0.8060943358347643,5.165327716502444e-05,0.61
5.176410968123381e-05,0.8069409584323743,5.176410968123381e-05,0.61
5.188299726420184e-05,0.8084965840696134,5.188299726420184e-05,0.61
5.203533055788414e-05,0.8104616547490616,5.203533055788414e-05,0.61
5.220891020823165e-05,0.8119887158136211,5.220891020823165e-05,0.61
5.24325658388856e-05,0.8127309218440205,5.24325658388856e-05,0.61
5.266970546877842e-05,0.8125788344327568,5.266970546877842e-05,0.61
5.29523621104274e-05,0.8120571717638871,5.29523621104274e-05,0.61
5.328940296889123e-05,0.8116627255003135,5.328940296889123e-05,0.61
5.372265315101304e-05,0.8116036618883333,5.372265315101304e-05,0.61
5.436274883150312e-05,0.8117460335197801,5.436274883150312e-05,0.61
5.515430402533272e-05,0.8118111176623065,5.515430402533272e-05,0.61
5.615430402533272e-05,0.8117895784709012,5.615430402533272e-05,0.61
5.715430402533272e-05,0.8117746950003328,5.715430402533272e-05,0.61
5.815430402533271e-05,0.8117758172822841,5.815430402533271e-05,0.61
5.915430402533271e-05,0.8117780239083708,5.915430402533271e-05,0.61
6e-05,0.8117781680617817,6e-05,0.61
6.000001e-05,0.811777958194559,6.000001e-05,0.590000000001989
6.000001263529064e-05,0.8117778941939919,6.000001263529064e-05,0.59
6.000001558384646e-05,0.8117777360915677,6.000001558384646e-05,0.59
6.000001839061886e-05,0.8117776679699539,6.000001839061886e-05,0.59
6.000002400416366e-05,0.8117775324959137,6.000002400416366e-05,0.59
6.000003523125325e-05,0.8117772648533673,6.000003523125325e-05,0.59
6.000005768543245e-05,0.8117767428541511,6.000005768543245e-05,0.59
6.000010259379084e-05,0.8117757511411468,6.000010259379084e-05,0.59
6.000019241050762e-05,0.8117739693180529,6.000019241050762e-05,0.59
6.000037204394118e-05,0.8117711562926038,6.000037204394118e-05,0.59
6.000073131080831e-05,0.8117681516668687,6.000073131080831e-05,0.59
6.000113735836571e-05,0.8117683086683976,6.000113735836571e-05,0.59
6.000158957476194e-05,0.8117720570313596,6.000158957476194e-05,0.59
6.000211596366905e-05,0.8117800549946452,6.000211596366905e-05,0.59
6.000274951890004e-05,0.811793380388818,6.000274951890004e-05,0.59
6.00035612671445e-05,0.8118140805243318,6.00035612671445e-05,0.59
6.000468162492668e-05,0.8118452515068045,6.000468162492668e-05,0.59
6.000640214017237e-05,0.8118899433380571,6.000640214017237e-05,0.59
6.000963295764556e-05,0.8119362463403175,6.000963295764556e-05,0.59
6.001404988419389e-05,0.8118856089843097,6.001404988419389e-05,0.59
6.001978125061931e-05,0.8115971141311447,6.001978125061931e-05,0.59
6.002773320171661e-05,0.8107716815223777,6.002773320171661e-05,0.59
6.003999643690793e-05,0.8085629593452904,6.003999643690793e-05,0.59
6.006452290729059e-05,0.8009769237644925,6.006452290729059e-05,0.59
6.009753141481165e-05,0.7847278934049241,6.009753141481165e-05,0.59
6.013746323267585e-05,0.7572465745224491,6.013746323267585e-05,0.59
6.017751087114181e-05,0.7230818249276459,6.017751087114181e-05,0.59
6.021527321328498e-05,0.6867347736481139,6.021527321328498e-05,0.59
6.025255473753279e-05,0.6486370102573628,6.025255473753279e-05,0.59
6.029064431612944e-05,0.6089878394709681,6.029064431612944e-05,0.59
6.033046083006105e-05,0.5681838982586055,6.033046083006105e-05,0.59
6.037283263958672e-05,0.5268248537633907,6.037283263958672e-05,0.59
6.041856783076207e-05,0.485822253053298,6.041856783076207e-05,0.59
6.046884331923848e-05,0.4462484706710461,6.046884331923848e-05,0.59
6.052555951373839e-05,0.409449076433053,6.052555951373839e-05,0.59
6.059351083951595e-05,0.3768198407310427,6.059351083951595e-05,0.59
6.065356399956963e-05,0.3579617373190244,6.065356399956963e-05,0.59
6.069991188731661e-05,0.3490823027228534,6.069991188731661e-05,0.59
6.074622064924109e-05,0.3443229306451357,6.074622064924109e-05,0.59
6.079338498516631e-05,0.3428938539940616,6.079338498516631e-05,0.59
6.085456884955121e-05,0.3448615052290233,6.085456884955121e-05,0.59
6.091847816435254e-05,0.3501050194618627,6.091847816435254e-05,0.59
6.098368488160988e-05,0.3574353777055504,6.098368488160988e-05,0.59
6.104908305083503e-05,0.3656105881680246,6.104908305083503e-05,0.59
6.112274629675088e-05,0.3746145976511842,6.112274629675088e-05,0.59
6.120481916756424e-05,0.3833397741280007,6.120481916756424e-05,0.59
6.129924407571654e-05,0.3909023418773682,6.129924407571654e-05,0.59
6.141884062367187e-05,0.3965235623681114,6.141884062367187e-05,0.59
6.150484547936344e-05,0.3981843967825457,6.150484547936344e-05,0.59
6.165072470724663e-05,0.3980664574515178,6.165072470724663e-05,0.59
6.176557419514422e-05,0.3965030110361377,6.176557419514422e-05,0.59
6.188830576575591e-05,0.3944654189814607,6.188830576575591e-05,0.59
6.203602698483348e-05,0.3924405985328282,6.203602698483348e-05,0.59
6.221117016716208e-05,0.3911098657699434,6.221117016716208e-05,0.59
6.240772740475431e-05,0.3907843942784671,6.240772740475431e-05,0.59
6.262469356421739e-05,0.3911639401212162,6.262469356421739e-05,0.59
6.290614863084987e-05,0.3917851955027817,6.290614863084987e-05,0.59
6.322325932074839e-05,0.3921144988648225,6.322325932074839e-05,0.59
6.36704663724592e-05,0.3920822605460859,6.36704663724592e-05,0.59
6.430070757816677e-05,0.3919112942099586,6.430070757816677e-05,0.59
6.50265331818581e-05,0.3918729354921459,6.50265331818581e-05,0.59
6.60265331818581e-05,0.3919061926865978,6.60265331818581e-05,0.59
6.70265331818581e-05,0.3919173142250683,6.70265331818581e-05,0.59
6.80265331818581e-05,0.3919137793895734,6.80265331818581e-05,0.59
6.902653318185809e-05,0.3919118195102025,6.902653318185809e-05,0.59
7.000000000000001e-05,0.3919120494416664,7.000000000000001e-05,0.59
7.000001000000001e-05,0.3919124717069308,7.000001000000001e-05,0.61
7.000001263529065e-05,0.3919125383443322,7.000001263529065e-05,0.61
7.000001558384646e-05,0.3919126891197267,7.000001558384646e-05,0.61
7.000001839061887e-05,0.3919127595192884,7.000001839061887e-05,0.61
7.000002400416368e-05,0.3919128995293801,7.000002400416368e-05,0.61
7.000003523125331e-05,0.3919131760389813,7.000003523125331e-05,0.61
7.000005768543256e-05,0.3919137150679968,7.000005768543256e-05,0.61
7.000010259379105e-05,0.3919147381573854,7.000010259379105e-05,0.61
7.000019241050805e-05,0.3919165725397594,7.000019241050805e-05,0.61
7.000037204394205e-05,0.391919453513836,7.000037204394205e-05,0.61
7.000073131081004e-05,0.3919224673313375,7.000073131081004e-05,0.61
7.000113779315564e-05,0.3919221466285196,7.000113779315564e-05,0.61
7.000159094624166e-05,0.3919180197836424,7.000159094624166e-05,0.61
7.000211890084861e-05,0.3919093416769762,7.000211890084861e-05,0.61
7.000275433823163e-05,0.3918948873155412,7.000275433823163e-05,0.61
7.000356731074173e-05,0.3918722995750668,7.000356731074173e-05,0.61
7.000468564390696e-05,0.3918377767248174,7.000468564390696e-05,0.61
7.000639221773571e-05,0.3917861625542257,7.000639221773571e-05,0.61
7.000954829907712e-05,0.3917197373895138,7.000954829907712e-05,0.61
7.001405630081309e-05,0.3917272329258465,7.001405630081309e-05,0.61
7.002001935914028e-05,0.3919553149372572,7.002001935914028e-05,0.61
7.002834083052323e-05,0.3927058608187502,7.002834083052323e-05,0.61
7.004204662415056e-05,0.3950276209694256,7.004204662415056e-05,0.61
7.006945821140523e-05,0.4035396578679064,7.006945821140523e-05,0.61
7.011574378547519e-05,0.4283249821737468,7.011574378547519e-05,0.61
7.015986929367627e-05,0.4620443942445461,7.015986929367627e-05,0.61
7.020014731801541e-05,0.499197974422347,7.020014731801541e-05,0.61
7.023855444600065e-05,0.5382151560082049,7.023855444600065e-05,0.61
7.02758428364211e-05,0.5776497136264265,7.02758428364211e-05,0.61
7.031347555247816e-05,0.6174178985441747,7.031347555247816e-05,0.61
7.035268514473136e-05,0.6574036650943744,7.035268514473136e-05,0.61
7.03946024841012e-05,0.6972073087510424,7.03946024841012e-05,0.61
7.044020131045937e-05,0.7359654918565185,7.044020131045937e-05,0.61
7.049262541693665e-05,0.773698631308348,7.049262541693665e-05,0.61
7.055421557616554e-05,0.8080138180552647,7.055421557616554e-05,0.61
7.062634054175866e-05,0.8349441466114126,7.062634054175866e-05,0.61
7.065909905936396e-05,0.8429287503254386,7.065909905936396e-05,0.61
7.071511608633037e-05,0.8517294835769396,7.071511608633037e-05,0.61
7.077655755780742e-05,0.8558585757706026,7.077655755780742e-05,0.61
7.083710331949026e-05,0.8557179889292612,7.083710331949026e-05,0.61
7.090163012275719e-05,0.8523923759870423,7.090163012275719e-05,0.61
7.097032659759015e-05,0.8466110796788541,7.097032659759015e-05,0.61
7.104397825251638e-05,0.8391508305628289,7.104397825251638e-05,0.61
7.112393476494172e-05,0.8308104482670506,7.112393476494172e-05,0.61
7.121200283702434e-05,0.8224526608341618,7.121200283702434e-05,0.61
7.131184007290648e-05,0.8149297002464635,7.131184007290648e-05,0.61
7.143260543301243e-05,0.8090519140567697,7.143260543301243e-05,0.61
7.152660237546592e-05,0.8067731328904395,7.152660237546592e-05,0.61
7.165327716479795e-05,0.8060943358321889,7.165327716479795e-05,0.61
7.176410968094506e-05,0.8069409584273991,7.176410968094506e-05,0.61
7.188299726382604e-05,0.8084965840632404,7.188299726382604e-05,0.61
7.203533055745094e-05,0.8104616547435803,7.203533055745094e-05,0.61
7.220891020769463e-05,0.8119887158102549,7.220891020769463e-05,0.61
7.243256583838472e-05,0.8127309218439073,7.243256583838472e-05,0.61
7.266970546822272e-05,0.8125788344340577,7.266970546822272e-05,0.61
7.295236210963682e-05,0.8120571717653992,7.295236210963682e-05,0.61
7.328940296795749e-05,0.8116627255008737,7.328940296795749e-05,0.61
7.372265314958541e-05,0.8116036618880484,7.372265314958541e-05,0.61
7.436274882940483e-05,0.8117460335194041,7.436274882940483e-05,0.61
7.51543040229262e-05,0.8118111176623165,7.51543040229262e-05,0.61
7.615430402292619e-05,0.8117895784709848,7.615430402292619e-05,0.61
7.715430402292619e-05,0.8117746950003493,7.715430402292619e-05,0.61
7.815430402292619e-05,0.8117758172822811,7.815430402292619e-05,0.61
7.915430402292619e-05,0.8117780239083737,7.915430402292619e-05,0.61
8.000000000000001e-05,0.8117781680617892,8.000000000000001e-05,0.61
8.000001000000001e-05,0.8117779581945664,8.000001000000001e-05,0.590000000001989
8.000001263529065e-05,0.8117778941939994,8.000001263529065e-05,0.59
8.000001558384646e-05,0.811777736091575,8.000001558384646e-05,0.59
8.000001839061887e-05,0.811777667969961,8.000001839061887e-05,0.59
8.000002400416368e-05,0.8117775324959206,8.000002400416368e-05,0.59
8.000003523125331e-05,0.8117772648533738,8.000003523125331e-05,0.59
8.000005768543255e-05,0.8117767428541567,8.000005768543255e-05,0.59
8.000010259379105e-05,0.8117757511411504,8.000010259379105e-05,0.59
8.000019241050805e-05,0.8117739693180533,8.000019241050805e-05,0.59
8.000037204394205e-05,0.8117711562926009,8.000037204394205e-05,0.59
8.000073131081004e-05,0.81176815166687,8.000073131081004e-05,0.59
8.000113735836764e-05,0.811768308668414,8.000113735836764e-05,0.59
8.000158957476409e-05,0.8117720570313927,8.000158957476409e-05,0.59
8.000211596367155e-05,0.8117800549946984,8.000211596367155e-05,0.59
8.000274951890308e-05,0.8117933803888969,8.000274951890308e-05,0.59
8.000356126714852e-05,0.8118140805244484,8.000356126714852e-05,0.59
8.00046816249325e-05,0.811845251506975,8.00046816249325e-05,0.59
8.000640214018205e-05,0.8118899433382892,8.000640214018205e-05,0.59
8.00096329576671e-05,0.8119362463404169,8.00096329576671e-05,0.59
8.001404988422102e-05,0.8118856089835563,8.001404988422102e-05,0.59
8.001978125065436e-05,0.8115971141286042,8.001978125065436e-05,0.59
8.002773320176659e-05,0.8107716815156799,8.002773320176659e-05,0.59
8.003999643698975e-05,0.8085629593269074,8.003999643698975e-05,0.59
8.006452290743606e-05,0.8009769237076024,8.006452290743606e-05,0.59
8.009753141496996e-05,0.7847278933116857,8.009753141496996e-05,0.59
8.013746323287669e-05,0.7572465743659087,8.013746323287669e-05,0.59
8.017751087133398e-05,0.723081824751533,8.017751087133398e-05,0.59
8.021527321346866e-05,0.6867347734648297,8.021527321346866e-05,0.59
8.025255473771879e-05,0.6486370100647216,8.025255473771879e-05,0.59
8.029064431632125e-05,0.6089878392721098,8.029064431632125e-05,0.59
8.033046083026319e-05,0.5681838980555709,8.033046083026319e-05,0.59
8.037283263980328e-05,0.5268248535597141,8.037283263980328e-05,0.59
8.041856783099756e-05,0.485822252853939,8.041856783099756e-05,0.59
8.046884331950034e-05,0.4462484704815933,8.046884331950034e-05,0.59
8.052555951403983e-05,0.409449076260662,8.052555951403983e-05,0.59
8.059351083989353e-05,0.3768198405839144,8.059351083989353e-05,0.59
8.065356399993509e-05,0.3579617372298255,8.065356399993509e-05,0.59
8.069991188767848e-05,0.3490823026690955,8.069991188767848e-05,0.59
8.07462206495404e-05,0.3443229306243263,8.07462206495404e-05,0.59
8.079338498550213e-05,0.3428938539925719,8.079338498550213e-05,0.59
8.085456884989867e-05,0.3448615052487624,8.085456884989867e-05,0.59
8.09184781647108e-05,0.3501050194968576,8.09184781647108e-05,0.59
8.098368488193843e-05,0.3574353777448237,8.098368488193843e-05,0.59
8.10490830511788e-05,0.3656105882109267,8.10490830511788e-05,0.59
8.112274629717635e-05,0.3746145977003204,8.112274629717635e-05,0.59
8.120481916804282e-05,0.383339774173117,8.120481916804282e-05,0.59
8.129924407628663e-05,0.3909023419142718,8.129924407628663e-05,0.59
8.141884062422576e-05,0.396523562384651,8.141884062422576e-05,0.59
8.150484547992648e-05,0.3981843967882014,8.150484547992648e-05,0.59
8.16507247080039e-05,0.3980664574442989,8.16507247080039e-05,0.59
8.176557419605167e-05,0.3965030110223602,8.176557419605167e-05,0.59
8.188830576691152e-05,0.3944654189642219,8.188830576691152e-05,0.59
8.203602698613524e-05,0.39244059851928,8.203602698613524e-05,0.59
8.221117016877483e-05,0.3911098657630285,8.221117016877483e-05,0.59
8.240772740644962e-05,0.3907843942791642,8.240772740644962e-05,0.59
8.262469356616357e-05,0.3911639401256249,8.262469356616357e-05,0.59
8.290614863367782e-05,0.3917851955074816,8.290614863367782e-05,0.59
8.322325932416059e-05,0.3921144988661174,8.322325932416059e-05,0.59
8.367046637804781e-05,0.392082260544536,8.367046637804781e-05,0.59
8.430070758676571e-05,0.3919112942087152,8.430070758676571e-05,0.59
8.502653319255832e-05,0.3918729354923232,8.502653319255832e-05,0.59
8.602653319255832e-05,0.3919061926868552,8.602653319255832e-05,0.59
8.702653319255832e-05,0.3919173142250514,8.702653319255832e-05,0.59
8.802653319255832e-05,0.3919137793895207,8.802653319255832e-05,0.59
8.902653319255831e-05,0.39191181951018,8.902653319255831e-05,0.59
9.000000000000001e-05,0.3919120494416534,9.000000000000001e-05,0.59
9.000001000000001e-05,0.3919124717069177,9.000001000000001e-05,0.61
9.000001263529065e-05,0.3919125383443191,9.000001263529065e-05,0.61
9.000001558384646e-05,0.3919126891197147,9.000001558384646e-05,0.61
9.000001839061887e-05,0.3919127595192765,9.000001839061887e-05,0.61
9.000002400416368e-05,0.3919128995293683,9.000002400416368e-05,0.61
9.00000352312533e-05,0.3919131760389695,9.00000352312533e-05,0.61
9.000005768543255e-05,0.391913715067985,9.000005768543255e-05,0.61
9.000010259379105e-05,0.3919147381573734,9.000010259379105e-05,0.61
9.000019241050805e-05,0.3919165725397474,9.000019241050805e-05,0.61
9.000037204394205e-05,0.3919194535138242,9.000037204394205e-05,0.61
9.000073131081004e-05,0.391922467331326,9.000073131081004e-05,0.61
9.000113779315564e-05,0.3919221466285084,9.000113779315564e-05,0.61
9.000159094624166e-05,0.3919180197836314,9.000159094624166e-05,0.61
9.000211890084861e-05,0.3919093416769655,9.000211890084861e-05,0.61
9.000275433823163e-05,0.3918948873155308,9.000275433823163e-05,0.61
9.000356731074173e-05,0.3918722995750565,9.000356731074173e-05,0.61
9.000468564390695e-05,0.3918377767248073,9.000468564390695e-05,0.61
9.000639221773571e-05,0.3917861625542158,9.000639221773571e-05,0.61
9.000954829907711e-05,0.3917197373895041,9.000954829907711e-05,0.61
9.001405630081306e-05,0.3917272329258356,9.001405630081306e-05,0.61
9.002001935914017e-05,0.3919553149372394,9.002001935914017e-05,0.61
9.002834083052317e-05,0.3927058608187306,9.002834083052317e-05,0.61
9.004204662415017e-05,0.3950276209693248,9.004204662415017e-05,0.61
9.006945821140416e-05,0.4035396578674592,9.006945821140416e-05,0.61
9.011574378547394e-05,0.428324982172899,9.011574378547394e-05,0.61
9.015986929367521e-05,0.4620443942436178,9.015986929367521e-05,0.61
9.020014731801442e-05,0.4991979744213561,9.020014731801442e-05,0.61
9.023855444599969e-05,0.5382151560071785,9.023855444599969e-05,0.61
9.027584283642013e-05,0.5776497136253845,9.027584283642013e-05,0.61
9.031347555247719e-05,0.6174178985431399,9.031347555247719e-05,0.61
9.035268514473032e-05,0.6574036650933264,9.035268514473032e-05,0.61
9.039460248410006e-05,0.6972073087499997,9.039460248410006e-05,0.61
9.044020131045813e-05,0.7359654918555228,9.044020131045813e-05,0.61
9.04926254169352e-05,0.7736986313074072,9.04926254169352e-05,0.61
9.055421557616373e-05,0.8080138180544184,9.055421557616373e-05,0.61
9.062634054175702e-05,0.8349441466109478,9.062634054175702e-05,0.61
9.065909905936214e-05,0.8429287503250525,9.065909905936214e-05,0.61
9.071511608632886e-05,0.8517294835767688,9.071511608632886e-05,0.61
9.077655755780604e-05,0.8558585757705602,9.077655755780604e-05,0.61
9.083710331948877e-05,0.8557179889293008,9.083710331948877e-05,0.61
9.09016301227556e-05,0.8523923759871481,9.09016301227556e-05,0.61
9.097032659758843e-05,0.8466110796790103,9.097032659758843e-05,0.61
9.104397825251452e-05,0.8391508305630154,9.104397825251452e-05,0.61
9.112393476493969e-05,0.8308104482672476,9.112393476493969e-05,0.61
9.121200283702211e-05,0.8224526608343463,9.121200283702211e-05,0.61
9.131184007290384e-05,0.8149297002466223,9.131184007290384e-05,0.61
9.143260543300922e-05,0.8090519140568728,9.143260543300922e-05,0.61
9.152660237546258e-05,0.8067731328904846,9.152660237546258e-05,0.61
9.165327716479381e-05,0.8060943358321765,9.165327716479381e-05,0.61
9.17641096809402e-05,0.8069409584273517,9.17641096809402e-05,0.61
9.188299726382005e-05,0.8084965840631695,9.188299726382005e-05,0.61
9.203533055744408e-05,0.8104616547435156,9.203533055744408e-05,0.61
9.220891020768663e-05,0.8119887158102194,9.220891020768663e-05,0.61
9.243256583837774e-05,0.8127309218439137,9.243256583837774e-05,0.61
9.266970546821517e-05,0.812578834434077,9.266970546821517e-05,0.61
9.295236210962607e-05,0.8120571717654167,9.295236210962607e-05,0.61
9.328940296794441e-05,0.8116627255008807,9.328940296794441e-05,0.61
9.372265314956438e-05,0.8116036618880472,9.372265314956438e-05,0.61
9.436274882937339e-05,0.8117460335194002,9.436274882937339e-05,0.61
9.515430402288742e-05,0.8118111176623148,9.515430402288742e-05,0.61
9.615430402288742e-05,0.8117895784709844,9.615430402288742e-05,0.61
9.715430402288742e-05,0.8117746950003492,9.715430402288742e-05,0.61
9.815430402288741e-05,0.8117758172822818,9.815430402288741e-05,0.61
9.915430402288741e-05,0.8117780239083739,9.915430402288741e-05,0.61
0.0001,0.8117781680617885,0.0001,0.61
