spectrum_SAR_implementation.Vout X,spectrum_SAR_implementation.Vout Y
0,-62.09983771174021
9.763265226422323,-61.02979511869989
19.52653045284465,-65.85979478158229
29.28979567926697,-74.27933096678706
39.05306090568929,-70.53560837281144
48.81632613211161,-73.18741098740051
58.57959135853393,-69.69838549232864
68.34285658495625,-70.61941279668578
78.10612181137857,-70.2663223177301
87.86938703780089,-73.08035441283378
97.63265226422321,-75.75227477432649
107.3959174906455,-74.76451577510473
117.1591827170678,-81.97280506171701
126.9224479434902,-81.48237013675505
136.6857131699125,-78.29403403089682
146.4489783963348,-80.38909702383151
156.2122436227572,-86.04002003375145
165.9755088491795,-82.90148928694995
175.7387740756018,-83.04013416221034
185.5020393020242,-82.90155845151341
195.2653045284465,-76.90383449429187
205.0285697548688,-29.10944192604688
214.7918349812912,-12.60702343859089
224.5551002077135,-7.731612361427014
234.3183654341358,-11.86802451013647
244.0816306605582,-27.18249006789151
253.8448958869805,-83.32716560185426
263.6081611134028,-75.96204012063447
273.3714263398252,-74.13274448062336
283.1346915662475,-74.46440609511581
292.8979567926698,-81.29748478851599
302.6612220190922,-92.07758942588492
312.4244872455145,-96.8814674736452
322.1877524719368,-89.09295824751229
331.9510176983592,-80.80522677583063
341.7142829247815,-77.12546537261093
351.4775481512038,-74.15554273418567
361.2408133776262,-74.08071695367343
371.0040786040485,-76.58857661273005
380.7673438304708,-80.51715425851762
390.5306090568932,-82.46316055232556
400.2938742833155,-80.3211989843256
410.0571395097379,-75.17664709042398
419.8204047361602,-78.18984669836799
429.5836699625825,-77.23480120195492
439.3469351890049,-76.04249705158649
449.1102004154272,-73.58606149722861
458.8734656418495,-75.84657910499051
468.6367308682719,-79.97018761837937
478.3999960946942,-87.03590751388197
488.1632613211165,-84.51008069117145
497.9265265475389,-86.29521985547215
507.6897917739612,-95.16743745296708
517.4530570003835,-84.08505796156189
527.2163222268058,-79.57213756437683
536.9795874532281,-76.62606986988087
546.7428526796504,-78.70627695860007
556.5061179060726,-86.32795059082548
566.2693831324949,-84.75432370192453
576.0326483589172,-86.32031347688033
585.7959135853395,-88.17783441674686
595.5591788117617,-85.89944516587828
605.322444038184,-91.15105813224253
615.0857092646063,-93.40252167241745
624.8489744910286,-87.28083186120215
634.6122397174508,-84.77432244881695
644.3755049438731,-92.66736756070527
654.1387701702954,-83.08777704726856
663.9020353967177,-79.72579840750454
673.66530062314,-75.30922524502074
683.4285658495622,-77.57653171762792
693.1918310759845,-81.89367862823059
702.9550963024068,-81.50906947411677
712.7183615288291,-83.09454783757775
722.4816267552513,-91.28581239547457
732.2448919816736,-90.91220012663065
742.0081572080959,-86.65299097440436
751.7714224345182,-84.12941206810189
761.5346876609404,-84.9478619638985
771.2979528873627,-90.97063640885278
781.061218113785,-82.60901036238511
790.8244833402073,-86.86965340921671
800.5877485666296,-90.01879950805196
810.3510137930518,-85.71693428305792
820.1142790194741,-86.73704607706424
829.8775442458964,-95.11834094043115
839.6408094723187,-83.53858409641572
849.4040746987409,-81.66807145326121
859.1673399251632,-80.88131998954341
868.9306051515855,-79.17529534924708
878.6938703780078,-78.87432030602476
888.4571356044301,-86.99064342301634
898.2204008308523,-86.96445134737466
907.9836660572746,-85.57795707144693
917.7469312836969,-88.17565069477907
927.5101965101192,-86.8378500537668
937.2734617365414,-90.50296744967099
947.0367269629637,-89.82672958576644
956.799992189386,-89.03568726053382
966.5632574158083,-91.72723759579736
976.3265226422305,-96.86795200575708
986.0897878686528,-85.69098252935576
995.8530530950751,-81.20278160083194
1005.616318321497,-82.5512515311971
1015.37958354792,-83.99420559647105
1025.142848774342,-89.20432627329227
1034.906114000764,-95.1629165934371
1044.669379227187,-83.89664122969918
1054.432644453609,-85.21855174405195
1064.195909680031,-89.69439292211754
1073.959174906454,-88.12956484097442
1083.722440132876,-90.92514781413118
1093.485705359299,-95.59109005254405
1103.248970585721,-96.254839274389
1113.012235812143,-101.0704725004972
1122.775501038566,-102.2886932152131
1132.538766264988,-95.61189723431991
1142.302031491411,-89.47360106349481
1152.065296717833,-93.18118242256449
1161.828561944255,-90.88882514503604
1171.591827170678,-85.5228247324996
1181.3550923971,-84.63876237811871
1191.118357623523,-87.17884317719013
1200.881622849945,-90.71328907012796
1210.644888076367,-87.46443503839694
1220.40815330279,-83.22913551289938
