DM Phase Plot X,DM Phase Plot Y,cl phase X,cl phase Y,DM Gain Plot X,DM Gain Plot Y,CM Gain Plot X,CM Gain Plot Y,CMRR Plot X,CMRR Plot Y,DM CL Gain Plot X,DM CL Gain Plot Y,cl gain X,cl gain Y,psr X,psr Y
1,-30.86168207863376,1,59.21667953869515,1,132.0604370474538,1,-57.88998471097636,1,82.07766005787782,1,24.18699282238275,1,24.18767534690146,1,-97.38403794247145
1.029200527194428,-31.59274080216936,1.029200527194428,58.48666332363312,1.029200527194428,131.993245115349,1.029200527194428,-57.70637166213204,1.029200527194428,82.07716075067049,1.029200527194428,24.3701064662628,1.029200527194428,24.37078908853844,1.029200527194428,-97.38386090409142
1.059253725177289,-32.33335159907716,1.059253725177289,57.7470559535634,1.059253725177289,131.923187672156,1.059253725177289,-57.52564284031663,1.059253725177289,82.07668821349174,1.059253725177289,24.55036265858986,1.059253725177289,24.55104537317511,1.059253725177289,-97.38367338345249
1.090184492385128,-33.08313805265575,1.090184492385128,56.99823061047823,1.090184492385128,131.8501913145797,1.090184492385128,-57.34787031916526,1.090184492385128,82.07624090019605,1.090184492385128,24.72768777928043,1.090184492385128,24.72837058103079,1.090184492385128,-97.38347476021647
1.122018454301964,-33.8416941151054,1.122018454301964,56.24059014381235,1.122018454301964,131.7741848349762,1.122018454301964,-57.17312409308857,1.122018454301964,82.07581734346338,1.122018454301964,24.90201036631968,1.122018454301964,24.90269325037481,1.122018454301964,-97.38326437791251
1.154781984689459,-34.60858455795119,1.154781984689459,55.47456664223866,1.154781984689459,131.6950995702974,1.154781984689459,-57.00147168331646,1.154781984689459,82.07541610952964,1.154781984689459,25.07326146444056,1.154781984689459,25.07394442621317,1.154781984689459,-97.38304154063948
1.188502227437019,-35.38334563149855,1.188502227437019,54.70062079709257,1.188502227437019,131.6128697518108,1.188502227437019,-56.83297789856902,1.188502227437019,82.07503590863365,1.188502227437019,25.24137497491012,1.188502227437019,25.24205801006464,1.188502227437019,-97.38280551199628
1.223207119049932,-36.16548593835293,1.223207119049932,53.91924105217181,1.223207119049932,131.5274328522396,1.223207119049932,-56.66770437242965,1.223207119049932,82.07467547999619,1.223207119049932,25.40628800312138,1.223207119049932,25.40697110756653,1.223207119049932,-97.38255551166745
1.258925411794168,-36.95448752372096,1.258925411794168,53.13094253700837,1.258925411794168,131.4387299268564,1.258925411794168,-56.50570923814242,1.258925411794168,82.07433360852229,1.258925411794168,25.56794120050938,1.258925411794168,25.56862437037987,1.258925411794168,-97.38229071372251
1.29568669751702,-37.74980718213634,1.29568669751702,52.33626578334058,1.29568669751702,131.3467059448846,1.29568669751702,-56.34704690579735,1.29568669751702,82.07400923462059,1.29568669751702,25.72627909718052,1.29568669751702,25.72696232882324,1.29568669751702,-97.38201024291189
1.333521432163325,-38.55087797743982,1.333521432163325,51.53577522799337,1.333521432163325,131.2513101075349,1.333521432163325,-56.19176749843513,1.333521432163325,82.07370120997867,1.333521432163325,25.8812504215732,1.333521432163325,25.88193371154353,1.333521432163325,-97.38171317308711
1.372460961007563,-39.35711096962795,1.372460961007563,50.73005750801469,1.372460961007563,131.1524961489842,1.372460961007563,-56.03991679938544,1.372460961007563,82.07340854788785,1.372460961007563,26.03280840345957,1.372460961007563,26.0334917485024,1.372460961007563,-97.38139852303014
1.412537544622755,-40.16789713906756,1.412537544622755,49.91971955727,1.412537544622755,131.0502226166816,1.412537544622755,-55.89153583545323,1.412537544622755,82.07313028915203,1.412537544622755,26.18091105665862,1.412537544622755,26.1815944536988,1.412537544622755,-97.38106525331889
1.453784385607663,-40.98260949538201,1.453784385607663,49.10538651675189,1.453784385607663,130.9444531274966,1.453784385607663,-55.74666060569302,1.453784385607663,82.07286548979127,1.453784385607663,26.32552143796098,1.453784385607663,26.32620488409826,1.453784385607663,-97.38071226421836
1.496235656094435,-41.80060535529928,1.496235656094435,48.28769947423967,1.496235656094435,130.8351565964419,1.496235656094435,-55.60532193840947,1.496235656094435,82.07261330986871,1.496235656094435,26.46660787896819,1.496235656094435,26.46729137145924,1.496235656094435,-97.38033839059474
1.539926526059493,-42.62122877082093,1.539926526059493,47.46731305136699,1.539926526059493,130.7223074349731,1.539926526059493,-55.46754518933521,1.539926526059493,82.07237291341134,1.539926526059493,26.60414418782027,1.539926526059493,26.60482772407613,1.539926526059493,-97.37994239854693
1.584893192461115,-43.44381308651928,1.584893192461115,46.64489285914465,1.584893192461115,130.6058857162249,1.584893192461115,-55.33335007033082,1.584893192461115,82.07214346603307,1.584893192461115,26.73810981812373,1.584893192461115,26.73879339570224,1.584893192461115,-97.37952298174687
1.63117290922784,-44.26768360235867,1.63117290922784,45.82111284544003,1.63117290922784,130.4858773049316,1.63117290922784,-55.20275062881278,1.63117290922784,82.0719242481953,1.63117290922784,26.86849000279001,1.63117290922784,26.86917361938253,1.63117290922784,-97.3790787574053
1.678804018122562,-45.09216031663176,1.678804018122562,44.99665255936092,1.678804018122562,130.3622739502541,1.678804018122562,-55.07575501446695,1.678804018122562,82.07171451884199,1.678804018122562,26.99527585094549,1.678804018122562,26.99595950437504,1.678804018122562,-97.37860826035401
1.727825980507865,-45.91656072202095,1.727825980507865,44.17219435963841,1.727825980507865,130.2350733402139,1.727825980507865,-54.95236545748952,1.727825980507865,82.07151355226515,1.727825980507865,27.11846440656786,1.727825980507865,27.11914809477562,1.727825980507865,-97.37810994028976
