DM Phase Plot X,DM Phase Plot Y,cl phase X,cl phase Y,DM Gain Plot X,DM Gain Plot Y,CM Gain Plot X,CM Gain Plot Y,CMRR Plot X,CMRR Plot Y,DM CL Gain Plot X,DM CL Gain Plot Y,cl gain X,cl gain Y
1.883649089489803,-4.392798348611063,1.883649089489803,-6.255451490155813e-06,1.883649089489803,90.46842456633755,1.883649089489803,-58.8311478648837,1.883649089489803,58.83209022194654,1.883649089489803,0.6355636866530878,1.883649089489803,0.0009423570628399469
1.93865263595221,-4.520872942130154,1.93865263595221,-6.438113971507644e-06,1.93865263595221,90.4669113502637,1.93865263595221,-58.79416107015022,1.93865263595221,58.79510342721327,1.93865263595221,0.6476738222925111,1.93865263595221,0.0009423570630462906
1.995262314968882,-4.652630851222078,1.995262314968882,-6.626110293613514e-06,1.995262314968882,90.46530904505533,1.995262314968882,-58.75895227360179,1.995262314968882,58.75989463066506,1.995262314968882,0.6592626695392083,1.995262314968882,0.000942357063268062
2.053525026457149,-4.788175676202914,2.053525026457149,-6.819596207435561e-06,2.053525026457149,90.46361244152881,2.053525026457149,-58.72544969002312,2.053525026457149,58.72639204708663,2.053525026457149,0.6703453134394117,2.053525026457149,0.0009423570635052607
2.11348903983665,-4.927613660403391,2.11348903983665,-7.018732011945895e-06,2.11348903983665,90.46181603024756,2.11348903983665,-58.69358200106517,2.11348903983665,58.69452435812892,2.11348903983665,0.6809371337997733,2.11348903983665,0.0009423570637521018
2.175204034019526,-5.071053734661542,2.175204034019526,-7.223682686931206e-06,2.175204034019526,90.45991398473987,2.175204034019526,-58.6632816869955,2.175204034019526,58.66422404405952,2.175204034019526,0.6910537131452335,2.175204034019526,0.0009423570640162988
2.238721138568343,-5.218607560278278,2.238721138568343,-7.434618029675001e-06,2.238721138568343,90.45790014384417,2.238721138568343,-58.63448091927026,2.238721138568343,58.63542327633456,2.238721138568343,0.7007107553776728,2.238721138568343,0.0009423570642978519
2.30409297605585,-5.370389570154161,2.30409297605585,-7.651712795630827e-06,2.30409297605585,90.45576799314047,2.30409297605585,-58.60711501113479,2.30409297605585,58.60805736819938,2.30409297605585,0.7099240086053049,2.30409297605585,0.0009423570645948326
2.37137370566166,-5.526517007803674,2.37137370566166,-7.875146843203667e-06,2.37137370566166,90.4535106454336,2.37137370566166,-58.58112056777011,2.37137370566166,58.58206292483501,2.37137370566166,0.7187091993526472,2.37137370566166,0.0009423570649072407
2.440619068041985,-5.687109963910274,2.440619068041985,-8.105105282758871e-06,2.440619068041985,90.45112082024498,2.440619068041985,-58.55643695501687,2.440619068041985,58.55737931208211,2.440619068041985,0.7270819679334852,2.440619068041985,0.0009423570652408618
2.511886431509585,-5.852291410059775,2.511886431509585,-8.341778629981979e-06,2.511886431509585,90.44859082227755,2.511886431509585,-58.53300483972727,2.511886431509585,58.53394719679287,2.511886431509585,0.7350578141406555,2.511886431509585,0.0009423570655976242
2.585234839562196,-6.02218722925456,2.585234839562196,-8.585362963716862e-06,2.585234839562196,90.44591251881367,2.585234839562196,-58.51076606640921,2.585234839562196,58.51170842347518,2.585234839562196,0.7426520497067934,2.585234839562196,0.0009423570659678859
2.660725059798815,-6.196926242775503,2.660725059798815,-8.836060088413045e-06,2.660725059798815,90.44307731600438,2.660725059798815,-58.4896667462288,2.660725059798815,58.49060910329516,2.660725059798815,0.7498797516939124,2.660725059798815,0.0009423570663632173
2.738419634264367,-6.376640232925067,2.738419634264367,-9.094077701316601e-06,2.738419634264367,90.44007613401551,2.738419634264367,-58.46965296811253,2.738419634264367,58.47059532517932,2.738419634264367,0.7567557288132254,2.738419634264367,0.0009423570667874754
2.81838293126446,-6.561463961140726,2.81838293126446,-9.35962956454225e-06,2.81838293126446,90.43689938098824,2.81838293126446,-58.45067369672233,2.81838293126446,58.45161605378956,2.81838293126446,0.7632944869935648,2.81838293126446,0.0009423570672290894
2.90068119869316,-6.751535180930846,2.90068119869316,-9.632935682171675e-06,2.90068119869316,90.43353692578091,2.90068119869316,-58.43267884397201,2.90068119869316,58.43362120103971,2.90068119869316,0.7695102030685097,2.90068119869316,0.0009423570676977017
2.985382618917967,-6.94699464503594,2.985382618917967,-9.914222482521381e-06,2.985382618917967,90.42997806945363,2.985382618917967,-58.41562217419526,2.985382618917967,58.41656453126346,2.985382618917967,0.7754167018177022,2.985382618917967,0.0009423570681971692
3.072557365267454,-7.147986106174668,3.072557365267454,-1.02037230057341e-05,3.072557365267454,90.42621151546356,3.072557365267454,-58.39945683146978,3.072557365267454,58.40039918853851,3.072557365267454,0.7810274376202763,3.072557365267454,0.0009423570687274917
3.162277660168388,-7.354656310682034,3.162277660168388,-1.050167709684769e-05,3.162277660168388,90.42222533853949,3.162277660168388,-58.38414060621311,3.162277660168388,58.3850829632824,3.162277660168388,0.7863554795597694,3.162277660168388,0.0009423570692905979
3.254617834980468,-7.567154984295108,3.254617834980468,-1.08083316045017e-05,3.254617834980468,90.4180069522063,3.254617834980468,-58.36963071496791,3.254617834980468,58.37057307203779,3.254617834980468,0.7914134998383672,3.254617834980468,0.0009423570698807022
3.349654391578286,-7.785634809288366,3.349654391578286,-1.112394058544576e-05,3.349654391578286,90.41354307493724,3.349654391578286,-58.35588762476092,3.349654391578286,58.35682998183142,3.349654391578286,0.7962137671118186,3.349654391578286,0.0009423570705055186
3.447466065731504,-8.010251392100221,3.447466065731504,-1.144876551502063e-05,3.447466065731504,90.40881969491146,3.447466065731504,-58.34287269176247,3.447466065731504,58.34381504883364,3.447466065731504,0.800768141271285,3.447466065731504,0.0009423570711727609
3.548133892335765,-8.241163220533741,3.548133892335765,-1.178307550378499e-05,3.548133892335765,90.40382203336218,3.548133892335765,-58.33054911891465,3.548133892335765,58.33149147598653,3.548133892335765,0.8050880688379453,3.548133892335765,0.0009423570718766435
3.651741272548388,-8.478531609555105,3.651741272548388,-1.212714752046772e-05,3.651741272548388,90.39853450650925,3.651741272548388,-58.31888224283892,3.651741272548388,58.31982459991155,3.651741272548388,0.8091845844212658,3.651741272548388,0.0009423570726229519
3.758374042884453,-8.722520634643454,3.758374042884453,-1.248126662143039e-05,3.758374042884453,90.39294068607155,3.758374042884453,-58.30783833509543,3.758374042884453,58.30878069216885,3.758374042884453,0.8130683125271103,3.758374042884453,0.0009423570734116862
3.868120546330533,-8.97329705158484,3.868120546330533,-1.284572618683098e-05,3.868120546330533,90.38702325836734,3.868120546330533,-58.2973859423042,3.868120546330533,58.29832829937845,3.868120546330533,0.8167494703254413,3.868120546330533,0.0009423570742486318
3.981071705534985,-9.231030201533201,3.981071705534985,-1.322082816368231e-05,3.981071705534985,90.38076398201856,3.981071705534985,-58.28749460032883,3.981071705534985,58.28843695740397,3.981071705534985,0.8202378711684355,3.981071705534985,0.0009423570751395737
4.097321098135428,-9.495891900094117,4.097321098135428,-1.360688331600945e-05,4.097321098135428,90.37414364428633,4.097321098135428,-58.27813460319897,4.097321098135428,58.27907696027504,4.097321098135428,0.8235429346850182,4.097321098135428,0.0009423570760729414
4.216965034285836,-9.768056309119164,4.216965034285836,-1.400421148231069e-05,4.216965034285836,90.36714201607757,4.216965034285836,-58.26927886476337,4.216965034285836,58.27022122184044,4.216965034285836,0.8266736900562983,4.216965034285836,0.0009423570770718763
4.340102636447452,-10.0476997898259,4.340102636447452,-1.441314184053718e-05,4.340102636447452,90.35973780567276,4.340102636447452,-58.26090067543963,4.340102636447452,58.26184303251775,4.340102636447452,0.8296387867361179,4.340102636447452,0.000942357078126736
4.466835921509645,-10.33500073580155,4.466835921509645,-1.483401318080964e-05,4.466835921509645,90.35190861124912,4.466835921509645,-58.25297554474137,4.466835921509645,58.25391790182061,4.466835921509645,0.8324465023801676,4.466835921509645,0.000942357079243306
4.597269885308736,-10.63013938437252,4.597269885308736,-1.526717418609937e-05,4.597269885308736,90.343630872281,4.597269885308736,-58.24547958541203,4.597269885308736,58.24642194249245,4.597269885308736,0.8351047520306326,4.597269885308736,0.0009423570804235149
4.73151258961482,-10.93329760476592,4.73151258961482,-1.571298372110383e-05,4.73151258961482,90.33487981992367,4.73151258961482,-58.23838965619474,4.73151258961482,58.23933201327641,4.73151258961482,0.8376211013282392,4.73151258961482,0.0009423570816712192
4.869675251658648,-11.24465866143418,4.869675251658648,-1.617181112955848e-05,4.869675251658648,90.32562942650979,4.869675251658648,-58.23168441320706,4.869675251658648,58.23262677029007,4.869675251658648,0.8400027724443342,4.869675251658648,0.0009423570830037752
5.01187233627274,-11.56440695085775,5.01187233627274,-1.664403654023147e-05,5.01187233627274,90.31585235430714,5.01187233627274,-58.22534311883005,5.01187233627274,58.22628547591446,5.01187233627274,0.8422566596768157,5.01187233627274,0.0009423570844057553
5.158221650723075,-11.89272771010201,5.158221650723075,-1.713005118185084e-05,5.158221650723075,90.30551990371548,5.158221650723075,-58.21934721330856,5.158221650723075,58.22028957039446,5.158221650723075,0.8443893358598147,5.158221650723075,0.0009423570858964438
5.308844442309902,-12.22980669536468,5.308844442309902,-1.76302577072297e-05,5.308844442309902,90.29460196110473,5.308844442309902,-58.21367750722216,5.308844442309902,58.21461986430963,5.308844442309902,0.8464070671676576,5.308844442309902,0.0009423570874758407
5.463865498818562,-12.57582982874261,5.463865498818562,-1.814507052685603e-05,5.463865498818562,90.28306694653745,5.463865498818562,-58.2083168507093,5.463865498818562,58.20925920779845,5.463865498818562,0.848315822952061,5.463865498818562,0.0009423570891439464
5.623413251903512,-12.93098281141509,5.623413251903512,-1.8674916152222e-05,5.623413251903512,90.27088176163441,5.623413251903512,-58.20324800888612,5.623413251903512,58.20419036597703,5.623413251903512,0.8501212861402971,5.623413251903512,0.0009423570909084741
5.787619883491228,-13.29545070147578,5.787619883491228,-1.922023354918046e-05,5.787619883491228,90.25801173789735,5.787619883491228,-58.19845561058195,5.787619883491228,58.19939796767473,5.787619883491228,0.8518288654259638,5.787619883491228,0.0009423570927848519
5.956621435290127,-13.66941745465715,5.956621435290127,-1.978147450161845e-05,5.956621435290127,90.244420585828,5.956621435290127,-58.19392427332209,5.956621435290127,58.19486663041686,5.956621435290127,0.8534437059223993,5.956621435290127,0.0009423570947692224
6.13055792149823,-14.05306542624855,6.13055792149823,-2.035910398575074e-05,6.13055792149823,90.23007034522848,6.13055792149823,-58.18964086785436,6.13055792149823,58.19058322495123,6.13055792149823,0.8549706982596696,6.13055792149823,0.0009423570968750852
6.309573444801956,-14.44657483258591,6.309573444801956,-2.095360055534331e-05,6.309573444801956,90.21492133711014,6.309573444801956,-58.1855905166467,6.309573444801956,58.1865328737458,6.309573444801956,0.8564144929769181,6.309573444801956,0.0009423570991024399
6.493816315762138,-14.85012317060275,6.493816315762138,-2.156545673818341e-05,6.493816315762138,90.19893211768508,6.493816315762138,-58.18176132856867,6.493816315762138,58.18270368567013,6.493816315762138,0.8577795067256313,6.493816315762138,0.000942357101460929
6.683439175686172,-15.2638845940635,6.683439175686172,-2.219517944412984e-05,6.683439175686172,90.18205943495737,6.683439175686172,-58.1781404793526,6.683439175686172,58.17908283645656,6.683439175686172,0.8590699350418831,6.683439175686172,0.0009423571039582662
6.878599123088104,-15.68802924529341,6.878599123088104,-2.284329038507618e-05,6.878599123088104,90.16425818848667,6.878599123088104,-58.17471704979017,6.878599123088104,58.17565940689678,6.878599123088104,0.8602897600176224,6.878599123088104,0.0009423571066079506
7.079457843841408,-16.12272254142257,7.079457843841408,-2.351032650717926e-05,7.079457843841408,90.14548139293777,7.079457843841408,-58.1714801908712,7.079457843841408,58.17242254798061,7.079457843841408,0.8614427619112685,7.079457843841408,0.0009423571094119105
7.286181745132307,-16.56812441444273,7.286181745132307,-2.419684043570553e-05,7.286181745132307,90.12568014608834,7.286181745132307,-58.16841926629441,7.286181745132307,58.16936162340679,7.286181745132307,0.8625325281609498,7.286181745132307,0.0009423571123797885
7.498942093324589,-17.02438850468147,7.498942093324589,-2.49034009328715e-05,7.498942093324589,90.10480360201211,7.498942093324589,-58.16552483066051,7.498942093324589,58.16646718777604,7.498942093324589,0.8635624599801717,7.498942093324589,0.0009423571155289404
7.717915155850156,-17.49166130766582,7.717915155850156,-2.563059336905011e-05,7.717915155850156,90.08279895020317,7.717915155850156,-58.16278688308137,7.717915155850156,58.16372924020023,7.717915155850156,0.8645357844421587,7.717915155850156,0.000942357118859366
7.943282347242849,-17.97008127478725,7.943282347242849,-2.637902020773669e-05,7.943282347242849,90.05961140146182,7.943282347242849,-58.1601977747768,7.943282347242849,58.16114013189919,7.943282347242849,0.8654555594840372,7.943282347242849,0.0009423571223903501
8.175230379436535,-18.45977786863596,8.175230379436535,-2.714930150468033e-05,8.175230379436535,90.03518418139193,8.175230379436535,-58.15774822075923,8.175230379436535,58.15869057788535,8.175230379436535,0.8663246842841035,8.175230379436535,0.0009423571261218924
8.413951416451987,-18.96087057445865,8.413951416451987,-2.794207542158299e-05,8.413951416451987,90.00945853241882,8.413951416451987,-58.15543061315953,8.413951416451987,58.15637297028962,8.413951416451987,0.8671459066723783,8.413951416451987,0.0009423571300867771
8.659643233600692,-19.4734678697648,8.659643233600692,-2.875799875480583e-05,8.659643233600692,89.98237372525136,8.659643233600692,-58.15323772437984,8.659643233600692,58.15418008151412,8.659643233600692,0.8679218285074239,8.659643233600692,0.0009423571342850033
8.912509381337495,-19.99766615481474,8.912509381337495,-2.959774747950918e-05,8.912509381337495,89.95386708075493,8.912509381337495,-58.15116195733054,8.912509381337495,58.15210431446927,8.912509381337495,0.8686549156350082,8.912509381337495,0.0009423571387300705
9.172759353897836,-20.53354864743797,9.172759353897836,-3.046201730968545e-05,9.172759353897836,89.92387400320919,9.172759353897836,-58.14919715641263,9.172759353897836,58.15013951355607,9.172759353897836,0.869347502384346,9.172759353897836,0.0009423571434354781
9.440608762859275,-21.08118424643936,9.440608762859275,-3.135152427454215e-05,9.440608762859275,89.89232802593607,9.440608762859275,-58.14733651883412,9.440608762859275,58.14827887598254,9.440608762859275,0.8700017997298316,9.440608762859275,0.0009423571484205102
9.716279515771106,-21.64062636871092,9.716279515771106,-3.226700531171614e-05,9.716279515771106,89.85916087028072,9.716279515771106,-58.14557465021131,9.716279515771106,58.14651700736501,9.716279515771106,0.8706199015309066,9.716279515771106,0.0009423571537044514
10.00000000000005,-22.21191176606334,10.00000000000005,-3.320921887781325e-05,10.00000000000005,89.82430251890274,10.00000000000005,-58.1439047738762,10.00000000000005,58.1448471310355,10.00000000000005,0.8712037874274116,10.00000000000005,0.0009423571592988724
10.29200527194433,-22.79505932874351,10.29200527194433,-3.417894557677078e-05,10.29200527194433,89.7876813043016,10.29200527194433,-58.14232243697641,10.29200527194433,58.14326479414164,10.29200527194433,0.8717553338308857,10.29200527194433,0.0009423571652211291
10.59253725177294,-23.39006888359363,10.59253725177294,-3.517698880657278e-05,10.59253725177294,89.74922401344757,10.59253725177294,-58.14082178053812,10.59253725177294,58.14176413770962,10.59253725177294,0.8722763139480278,10.59253725177294,0.0009423571715001484
10.90184492385133,-23.99691999578727,10.90184492385133,-3.620417542484893e-05,10.90184492385133,89.70885600930841,10.90184492385133,-58.13939877059824,10.90184492385133,58.1403411277764,10.90184492385133,0.8727684074282549,10.90184492385133,0.000942357178153286
11.22018454301969,-24.61557078409076,11.22018454301969,-3.726135643390767e-05,11.22018454301969,89.66650136997025,11.22018454301969,-58.13804782918753,11.22018454301969,58.13899018637273,11.22018454301969,0.8732332022363041,11.22018454301969,0.0009423571851940413
11.54781984689464,-25.24595676057215,11.54781984689464,-3.834940768577144e-05,11.54781984689464,89.62208304592768,11.54781984689464,-58.13676530993411,11.54781984689464,58.13770766712676,11.54781984689464,0.8736721999741461,11.54781984689464,0.0009423571926551977
11.88502227437024,-25.88798970661761,11.88502227437024,-3.946923060780589e-05,11.88502227437024,89.57552303597252,11.88502227437024,-58.13554637059556,11.88502227437024,58.13648872779612,11.88502227437024,0.874086822857129,11.88502227437024,0.0009423572005560397
12.23207119049937,-26.54155659799083,12.23207119049937,-4.062175294952902e-05,12.23207119049937,89.52674258194025,12.23207119049937,-58.13438727269865,12.23207119049937,58.13532962990757,12.23207119049937,0.8744784142951478,12.23207119049937,0.0009423572089274223
12.58925411794173,-27.20651859245218,12.58925411794173,-4.180792955123581e-05,12.58925411794173,89.47566238237728,12.58925411794173,-58.13328478821251,12.58925411794173,58.1342271454303,12.58925411794173,0.8748482445109983,12.58925411794173,0.0009423572177924874
12.95686697517026,-27.88271009411735,12.95686697517026,-4.302874313505966e-05,12.95686697517026,89.42220282497119,12.95686697517026,-58.13223404646067,12.95686697517026,58.13317640368785,12.95686697517026,0.8751975158213711,12.95686697517026,0.0009423572271820896
13.33521432163331,-28.56993790923226,13.33521432163331,-4.428520511913865e-05,13.33521432163331,89.36628423733883,13.33521432163331,-58.13123280765708,13.33521432163331,58.13217516489421,13.33521432163331,0.8755273645955017,13.33521432163331,0.0009423572371347977
13.72460961007569,-29.26798050837953,13.72460961007569,-4.557835645555509e-05,13.72460961007569,89.30782715550336,13.72460961007569,-58.13027715707366,13.72460961007569,58.13121951432134,13.72460961007569,0.8758388638885927,13.72460961007569,0.0009423572476737536
14.12537544622761,-29.97658741023507,14.12537544622761,-4.690926849273887e-05,14.12537544622761,89.24675260910416,14.12537544622761,-58.12936400324539,14.12537544622761,58.13030636050422,14.12537544622761,0.8761330301708836,14.12537544622761,0.0009423572588355972
14.53784385607669,-30.69547870186749,14.53784385607669,-4.827904386306067e-05,14.53784385607669,89.18298242208357,14.53784385607669,-58.1284908830218,14.53784385607669,58.12943324029246,14.53784385607669,0.8764108219539329,14.53784385607669,0.0009423572706588978
14.96235656094441,-31.4243447101686,14.96235656094441,-4.968881739633575e-05,14.96235656094441,89.11643952728267,14.96235656094441,-58.12765399246754,14.96235656094441,58.12859634975072,14.96235656094441,0.8766731475156735,14.96235656094441,0.000942357283182224
15.399265260595,-32.16284583831199,15.399265260595,-5.113975706001067e-05,15.399265260595,89.04704829306287,15.399265260595,-58.12685139357892,15.399265260595,58.12779375087537,15.399265260595,0.8769208631435897,15.399265260595,0.0009423572964480021
15.84893192461122,-32.91061258015645,15.84893192461122,-5.26330649267947e-05,15.84893192461122,88.97473485976133,15.84893192461122,-58.12608029143378,15.84893192461122,58.12702264874429,15.84893192461122,0.8771547802012714,15.84893192461122,0.0009423573105044427
16.31172909227847,-33.66724572415187,16.31172909227847,-5.416997817055562e-05,16.31172909227847,88.89942748347384,16.31172909227847,-58.12533735278443,16.31172909227847,58.12627971010983,16.31172909227847,0.8773756627894804,16.31172909227847,0.0009423573253920435
16.78804018122569,-34.43231675671162,16.78804018122569,-5.575177009129102e-05,16.78804018122569,88.82105688438432,16.78804018122569,-58.12462142610175,16.78804018122569,58.12556378344291,16.78804018122569,0.8775842361350094,16.78804018122569,0.0009423573411532302
17.27825980507873,-35.20536847302272,17.27825980507873,-5.737975117002659e-05,17.27825980507873,88.73955659658851,17.27825980507873,-58.12392932412712,17.27825980507873,58.12487168148498,17.27825980507873,0.8777811827194276,17.27825980507873,0.0009423573578593552
17.78279410038932,-35.98591580102345,17.78279410038932,-5.905527015452844e-05,17.78279410038932,88.65486331613684,17.78279410038932,-58.12325872994978,17.78279410038932,58.12420108732533,17.78279410038932,0.8779671486534756,17.78279410038932,0.0009423573755489879
18.30206106311066,-36.77344684174469,18.30206106311066,-6.077971517670727e-05,18.30206106311066,88.56691724383434,18.30206106311066,-58.12260780279828,18.30206106311066,58.12355016019256,18.30206106311066,0.878142744669999,18.30206106311066,0.0009423573942876945
18.83649089489811,-37.56742412643425,18.83649089489811,-6.25545149026564e-05,18.83649089489811,88.47566241919864,18.83649089489811,-58.12197442418083,18.83649089489811,58.12291678159497,18.83649089489811,0.8783085470515851,18.83649089489811,0.000942357414141043
19.38652635952218,-38.36728608794263,19.38652635952218,-6.438113971627374e-05,19.38652635952218,88.38104704190191,19.38652635952218,-58.12135640437131,19.38652635952218,58.12229876180648,19.38652635952218,0.8784651001589295,19.38652635952218,0.0009423574351688149
19.95262314968891,-39.17244874072119,19.95262314968891,-6.62611029374406e-05,19.95262314968891,88.28302377700039,19.95262314968891,-58.12075132719964,19.95262314968891,58.12169368465708,19.95262314968891,0.8786129189256351,19.95262314968891,0.0009423574574385059
20.53525026457158,-39.98230756065284,20.53525026457158,-6.819596207577833e-05,20.53525026457158,88.18155004031294,20.53525026457158,-58.1201571808359,20.53525026457158,58.12109953831693,20.53525026457158,0.8787524896064496,20.53525026457158,0.0009423574810311106
21.13489039836659,-40.79623955276177,21.13489039836659,-7.018732012100995e-05,21.13489039836659,88.07658826042997,21.13489039836659,-58.11957270760657,21.13489039836659,58.12051506511258,21.13489039836659,0.8788842709802469,21.13489039836659,0.0009423575060218385
21.75204034019535,-41.61360549175475,21.75204034019535,-7.223682687100289e-05,21.75204034019535,87.96810611402491,21.75204034019535,-58.11899563587563,21.75204034019535,58.11993799340813,21.75204034019535,0.879008696946203,21.75204034019535,0.000942357532491684
22.38721138568353,-42.43375231742868,22.38721138568353,-7.434618029859322e-05,22.38721138568353,87.85607673140603,22.38721138568353,-58.11842392557187,22.38721138568353,58.11936628313239,22.38721138568353,0.879126177425942,22.38721138568353,0.0009423575605274278
23.04092976055859,-43.25601566429317,23.04092976055859,-7.65171279583177e-05,23.04092976055859,87.74047886957756,23.04092976055859,-58.11785549211481,23.04092976055859,58.11879784970504,23.04092976055859,0.8792370986835886,23.04092976055859,0.0009423575902274198
23.7137370566167,-44.07972250234788,23.7137370566167,-7.875146843422863e-05,23.7137370566167,87.62129705046644,23.7137370566167,-58.11728909411288,23.7137370566167,58.11823145173457,23.7137370566167,0.8793418270826072,23.7137370566167,0.000942357621688083
24.40619068041995,-44.90419386395911,24.40619068041995,-8.105105282997785e-05,24.40619068041995,87.49852166241961,24.40619068041995,-58.11672218554074,24.40619068041995,58.11766454319576,24.40619068041995,0.879440707251286,24.40619068041995,0.0009423576550135532
25.11886431509596,-45.72874763019601,25.11886431509596,-8.341778630242373e-05,25.11886431509596,87.37214902356467,25.11886431509596,-58.11615351476874,25.11886431509596,58.11709587245905,25.11886431509596,0.8795340653851312,25.11886431509596,0.0009423576903137517
25.85234839562207,-46.55270134886567,25.85234839562207,-8.585362964000672e-05,25.85234839562207,87.24218140614728,25.85234839562207,-58.11558098916517,25.85234839562207,58.11652334689288,25.85234839562207,0.8796222090171,25.85234839562207,0.0009423577277043854
