RA X,RA Y,RB X,RB Y,RC X,RC Y,RD X,RD Y,RE X,RE Y,RF X,RF Y,R_active X,R_active Y
0.5880000000000002,109414136134.3662,0.5880000000000002,30140026818.58387,0.5880000000000002,138443984668.9012,0.5880000000000002,75263068143.25539,0.5880000000000002,135623847533.4428,0.5880000000000002,125661136363.5265,0.5880000000000002,145028332965.164
0.6000000000000002,114835713393.9003,0.6000000000000002,37887308118.041,0.6000000000000002,135147671997.3797,0.6000000000000002,66747426790.81587,0.6000000000000002,119004458583.7928,0.6000000000000002,126950442103.5471,0.6000000000000002,144373022558.5273
0.6120000000000002,127451602905.694,0.6120000000000002,44032490130.15868,0.6120000000000002,117969915651.9157,0.6120000000000002,55068880451.06554,0.6120000000000002,113881064991.3783,0.6120000000000002,125660118359.1282,0.6120000000000002,140022242937.2511
0.6240000000000002,135377598545.2748,0.6240000000000002,51199359407.25624,0.6240000000000002,105357088000.6612,0.6240000000000002,45466550992.74796,0.6240000000000002,102098198443.1254,0.6240000000000002,126584474392.2405,0.6240000000000002,137523077100.8999
0.6360000000000002,144593762348.8852,0.6360000000000002,59619554409.77022,0.6360000000000002,94001005152.21054,0.6360000000000002,37539250109.58324,0.6360000000000002,91365330784.25609,0.6360000000000002,129345701224.4913,0.6360000000000002,136470193520.493
0.6480000000000002,155118818324.1363,0.6480000000000002,69555016294.46573,0.6480000000000002,83749824102.18051,0.6480000000000002,31025346319.41368,0.6480000000000002,81570357109.05441,0.6480000000000002,133511744976.5327,0.6480000000000002,136430046296.7124
0.6600000000000003,166825288415.8867,0.6600000000000003,81133226057.83902,0.6600000000000003,74482604378.45439,0.6600000000000003,25715327194.01085,0.6600000000000003,72630825353.03999,0.6600000000000003,138635265189.8425,0.6600000000000003,136986447808.2053
0.6720000000000003,179421075973.9909,0.6720000000000003,94175075536.39104,0.6720000000000003,66102398418.18725,0.6720000000000003,21416574039.7108,0.6720000000000003,64484389843.30935,0.6720000000000003,144294054408.4677,0.6720000000000003,137771768981.4805
0.6840000000000003,192497557936.2295,0.6840000000000003,108286925992.8933,0.6840000000000003,58530012227.9399,0.6840000000000003,17949494546.49909,0.6840000000000003,57080923942.21715,0.6840000000000003,150128812016.27,0.6840000000000003,138493085754.4774
0.6960000000000003,205623560082.7345,0.6960000000000003,123111339774.9726,0.6960000000000003,51698766264.76297,0.6960000000000003,15153524952.69681,0.6960000000000003,50376661399.07874,0.6960000000000003,155863154545.5547,0.6960000000000003,138942500384.1844
0.7080000000000003,218428368908.2619,0.7080000000000003,138426694026.6688,0.7080000000000003,45550418687.53316,0.7080000000000003,12892053375.88709,0.7080000000000003,44330325409.36916,0.7080000000000003,161308678805.2717,0.7080000000000003,138993906290.0499
0.7200000000000003,230638852498.4657,0.7200000000000003,154116351510.3004,0.7200000000000003,40032239214.7264,0.7200000000000003,11052309326.76349,0.7200000000000003,38900935189.84938,0.7200000000000003,166355924560.4078,0.7200000000000003,138592681810.5836
0.7320000000000003,242077000774.7827,0.7320000000000003,170122614532.221,0.7320000000000003,35095092479.61385,0.7320000000000003,9541916302.458517,0.7320000000000003,34046867307.07071,0.7320000000000003,170896974402.8947,0.7320000000000003,137722004863.7508
0.7440000000000003,252639846473.12,0.7440000000000003,186418274419.8221,0.7440000000000003,30692322162.55075,0.7440000000000003,8286898952.035351,0.7440000000000003,29725753154.53661,0.7440000000000003,174842389731.8997,0.7440000000000003,136350625635.3267
0.7560000000000003,262277477212.0085,0.7560000000000003,202992025892.7647,0.7560000000000003,26779213729.46062,0.7560000000000003,7229144562.154925,0.7560000000000003,25894862094.79729,0.7560000000000003,178169015832.0744,0.7560000000000003,134496605452.012
0.7680000000000003,270975336338.3864,0.7680000000000003,219841231066.1811,0.7680000000000003,23312835956.8497,0.7680000000000003,6324667639.856322,0.7680000000000003,22511965249.71317,0.7680000000000003,180874570490.0616,0.7680000000000003,132202219678.5313
0.7800000000000004,278741653878.1047,0.7800000000000004,236968260810.1438,0.7800000000000004,20252101040.09967,0.7800000000000004,5541693808.14134,0.7800000000000004,19536710528.15739,0.7800000000000004,182970295090.0295,0.7800000000000004,129516568108.1565
0.7920000000000004,285599013515.5733,0.7920000000000004,254378578194.4191,0.7920000000000004,17557926290.68848,0.7920000000000004,4858002762.896683,0.7920000000000004,16928589659.05841,0.7920000000000004,184476599796.5877,0.7920000000000004,126491436508.815
0.8040000000000004,291578828436.7041,0.8040000000000004,272079695979.4985,0.8040000000000004,15193419278.74999,0.8040000000000004,4258009572.123661,0.8040000000000004,14648981840.35084,0.8040000000000004,185419956329.7487,0.8040000000000004,123178548571.3168
0.8160000000000004,296717748231.9507,0.8160000000000004,290080590191.0543,0.8160000000000004,13124039366.66409,0.8160000000000004,3730320580.921742,0.8160000000000004,12661780186.27859,0.8160000000000004,185830683962.8382,0.8160000000000004,119627809684.4302
0.8280000000000004,301055318749.9815,0.8280000000000004,308391361641.5942,0.8280000000000004,11317711389.75638,0.8280000000000004,3266065967.286902,0.8280000000000004,10933596530.3509,0.8280000000000004,185741369559.3693,0.8280000000000004,115886229774.8963
0.8400000000000004,304632450623.9798,0.8400000000000004,327023037737.2564,0.8400000000000004,9744882740.712645,0.8400000000000004,2857909655.173563,0.8400000000000004,9433856207.000578,0.8400000000000004,185185737610.0353,0.8400000000000004,111997310972.2796
0.8520000000000004,307490411813.325,0.8520000000000004,345987456738.0455,0.8520000000000004,8378524824.278583,0.8520000000000004,2499511364.906377,0.8520000000000004,8134801623.97842,0.8520000000000004,184197840815.1143,0.8520000000000004,108000750787.3772
0.8640000000000004,309670162719.8493,0.8640000000000004,365297202279.3858,0.8640000000000004,7194085312.327363,0.8640000000000004,2185248814.254949,0.8640000000000004,7011424558.056026,0.8640000000000004,182811480402.0547,0.8640000000000004,103932356930.2524
0.8760000000000004,311211917774.5898,0.8760000000000004,384965569638.6622,0.8760000000000004,6169400174.019197,0.8760000000000004,1910076059.177574,0.8760000000000004,6041345939.914526,0.8760000000000004,181059792390.1945,0.8760000000000004,99824101675.28012
0.8880000000000005,312154858541.3828,0.8880000000000005,405006552773.942,0.8880000000000005,5284575118.798433,0.8880000000000005,1669447950.562115,0.8880000000000005,5204659574.076608,0.8880000000000005,178974954879.5994,0.8880000000000005,95704265797.64905
0.9,312536949392.9034,0.9,425434845456.6888,0.9,4521845629.496778,0.9,1459274245.732587,0.9,4483753484.964139,0.9,176587984721.2575,0.9,91597637473.63638
