spectrum_SAR_implementation.Vout X,spectrum_SAR_implementation.Vout Y
0,-61.63775941632596
9.765648841916118,-61.54604320955408
19.53129768383224,-65.84211142601364
29.29694652574835,-73.90478668847165
39.06259536766447,-69.11206296546274
48.82824420958059,-74.45388986663286
58.59389305149671,-85.29470288692103
68.35954189341282,-74.42535469811239
78.12519073532894,-69.88369748969612
87.89083957724506,-72.47767447536567
97.65648841916118,-78.53187231018779
107.4221372610773,-97.42714842064446
117.1877861029934,-91.46867937199968
126.9534349449095,-81.09370173766169
136.7190837868256,-82.15797824842278
146.4847326287418,-90.21744402703222
156.2503814706579,-79.36772441634949
166.016030312574,-81.35282667057085
175.7816791544901,-77.3769201965855
185.5473279964062,-79.34848843381788
195.3129768383224,-82.35854581824633
205.0786256802385,-29.15994782751653
214.8442745221546,-12.61696300444164
224.6099233640707,-7.735666353372757
234.3755722059868,-11.8701230920374
244.1412210479029,-27.18746773441819
253.9068698898191,-81.82464058265346
263.6725187317352,-77.72204651371172
273.4381675736513,-79.82320335880901
283.2038164155674,-92.47714259532421
292.9694652574835,-86.53594702051264
302.7351140993997,-80.39196665431857
312.5007629413158,-84.49422225927513
322.2664117832319,-80.35124098265973
332.032060625148,-82.22680606659824
341.7977094670641,-87.81832418820046
351.5633583089802,-102.5367962915649
361.3290071508964,-79.67704190375693
371.0946559928125,-78.78325532527147
380.8603048347286,-79.81516028453532
390.6259536766447,-83.46531760189563
400.3916025185608,-93.82442135411422
410.1572513604769,-87.87339227093673
419.9229002023931,-78.97012439974807
429.6885490443092,-77.27485519226092
439.4541978862253,-79.0743430816334
449.2198467281414,-83.12391290711929
458.9854955700575,-85.16199322374766
468.7511444119737,-84.46329858644866
478.5167932538898,-85.27722754596266
488.2824420958059,-82.44952176619668
498.048090937722,-82.08616239908278
507.8137397796381,-88.77881858102234
517.5793886215542,-86.19138848722976
527.3450374634704,-81.80891893403344
537.1106863053865,-80.91621092830556
546.8763351473026,-91.79813523617074
556.6419839892187,-83.87239901084612
566.4076328311348,-82.76628853629497
576.173281673051,-83.95177325159557
585.9389305149671,-86.03827375298621
595.7045793568832,-89.08676119981612
605.4702281987993,-90.47373148641937
615.2358770407154,-95.19938895768477
625.0015258826315,-88.10884753221528
634.7671747245477,-104.4131530441739
644.5328235664638,-85.36900539960037
654.2984724083799,-85.72756599053227
664.064121250296,-87.03754524828219
673.8297700922121,-82.50438702861001
683.5954189341282,-83.34669661980534
693.3610677760444,-91.25890361620561
703.1267166179605,-93.72121875240211
712.8923654598766,-100.7381839673202
722.6580143017927,-87.96732567242593
732.4236631437088,-86.29230660513103
742.189311985625,-83.24025567874864
751.9549608275411,-83.87411917632214
761.7206096694572,-87.52027826000834
771.4862585113733,-87.10559893251649
781.2519073532894,-87.8599164596034
791.0175561952055,-92.16948429499271
800.7832050371217,-103.5636281185854
810.5488538790378,-91.55223746379832
820.3145027209539,-84.0728421353964
830.08015156287,-83.93035089298576
839.8458004047861,-85.31041509460552
849.6114492467023,-90.15638527455279
859.3770980886184,-94.51232970434192
869.1427469305345,-96.61834104878574
878.9083957724506,-105.1317852911125
888.6740446143667,-90.68919762683865
898.4396934562828,-87.65086235830896
908.205342298199,-89.81174779707445
917.9709911401151,-85.57548183267174
927.7366399820312,-84.16573767207682
937.5022888239473,-88.71328459588884
947.2679376658634,-88.30612748931952
957.0335865077795,-87.83642341465651
966.7992353496957,-98.11493086959541
976.5648841916118,-93.69400633842321
986.3305330335279,-88.00577057703393
996.096181875444,-87.40971299275662
1005.86183071736,-91.71635175374037
1015.627479559276,-100.6967737125413
1025.393128401192,-94.46398648888595
1035.158777243108,-89.67870268771223
1044.924426085025,-94.56593165750999
1054.690074926941,-96.0931083866251
1064.455723768857,-90.74562519995521
1074.221372610773,-93.5890944611788
1083.987021452689,-94.65177473234904
1093.752670294605,-99.1406137511492
1103.518319136521,-90.20545086273593
1113.283967978437,-105.5078613733379
1123.049616820354,-87.64954795033358
1132.81526566227,-86.73448825885474
1142.580914504186,-88.21058085401818
1152.346563346102,-91.147848619892
1162.112212188018,-92.2597940021459
1171.877861029934,-100.3909185693493
1181.64350987185,-91.87039249587673
1191.409158713766,-91.68360967885425
1201.174807555682,-96.35615472181604
1210.940456397599,-91.83294979666157
1220.706105239515,-88.83363774034316
1230.471754081431,-89.74100102598989
1240.237402923347,-91.40852288032644
1250.003051765263,-95.67644384105009
1259.768700607179,-93.5748121135735
1269.534349449095,-91.35120810102579
1279.299998291011,-93.82962118161294
1289.065647132928,-88.91716360437285
1298.831295974844,-87.8037390131939
1308.59694481676,-90.36349857866226
1318.362593658676,-90.91474905733575
1328.128242500592,-96.01267866921418
1337.893891342508,-116.8294563828055
1347.659540184424,-100.5208994297543
1357.42518902634,-92.29872230163349
1367.190837868256,-92.71304564428817
1376.956486710173,-96.53942587636826
1386.722135552089,-94.46333414255014
1396.487784394005,-104.7447049008005
1406.253433235921,-106.3520472248425
1416.019082077837,-97.32498243886579
1425.784730919753,-101.594656077752
1435.550379761669,-92.87055814775178
1445.316028603585,-90.41535741607142
1455.081677445502,-95.01986084531441
1464.847326287418,-91.02085381431098
1474.612975129334,-98.95828032546066
1484.37862397125,-93.62148984380349
1494.144272813166,-89.7382615279077
1503.909921655082,-91.61941170357943
1513.675570496998,-100.8804695642143
1523.441219338914,-91.5351046243761
1533.20686818083,-95.13091859906602
1542.972517022747,-92.75462312905827
1552.738165864663,-88.37976185065907
1562.503814706579,-86.75103693973085
1572.269463548495,-87.18633939867964
1582.035112390411,-97.28393534627459
1591.800761232327,-101.3726572388286
1601.566410074243,-95.36763285822258
1611.332058916159,-91.23921959922171
1621.097707758076,-92.05832801172906
1630.863356599992,-91.16673736411313
1640.629005441908,-87.69578753872108
1650.394654283824,-86.61914908828022
1660.16030312574,-88.26619597089342
1669.925951967656,-89.54836173588696
1679.691600809572,-96.06754033334887
1689.457249651488,-100.0323680017217
1699.222898493405,-96.88179625309709
1708.988547335321,-93.60815878656842
1718.754196177237,-90.29529989627744
1728.519845019153,-99.24868418465007
1738.285493861069,-96.38460713959192
1748.051142702985,-96.39925777694108
1757.816791544901,-99.0574004079061
1767.582440386817,-95.83749887876216
1777.348089228733,-101.9396777836503
1787.11373807065,-96.52567305806032
1796.879386912566,-98.61480016091423
1806.645035754482,-99.59276620520018
1816.410684596398,-94.73106759042402
1826.176333438314,-97.91689470638468
1835.94198228023,-106.6130252339686
1845.707631122146,-97.87417405536296
1855.473279964062,-96.53450104086104
1865.238928805979,-97.67811719455472
1875.004577647895,-97.17822587154286
1884.770226489811,-100.916170322009
1894.535875331727,-95.20192075601739
1904.301524173643,-93.6823669640325
1914.067173015559,-97.32276144803168
1923.832821857475,-94.56145250843322
1933.598470699391,-93.87543828123326
1943.364119541307,-93.30200102976929
1953.129768383224,-96.95101000734242
1962.89541722514,-101.1664626071336
1972.661066067056,-94.83967007585153
1982.426714908972,-98.49673173878337
1992.192363750888,-97.48417928615308
2001.958012592804,-98.86155159873434
2011.72366143472,-94.42180900709528
2021.489310276636,-100.0822039046555
2031.254959118553,-98.52452083622998
2041.020607960469,-89.67768927107507
2050.786256802385,-84.92060047659058
2060.551905644301,-89.89567443994974
2070.317554486217,-102.2192724076074
2080.083203328133,-104.2164099419337
2089.848852170049,-97.67463041791295
2099.614501011965,-97.73800718857623
2109.380149853881,-97.82694271629792
2119.145798695798,-95.97328594475684
2128.911447537714,-98.90758316961055
2138.67709637963,-91.55574620781174
2148.442745221546,-89.69011194109775
2158.208394063462,-94.77466483725264
2167.974042905378,-99.18368715733314
