out SR+ Plot X,out SR+ Plot Y,in SR+ Plot X,in SR+ Plot Y,pulse_out X,pulse_out Y,pulse_in X,pulse_in Y
1.002973926823176e-05,0.006967736280604991,1.002973926823176e-05,1.2,1.002973926823176e-05,0.3891574388918584,1.002973926823176e-05,0.5929739268231764
1.003306835749927e-05,0.004084568775444485,1.003306835749927e-05,1.2,1.003306835749927e-05,0.3891026149811883,1.003306835749927e-05,0.5933068357499265
1.003681796728004e-05,0.00231906327126634,1.003681796728004e-05,1.2,1.003681796728004e-05,0.3890447575240624,1.003681796728004e-05,0.5936817967280037
1.004119979461572e-05,0.001482745856064021,1.004119979461572e-05,1.2,1.004119979461572e-05,0.3889875279941991,1.004119979461572e-05,0.5941199794615715
1.004663018581904e-05,0.0012031679822686,1.004663018581904e-05,1.2,1.004663018581904e-05,0.3889404456969129,1.004663018581904e-05,0.5946630185819041
1.005253475445347e-05,0.001423964713269913,1.005253475445347e-05,1.2,1.005253475445347e-05,0.3889296591805829,1.005253475445347e-05,0.5952534754453473
1.006013666300986e-05,0.002019039832140356,1.006013666300986e-05,1.2,1.006013666300986e-05,0.3889933983361418,1.006013666300986e-05,0.5960136663009857
1.006888424300327e-05,0.002841458186159152,1.006888424300327e-05,1.2,1.006888424300327e-05,0.389194400763598,1.006888424300327e-05,0.5968884243003266
1.007856416949656e-05,0.003845621775121001,1.007856416949656e-05,1.2,1.007856416949656e-05,0.3895939484783082,1.007856416949656e-05,0.5978564169496557
1.008953525551108e-05,0.004913556918867508,1.008953525551108e-05,1.2,1.008953525551108e-05,0.390296633732427,1.008953525551108e-05,0.5989535255511078
1.010204288255703e-05,0.006192309496183124,1.010204288255703e-05,1.2,1.010204288255703e-05,0.3914444464774011,1.010204288255703e-05,0.6002042882557026
1.011630063252707e-05,0.007788179253467602,1.011630063252707e-05,1.2,1.011630063252707e-05,0.3932258112976937,1.011630063252707e-05,0.6016300632527068
1.013231200059652e-05,0.009921831290385198,1.013231200059652e-05,1.2,1.013231200059652e-05,0.3958496083213988,1.013231200059652e-05,0.6032312000596519
1.015012166054466e-05,0.01304342720731813,1.015012166054466e-05,1.2,1.015012166054466e-05,0.3995661903682504,1.015012166054466e-05,0.6050121660544658
1.016980325423294e-05,0.01830251396279491,1.016980325423294e-05,1.2,1.016980325423294e-05,0.4046778666992098,1.016980325423294e-05,0.6069803254232937
1.018490162711647e-05,0.02443361529084297,1.018490162711647e-05,1.2,1.018490162711647e-05,0.4093275127819006,1.018490162711647e-05,0.6084901627116468
1.02e-05,0.0327360470367001,1.02e-05,1.2,1.02e-05,0.4146198633273409,1.02e-05,0.61
1.021163876594522e-05,0.04042756236765854,1.021163876594522e-05,1.2,1.021163876594522e-05,0.4193769589817111,1.021163876594522e-05,0.61
1.022438521677794e-05,0.0489013521217046,1.022438521677794e-05,1.2,1.022438521677794e-05,0.4249423712112907,1.022438521677794e-05,0.61
1.023767455455698e-05,0.05761159149946742,1.023767455455698e-05,1.2,1.023767455455698e-05,0.4312267439189186,1.023767455455698e-05,0.61
1.025507608248356e-05,0.0692478417619757,1.025507608248356e-05,1.2,1.025507608248356e-05,0.4401274594578353,1.025507608248356e-05,0.61
1.026988733329971e-05,0.08025261487743562,1.026988733329971e-05,1.2,1.026988733329971e-05,0.4481963077854128,1.026988733329971e-05,0.61
