input noise; V**2 / Hz X,input noise; V**2 / Hz Y
1,1.25784394204661e-12
1.0471285480509,1.203428627393691e-12
1.096478196143185,1.151405109746115e-12
1.148153621496883,1.101665558463627e-12
1.202264434617413,1.054107326645505e-12
1.258925411794168,1.00863266303844e-12
1.318256738556407,9.651484444348297e-13
1.380384264602885,9.235659265679279e-13
1.445439770745928,8.838005120046396e-13
1.513561248436209,8.45771533305168e-13
1.584893192461114,8.094020502417862e-13
1.659586907437562,7.746186599322928e-13
1.737800828749376,7.413513186720542e-13
1.819700858609985,7.095331745945176e-13
1.905460717963249,6.791004103602095e-13
1.995262314968881,6.499920949225518e-13
2.089296130854041,6.221500439236627e-13
2.187761623949555,5.955186878131356e-13
2.290867652767775,5.700449473768247e-13
2.398832919019493,5.456781160175497e-13
2.511886431509583,5.223697483163977e-13
2.630267991895385,5.00073554532518e-13
2.75422870333817,4.787453005933208e-13
2.884031503126609,4.583427132244729e-13
3.01995172040202,4.388253899135733e-13
3.162277660168384,4.201547133705613e-13
3.311311214825916,4.022937702946058e-13
3.467368504525322,3.852072740548553e-13
3.630780547701019,3.688614912153893e-13
3.801893963205618,3.5322417152609e-13
3.981071705534979,3.382644813199491e-13
4.168693834703362,3.239529400167207e-13
4.365158322401668,3.102613596632465e-13
4.57088189614876,2.971627872485557e-13
4.786300923226394,2.846314497373497e-13
5.011872336272734,2.726427016208631e-13
5.248074602497739,2.611729748763957e-13
5.495408738576259,2.501997312365025e-13
5.754399373371584,2.397014166195309e-13
6.025595860743593,2.296574176289739e-13
6.309573444801949,2.200480200411391e-13
6.606934480075978,2.108543691475496e-13
6.918309709189384,2.020584319138758e-13
7.244359600749922,1.936429608178576e-13
7.585775750291861,1.855914593205679e-13
7.94328234724284,1.778881488976266e-13
8.317637711026737,1.705179375291271e-13
8.709635899560835,1.634663896093436e-13
9.120108393559129,1.567196971951567e-13
9.549925860214392,1.502646525358446e-13
10.00000000000004,1.440886218228047e-13
10.47128548050903,1.381795201081779e-13
10.96478196143189,1.325257873285216e-13
11.48153621496887,1.27116365397228e-13
12.02264434617418,1.219406763020798e-13
12.58925411794172,1.169886011748582e-13
13.18256738556412,1.122504602759584e-13
13.8038426460289,1.077169938684027e-13
14.45439770745934,1.033793439231423e-13
15.13561248436215,9.922903663584154e-14
15.8489319246112,9.52579657044501e-14
16.59586907437568,9.145837634036726e-14
17.37800828749383,8.782284998631034e-14
18.19700858609992,8.434428968791245e-14
19.05460717963256,8.101590611938128e-14
