v /VOUT; pac dB20(V) (harmonic=-7) X,v /VOUT; pac dB20(V) (harmonic=-7) Y,v /VOUT; pac dB20(V) (harmonic=-6) X,v /VOUT; pac dB20(V) (harmonic=-6) Y,v /VOUT; pac dB20(V) (harmonic=-5) X,v /VOUT; pac dB20(V) (harmonic=-5) Y,v /VOUT; pac dB20(V) (harmonic=-4) X,v /VOUT; pac dB20(V) (harmonic=-4) Y,v /VOUT; pac dB20(V) (harmonic=-3) X,v /VOUT; pac dB20(V) (harmonic=-3) Y,v /VOUT; pac dB20(V) (harmonic=-2) X,v /VOUT; pac dB20(V) (harmonic=-2) Y,v /VOUT; pac dB20(V) (harmonic=-1) X,v /VOUT; pac dB20(V) (harmonic=-1) Y,v /VOUT; pac dB20(V) (harmonic=0) X,v /VOUT; pac dB20(V) (harmonic=0) Y,v /VOUT; pac dB20(V) (harmonic=1) X,v /VOUT; pac dB20(V) (harmonic=1) Y,v /VOUT; pac dB20(V) (harmonic=2) X,v /VOUT; pac dB20(V) (harmonic=2) Y,v /VOUT; pac dB20(V) (harmonic=3) X,v /VOUT; pac dB20(V) (harmonic=3) Y,v /VOUT; pac dB20(V) (harmonic=4) X,v /VOUT; pac dB20(V) (harmonic=4) Y,v /VOUT; pac dB20(V) (harmonic=5) X,v /VOUT; pac dB20(V) (harmonic=5) Y,v /VOUT; pac dB20(V) (harmonic=6) X,v /VOUT; pac dB20(V) (harmonic=6) Y,v /VOUT; pac dB20(V) (harmonic=7) X,v /VOUT; pac dB20(V) (harmonic=7) Y,OUT (harmonic=-7) X,OUT (harmonic=-7) Y,OUT (harmonic=-6) X,OUT (harmonic=-6) Y,OUT (harmonic=-5) X,OUT (harmonic=-5) Y,OUT (harmonic=-4) X,OUT (harmonic=-4) Y,OUT (harmonic=-3) X,OUT (harmonic=-3) Y,OUT (harmonic=-2) X,OUT (harmonic=-2) Y,OUT (harmonic=-1) X,OUT (harmonic=-1) Y,OUT (harmonic=0) X,OUT (harmonic=0) Y,OUT (harmonic=1) X,OUT (harmonic=1) Y,OUT (harmonic=2) X,OUT (harmonic=2) Y,OUT (harmonic=3) X,OUT (harmonic=3) Y,OUT (harmonic=4) X,OUT (harmonic=4) Y,OUT (harmonic=5) X,OUT (harmonic=5) Y,OUT (harmonic=6) X,OUT (harmonic=6) Y,OUT (harmonic=7) X,OUT (harmonic=7) Y
699841.5106807537,-79.14534103786269,599841.5106807537,-86.86247119051755,499841.5106807539,-67.67149121003344,399841.5106807539,-66.15699102253599,299841.5106807539,-54.81326269355258,199841.5106807539,-50.64395295937216,99841.51068075387,-37.65912742017971,158.4893192461116,5.570050987761089,100158.4893192461,-36.43367844560929,200158.4893192461,-50.40024474293945,300158.489319246,-53.93563527075585,400158.489319246,-64.05845370456345,500158.489319246,-64.9212582045614,600158.489319246,-70.63704544699763,700158.489319246,-70.55268684585972,699841.5106807537,-57.36297946248393,599841.5106807537,-60.92228667730485,499841.5106807539,-47.64966033309356,399841.5106807539,-46.09488370357758,299841.5106807539,-34.06376323659438,199841.5106807539,-29.84250472952588,99841.51068075387,-16.76648829811962,158.4893192461116,26.48443453315357,100158.4893192461,-15.52481948545762,200158.4893192461,-29.53529133452916,300158.489319246,-33.07692396770858,400158.489319246,-43.29771437283832,500158.489319246,-44.16008887673469,600158.489319246,-49.02470779615034,700158.489319246,-49.28946403780329
699800.4737685029,-81.16509630574629,599800.4737685029,-96.54705769955576,499800.4737685031,-67.75403754163052,399800.4737685031,-65.8377926971299,299800.4737685031,-54.77996573905075,199800.4737685031,-50.43921203350308,99800.4737685031,-37.73272769426103,199.5262314968883,5.596941185328066,100199.5262314969,-36.21027665179562,200199.5262314969,-50.14679374826901,300199.5262314968,-53.70199638651692,400199.5262314968,-63.44624067949157,500199.5262314968,-64.43993246021626,600199.5262314968,-69.68317771888262,700199.5262314968,-69.82079145747049,699800.4737685029,-59.08047433002022,599800.4737685029,-63.15809909102654,499800.4737685031,-47.8215296213742,399800.4737685031,-45.76636675227276,299800.4737685031,-34.0399410127278,199800.4737685031,-29.63841582486819,99800.4737685031,-16.84211207946609,199.5262314968883,26.51152343875659,100199.5262314969,-15.29999186208522,200199.5262314969,-29.27156455961634,300199.5262314968,-32.83064993751233,400199.5262314968,-42.6179823002832,500199.5262314968,-43.62435568317704,600199.5262314968,-48.1294271708995,700199.5262314968,-48.57672837369103
699748.8113568489,-84.59557430395846,599748.8113568489,-91.55552417886082,499748.811356849,-67.73005952371972,399748.811356849,-65.28109554208156,299748.811356849,-54.6905778074311,199748.811356849,-50.12290002073606,99748.81135684902,-37.79476040469716,251.1886431509584,5.635769033587708,100251.1886431509,-35.91770285203969,200251.1886431509,-49.78034231005591,300251.1886431509,-53.38406779401193,400251.1886431509,-62.66537192268843,500251.1886431509,-63.83110757438759,600251.1886431508,-68.5953483561122,700251.1886431508,-68.96083083267955,699748.8113568489,-61.69463143986463,599748.8113568489,-63.59667270979961,499748.811356849,-47.87863028353917,399748.811356849,-45.15729305943204,299748.811356849,-33.96024333711838,199748.811356849,-29.32074724947599,99748.81135684902,-16.90666860462848,251.1886431509584,26.55047591232798,100251.1886431509,-15.00573765232349,200251.1886431509,-28.89273847358649,300251.1886431509,-32.49768284604736,400251.1886431509,-41.77007124105852,500251.1886431509,-42.958299217305,600251.1886431508,-47.09825514956833,700251.1886431508,-47.73604011797323
699683.772233983,-92.21081719827953,599683.772233983,-82.40666275450531,499683.7722339831,-67.50538576211619,399683.7722339831,-64.42365738982588,299683.7722339831,-54.51059405994967,199683.7722339831,-49.65348959274881,99683.77223398315,-37.82619336667683,316.2277660168385,5.687511729471854,100316.2277660168,-35.53929455269057,200316.2277660168,-49.26526434114145,300316.2277660168,-52.95783324841211,400316.2277660168,-61.69724394776124,500316.2277660168,-63.07420300475988,600316.2277660167,-67.37092511923436,700316.2277660167,-67.96325462091814,699683.772233983,-65.51432209352623,599683.772233983,-60.19132940689727,499683.7722339831,-47.69335798119379,399683.7722339831,-44.19961053700327,299683.7722339831,-33.78841079270127,199683.7722339831,-28.84677522857386,99683.77223398315,-16.94109597619114,316.2277660168385,26.60229600680935,100316.2277660168,-14.62543216423738,200316.2277660168,-28.36361441476241,300316.2277660168,-32.05426608761392,400316.2277660168,-40.74045118813372,500316.2277660168,-42.14441946016272,600316.2277660167,-45.9270289420551,700316.2277660167,-46.75735713483061
699601.8928294464,-91.16650409685086,599601.8928294464,-77.17411359026768,499601.8928294465,-66.97134581220121,399601.8928294465,-63.2467230127158,299601.8928294465,-54.20000048519412,199601.8928294465,-48.99510397957065,99601.89282944649,-37.80065739680592,398.107170553498,5.744003617793641,100398.1071705535,-35.06492000356111,200398.1071705535,-48.57369227820502,300398.1071705534,-52.40497896976166,400398.1071705534,-60.54241592511759,500398.1071705534,-62.16054972770905,600398.1071705534,-66.01877385134982,700398.1071705534,-66.82942848034773,699601.8928294464,-65.68399817849441,599601.8928294464,-55.96465684771491,499601.8928294465,-47.11501035415102,399601.8928294465,-42.88783940222962,299601.8928294465,-33.48153970950595,199601.8928294465,-28.17959346298134,99601.89282944649,-16.91880653570659,398.107170553498,26.65883478902864,100398.1071705535,-14.14902627882923,200398.1071705535,-27.65732091635603,300398.1071705534,-31.48280296379238,400398.1071705534,-39.53413818601946,500398.1071705534,-41.17758903997898,600398.1071705534,-44.62338074781184,700398.1071705534,-45.64150117273635
699498.8127663726,-81.62715198496264,599498.8127663726,-73.29531837294329,499498.8127663727,-66.07033205230923,399498.8127663727,-61.81132853778972,299498.8127663727,-53.73646486869637,199498.8127663727,-48.14807280094645,99498.81276637271,-37.69695375052211,501.1872336272732,5.767114303473312,100501.1872336273,-34.51280860161268,200501.1872336272,-47.7139087235166,300501.1872336272,-51.73647772139068,400501.1872336272,-59.24317626623237,500501.1872336272,-61.11681046716082,600501.1872336272,-64.57957262681732,700501.1872336272,-65.59247526052749,699498.8127663726,-59.90489337296913,599498.8127663726,-52.27468034665669,499498.8127663727,-46.06926013617611,399498.8127663727,-41.30847037076484,299498.8127663727,-33.01361688755718,199498.8127663727,-27.31924746386039,99498.81276637271,-16.81801322713554,501.1872336272732,26.68197196497223,100501.1872336273,-13.59488828977563,200501.1872336272,-26.78363748316787,300501.1872336272,-30.79551364516862,400501.1872336272,-38.19603946377218,500501.1872336272,-40.08774630976305,600501.1872336272,-43.22712735713048,700501.1872336272,-44.42102918342664
699369.0426555197,-76.42264469038969,599369.0426555197,-70.23048896169473,499369.0426555197,-64.90674789050647,399369.0426555197,-60.2989238465407,299369.0426555197,-53.17924056135698,199369.0426555198,-47.21294183825332,99369.04265551979,-37.54679675413865,630.9573444801945,5.636607022566198,100630.9573444802,-33.98365440466207,200630.9573444802,-46.79101814857741,300630.9573444801,-51.04926648277693,400630.9573444801,-57.9341995616352,500630.9573444801,-60.05888507967865,600630.9573444801,-63.17716917070796,700630.9573444801,-64.36906428663308,699369.0426555197,-55.16753736942734,599369.0426555197,-49.22850749200336,499369.0426555197,-44.69615578387381,399369.0426555197,-39.66546946607248,299369.0426555197,-32.44091722078039,199369.0426555198,-26.36716458520519,99369.04265551979,-16.66932911256993,630.9573444801945,26.55147653545811,100630.9573444802,-13.06390713485857,200630.9573444802,-25.84927300405584,300630.9573444801,-30.09098416229346,400630.9573444801,-36.86111689284149,500630.9573444801,-38.99300400564046,600630.9573444801,-41.86161181285617,700630.9573444801,-43.21202390723009
699205.6717652756,-73.08659060226942,599205.6717652756,-68.00463954520826,499205.6717652756,-63.8488413786923,399205.6717652756,-59.07415200717529,299205.6717652756,-52.77922641749527,199205.6717652757,-46.4869363941727,99205.67176527571,-37.5361983551753,794.3282347242831,5.060886135152719,100794.3282347243,-33.75264382682153,200794.3282347243,-46.10117349813024,300794.3282347242,-50.62067709638464,400794.3282347242,-56.92784204546234,500794.3282347242,-59.28129676296485,600794.3282347241,-62.10687856249483,700794.3282347241,-63.44795451505213,699205.6717652756,-51.91526876519603,599205.6717652756,-46.97988464397148,499205.6717652756,-43.4241311283262,399205.6717652756,-38.3342814447177,299205.6717652756,-32.01427436169563,199205.6717652757,-25.62241595944199,99205.67176527571,-16.65738557285061,794.3282347242831,25.97575542195,100794.3282347243,-12.83150029800876,200794.3282347243,-25.15153980966712,300794.3282347242,-29.64822108895316,400794.3282347242,-35.84008240931995,500794.3282347242,-38.18851979266282,600794.3282347241,-40.82190357918891,700794.3282347241,-42.30260345009028
698999.9999999999,-71.34781136600786,598999.9999999999,-66.93943029754881,498999.9999999999,-63.47215332064297,398999.9999999999,-58.65651761944213,298999.9999999999,-52.9900997886874,199000,-46.45389780608552,98999.99999999999,-38.03692442626638,1000.000000000002,3.584342802964585,101000,-34.26501689249227,201000,-46.1223687699818,300999.9999999999,-50.90471184309357,400999.9999999999,-56.70218904300248,500999.9999999999,-59.24819832242426,600999.9999999999,-61.82712469187962,700999.9999999999,-63.28168384785585,698999.9999999999,-50.17813699527216,598999.9999999999,-45.88099522327676,498999.9999999999,-42.86755839717669,398999.9999999999,-37.83509403030211,298999.9999999999,-32.1910788920114,199000,-25.57087364224246,98999.99999999999,-17.15318281868771,1000.000000000002,24.49919978281379,101000,-13.34313690056617,201000,-25.16881140701194,300999.9999999999,-29.92244278909369,400999.9999999999,-35.60834147692773,500999.9999999999,-38.13747619895888,600999.9999999999,-40.56629502410173,700999.9999999999,-42.14454642351572
698741.0745882057,-71.14969421691374,598741.0745882057,-67.19861647988017,498741.0745882058,-64.12607820119827,398741.0745882058,-59.33445641601843,298741.0745882058,-54.09113696000007,198741.0745882058,-47.39538649602677,98741.07458820581,-39.2744557518898,1258.92541179417,0.9654923629378405,101258.9254117942,-35.75984934571452,201258.9254117941,-47.12876660101861,301258.9254117941,-52.1540147331894,401258.9254117941,-57.51923924867295,501258.9254117941,-60.21240776570452,601258.9254117941,-62.58035507042896,701258.9254117941,-64.10742686098753,698741.0745882057,-49.95108886090752,598741.0745882057,-46.10220648526958,498741.0745882058,-43.38400809232451,398741.0745882058,-38.45211846957211,298741.0745882058,-33.25621224296024,198741.0745882058,-26.49556985817806,98741.07458820581,-18.38291271350911,1258.92541179417,21.8803224121299,101258.9254117942,-14.83807796403653,201258.9254117941,-26.17494321669347,301258.9254117941,-31.16673488756488,401258.9254117941,-36.4250315344382,501258.9254117941,-39.09050967806436,601258.9254117941,-41.33706145691059,701258.9254117941,-42.97408816711737
698415.1068075388,-72.04045009454953,598415.1068075388,-68.44122291925763,498415.1068075388,-65.59512739081934,398415.1068075388,-60.85018246423414,298415.1068075388,-55.85337411222012,198415.1068075389,-49.0624836986585,98415.10680753888,-41.01927891013501,1584.893192461117,-2.506730303460841,101584.8931924611,-37.95373259316373,201584.8931924611,-48.86560734366753,301584.8931924611,-54.10006240101901,401584.8931924611,-59.10646377645713,501584.8931924611,-61.8960611500735,601584.893192461,-64.07599216888349,701584.893192461,-65.62997386339065,698415.1068075388,-50.79187460848696,598415.1068075388,-47.3016224775681,498415.1068075388,-44.7498644967999,398415.1068075388,-39.92219701159797,298415.1068075388,-34.98532190746558,198415.1068075389,-28.14826162671556,98415.10680753888,-20.11882917006344,1584.893192461117,18.40805266130171,101584.8931924611,-17.03303278766878,201584.8931924611,-27.91454931073171,301584.8931924611,-33.11227308334087,401584.8931924611,-38.01509657569148,501584.8931924611,-40.76691286208266,601584.893192461,-42.84328880174503,701584.893192461,-44.49489581135655
698004.737685031,-73.45079341610895,598004.737685031,-70.17206933585871,498004.7376850311,-67.46789145306467,398004.7376850311,-62.77056325110729,298004.7376850311,-57.88484470588187,198004.7376850311,-51.03469151014714,98004.7376850311,-42.91329157111881,1995.262314968884,-6.379773751439208,101995.2623149689,-40.40545496657263,201995.2623149689,-50.90964316888871,301995.2623149688,-56.31465496372443,401995.2623149688,-61.02278588110339,501995.2623149688,-63.85491727406916,601995.2623149687,-65.85684584566158,701995.2623149687,-67.38850154494477,698004.737685031,-52.13056273271411,598004.737685031,-48.97971077495794,498004.7376850311,-46.54126009926773,398004.7376850311,-41.80727568251869,298004.7376850311,-36.9887221830844,198004.7376850311,-30.1085301223226,98004.7376850311,-22.00438910483856,1995.262314968884,14.53493251307806,101995.2623149689,-19.48684709546287,201995.2623149689,-29.96379324572897,301995.2623149688,-35.33011726369501,401995.2623149688,-39.93543025123604,501995.2623149688,-42.71940235805428,601995.2623149687,-44.62723822604695,701995.2623149687,-46.24496573300176
697488.1135684903,-74.99734160194782,597488.1135684903,-72.07049839345996,497488.1135684904,-69.48615904177727,397488.1135684904,-64.83162552092784,297488.1135684904,-59.95812773233575,197488.1135684904,-53.05754521930265,97488.1135684904,-44.76454257186263,2511.886431509586,-10.37832252575582,102511.8864315096,-42.85344050913927,202511.8864315096,-53.00702407993156,302511.8864315095,-58.54591959602737,402511.8864315095,-62.99941509575603,502511.8864315095,-65.81763813765835,602511.8864315095,-67.64016970215691,702511.8864315095,-69.09851542491657,697488.1135684903,-53.58212319993137,597488.1135684903,-50.80927383646085,497488.1135684904,-48.48764178015973,397488.1135684904,-43.83920544572857,297488.1135684904,-39.03937471186771,197488.1135684904,-32.12172317951059,97488.1135684904,-23.8483745486043,2511.886431509586,10.53626259153097,102511.8864315096,-21.93797071849206,202511.8864315096,-32.06846936847771,302511.8864315095,-37.56756185656313,402511.8864315095,-41.91564131097106,502511.8864315095,-44.67368904397531,602511.8864315095,-46.40548228382315,702511.8864315095,-47.93888138420755
696837.7223398315,-76.4523523051095,596837.7223398315,-73.96262024419838,496837.7223398316,-71.53372460981815,396837.7223398316,-66.92420548789362,296837.7223398316,-61.99005499679294,196837.7223398316,-55.02587700671888,96837.7223398316,-46.50989701732713,3162.277660168386,-14.38791734011165,103162.2776601684,-45.19598663886944,203162.2776601684,-55.05653294501198,303162.2776601683,-60.69883119338667,403162.2776601683,-64.92379062828654,503162.2776601683,-67.66883255819667,603162.2776601682,-69.30235421778414,703162.2776601682,-70.63791976946064,696837.7223398315,-54.92275227839302,596837.7223398315,-52.60923477974576,496837.7223398316,-50.46099529752073,396837.7223398316,-45.90512470017322,296837.7223398316,-41.05358824440201,196837.7223398316,-34.08248098845603,96837.7223398316,-25.58777086791635,3162.277660168386,6.526480227585619,103162.2776601684,-24.28472342567848,203162.2776601684,-34.12727487184086,303162.2776601683,-39.72886687576693,403162.2776601683,-43.84182042747917,503162.2776601683,-46.511703152637,603162.2776601682,-48.05385031037444,703162.2776601682,-49.45436233691015
696018.9282944649,-77.66607555135599,596018.9282944649,-75.72418298566211,496018.9282944649,-73.54808467073391,396018.9282944649,-69.00562630514621,296018.9282944649,-63.95432296465596,196018.928294465,-56.89637382666548,96018.928294465,-48.12700923337203,3981.071705534981,-18.36665356068907,103981.071705535,-47.40096263229621,203981.0717055349,-57.02248257666213,303981.0717055349,-62.74567033079244,403981.0717055349,-66.75165453767565,503981.0717055349,-69.36114941583133,603981.0717055348,-70.79275531879344,703981.0717055348,-71.96224257272306,696018.9282944649,-56.01714651820885,596018.9282944649,-54.25162095063891,496018.9282944649,-52.38710284366221,396018.9282944649,-47.95866021671368,296018.9282944649,-43.00437122865817,196018.928294465,-35.94743104053659,96018.928294465,-27.20012976081451,3981.071705534981,2.54745960549055,103981.071705535,-26.49499949987092,203981.0717055349,-36.10463575329885,303981.0717055349,-41.78572733898423,403981.0717055349,-45.66841173253945,503981.0717055349,-48.18389908815983,603981.0717055348,-49.52167514534403,703981.0717055348,-50.74795857548
694988.1276637272,-78.55306028059505,594988.1276637272,-77.23501519585905,494988.1276637272,-75.46761646201638,394988.1276637272,-71.04851558978675,294988.1276637272,-65.83468389229951,194988.1276637272,-58.64058471048087,94988.12766372725,-49.59422057136039,5011.872336272734,-22.29651819091739,105011.8723362727,-49.45782910541713,205011.8723362727,-58.88856249987785,305011.8723362727,-64.67752698570922,405011.8723362727,-68.45869850632828,505011.8723362727,-70.86797922733054,605011.8723362726,-72.08806524604229,705011.8723362726,-73.05953783063198,694988.1276637272,-56.80169394574656,594988.1276637272,-55.62324913882768,494988.1276637272,-54.19371927628553,394988.1276637272,-49.96819701170003,294988.1276637272,-44.87493920542254,194988.1276637272,-37.68819314471028,94988.12766372725,-28.66368512046283,5011.872336272734,-1.38282421112338,105011.8723362727,-28.55826471291611,205011.8723362727,-37.98440403897389,305011.8723362727,-43.72858657387393,405011.8723362727,-47.36968252555891,505011.8723362727,-49.66231386407859,605011.8723362726,-50.7866276010953,705011.8723362726,-51.81012410657938
693690.4265551979,-79.10617254855754,593690.4265551979,-78.38818117217788,493690.426555198,-77.20861504300164,393690.426555198,-73.01627288455366,293690.426555198,-67.60759935680981,193690.426555198,-60.22952581740608,93690.42655519804,-50.88235421714084,6309.573444801948,-26.16437311484891,106309.5734448019,-51.36344267337372,206309.5734448019,-60.64333710454246,306309.5734448019,-66.48656118315536,406309.5734448019,-70.02196730782896,506309.5734448019,-72.16683761224098,606309.5734448018,-73.17658741884755,706309.5734448018,-73.93350559604157,693690.4265551979,-57.2858409527666,593690.4265551979,-56.63927873460857,493690.426555198,-55.79214613874764,393690.426555198,-51.89186357540875,293690.426555198,-46.64126865931895,193690.426555198,-39.27580728180646,93690.42655519804,-29.94917399173001,6309.573444801948,-5.251269802050576,106309.5734448019,-30.47133030909618,206309.5734448019,-39.7551409975902,306309.5734448019,-45.54849380175068,406309.5734448019,-48.92101446463378,506309.5734448019,-50.9244384327672,606309.5734448018,-51.83925447556463,706309.5734448018,-52.64800194152844
692056.7176527571,-79.38451979880745,592056.7176527571,-79.13061976335781,492056.7176527571,-78.66501463736574,392056.7176527571,-74.84878049140443,292056.7176527571,-69.23941979942893,192056.7176527571,-61.63548546996768,92056.71765275716,-51.96117267997358,7943.282347242834,-29.95526832508325,107943.2823472428,-53.1262743096781,207943.2823472428,-62.28205112030635,307943.2823472428,-68.16255659330773,407943.2823472428,-71.41503896078285,507943.2823472428,-73.23683966337283,607943.2823472427,-74.05478813275664,707943.2823472427,-74.59717514896877,692056.7176527571,-57.53075857082138,592056.7176527571,-57.27491624255905,492056.7176527571,-57.08482875641073,392056.7176527571,-53.6632301504125,292056.7176527571,-48.26868553387279,192056.7176527571,-40.68215907355939,92056.71765275716,-31.02619291841147,7943.282347242834,-9.042937381841616,107943.2823472428,-32.24258459079927,207943.2823472428,-41.41169148176179,307943.2823472428,-47.23300996398235,407943.2823472428,-50.29408337434401,507943.2823472428,-51.95108760165561,607943.2823472427,-52.67933278890204,707943.2823472427,-53.27835484344057
689999.9999999999,-79.47024458719075,589999.9999999999,-79.48484145698283,489999.9999999999,-79.73242506580429,389999.9999999999,-76.45340068448795,289999.9999999999,-70.6940762054526,189999.9999999999,-62.84466193238815,89999.99999999996,-52.81171161254825,10000.00000000003,-33.64547907753679,110000,-54.78110486626942,210000,-63.81771468482741,309999.9999999999,-69.69623500628492,409999.9999999999,-72.61035452729324,509999.9999999999,-74.06228541604131,609999.9999999999,-74.7275627419717,709999.9999999999,-75.06956640083938,689999.9999999999,-57.6100166539949,589999.9999999999,-57.56928331628557,489999.9999999999,-57.99330392093551,389999.9999999999,-55.18378764931932,289999.9999999999,-49.7183834283619,189999.9999999999,-41.89213678645273,89999.99999999996,-31.87539972733603,10000.00000000003,-12.73401169017681,110000,-33.90683161043345,210000,-42.96611998789561,309999.9999999999,-48.76864108854812,409999.9999999999,-51.45935118657123,509999.9999999999,-52.72989519128143,609999.9999999999,-53.31542933772961,709999.9999999999,-53.72338567547118
687410.7458820582,-79.42860562463339,587410.7458820582,-79.51930065829627,487410.7458820582,-80.34566137513126,387410.7458820582,-77.70672725944726,287410.7458820582,-71.95146985273804,187410.7458820583,-63.87546681232902,87410.74588205828,-53.43660088848452,12589.25411794171,-37.17205889695258,112589.2541179417,-56.40939790596478,212589.2541179417,-65.29770288678409,312589.2541179417,-71.0857430069,412589.2541179417,-73.58709714707625,512589.2541179417,-74.63900586282091,612589.2541179416,-75.20946374257458,712589.2541179416,-75.37382645744248,687410.7458820582,-57.57899139813538,587410.7458820582,-57.58965447429001,487410.7458820582,-58.48535048586616,387410.7458820582,-56.32914277453103,287410.7458820582,-50.96434725135576,187410.7458820583,-42.92161408476023,87410.74588205828,-32.49879426565646,12589.25411794171,-16.2611660700193,112589.2541179417,-35.54599726423858,212589.2541179417,-44.46433802980153,312589.2541179417,-50.14633131011556,412589.2541179417,-52.39428388354235,512589.2541179417,-53.26081618103572,612589.2541179416,-53.7651254494217,712589.2541179416,-54.0082634189269
684151.0680753887,-79.29173122808173,584151.0680753887,-79.29931365939011,484151.0680753888,-80.50065809259151,384151.0680753888,-78.48018522737775,284151.0680753888,-73.0325317079767,184151.0680753888,-64.79558590119399,84151.06807538882,-53.85944168528134,15848.93192461118,-40.32422978645194,115848.9319246112,-58.16432970975504,215848.9319246112,-66.82362601899086,315848.9319246111,-72.34259950710043,415848.9319246111,-74.34419966247221,515848.9319246111,-74.98206823228355,615848.9319246111,-75.52724769179351,715848.9319246111,-75.53767795210942,684151.0680753887,-57.46389708462239,584151.0680753887,-57.39128181780566,484151.0680753888,-58.57749069025155,384151.0680753888,-56.9814858385317,284151.0680753888,-52.01745562803085,184151.0680753888,-43.83447137423138,84151.06807538882,-32.91922293420555,15848.93192461118,-19.4125757105343,115848.9319246112,-37.31479806390033,215848.9319246112,-46.00600796493723,315848.9319246111,-51.36669064773702,415848.9319246111,-53.09678274769347,515848.9319246111,-53.56241011420196,615848.9319246111,-54.0566166956179,715848.9319246111,-54.16124470594969
680047.3768503111,-79.06388013195075,580047.3768503111,-78.86671481218501,480047.3768503111,-80.25170593590443,380047.3768503111,-78.69652873442006,280047.3768503111,-74.01891319359392,180047.3768503111,-65.73300890537422,80047.37685031114,-54.10453636825608,19952.62314968885,-42.56203591702189,119952.6231496888,-60.30707752777522,219952.6231496888,-68.57746275197967,319952.6231496888,-73.49213201588594,419952.6231496888,-74.9167961792794,519952.6231496888,-75.13423632827221,619952.6231496887,-75.7250587840071,719952.6231496887,-75.59702847617662,680047.3768503111,-57.26704411010654,580047.3768503111,-57.00569278011835,480047.3768503111,-58.32278890236056,380047.3768503111,-57.08848358793791,280047.3768503111,-52.94512565662053,180047.3768503111,-44.75334536815149,80047.37685031114,-33.16039163669232,19952.62314968885,-21.64688579445173,119952.6231496888,-39.47852740391647,219952.6231496888,-47.77003242675656,319952.6231496888,-52.44108203265743,419952.6231496888,-53.60190189453441,519952.6231496888,-53.67894853234034,619952.6231496887,-54.23325566258107,719952.6231496887,-54.21713316398286
674881.1356849041,-78.74492423262905,574881.1356849041,-78.26048727765355,474881.1356849041,-79.70921117656194,374881.1356849041,-78.39094876267791,274881.1356849041,-75.04827154672019,174881.1356849041,-66.87635532296412,74881.13568490412,-54.14123051226613,25118.86431509587,-43.32040563848993,125118.8643150959,-63.24406600734782,225118.8643150959,-70.86793037732961,325118.8643150958,-74.56279674041922,425118.8643150958,-75.39042610601638,525118.8643150958,-75.17265224687462,625118.8643150957,-75.87095629557568,725118.8643150957,-75.60102526696875,674881.1356849041,-56.98698057078585,574881.1356849041,-56.46230074158456,474881.1356849041,-57.81430286709724,374881.1356849041,-56.71393813456199,274881.1356849041,-53.86672500756675,174881.1356849041,-45.85817529633673,74881.13568490412,-33.19173188799432,25118.86431509587,-22.40052259682369,125118.8643150959,-42.45464425515362,225118.8643150959,-50.05755788591797,325118.8643150958,-53.38604455534232,425118.8643150958,-53.99589505506506,525118.8643150958,-53.68653306594276,625118.8643150957,-54.3599256423088,725118.8643150957,-54.2223715846515
668377.223398316,-78.36668629791393,568377.223398316,-77.55347621021161,468377.2233983161,-79.03636902230225,368377.2233983161,-77.70955049814278,268377.2233983161,-76.23177337563601,168377.2233983161,-68.41176167246837,68377.2233983161,-53.75712040505282,31622.77660168388,-42.99088601256008,131622.7766016839,-67.12071438392013,231622.7766016838,-74.23086139513961,331622.7766016838,-75.55649802940736,431622.7766016838,-75.89531772889652,531622.7766016838,-75.20127234243063,631622.7766016838,-76.05346619756511,731622.7766016838,-75.60909815264654,668377.223398316,-56.65072275495224,568377.223398316,-55.82333598094809,468377.2233983161,-57.19421685932623,368377.2233983161,-56.02101083816558,268377.2233983161,-54.87519858079473,168377.2233983161,-47.31903484066328,68377.2233983161,-32.80275320849259,31622.77660168388,-22.06850202249252,131622.7766016839,-46.40309520046185,231622.7766016838,-53.37585706428654,331622.7766016838,-54.20827548773409,431622.7766016838,-54.41015874908886,531622.7766016838,-53.68632054996883,631622.7766016838,-54.52040475606723,731622.7766016838,-54.2328498535936
660189.28294465,-77.99660947209554,560189.28294465,-76.83510260051399,460189.2829446501,-78.36672074853277,360189.2829446501,-76.76485384389549,260189.2829446501,-77.27447562303846,160189.2829446501,-70.00387242531937,60189.28294465014,-52.37385837514901,39810.71705534984,-42.56754278702928,139810.7170553498,-68.27240534284819,239810.7170553498,-79.69005358466327,339810.7170553498,-76.37721039643766,439810.7170553498,-76.53591020563644,539810.7170553498,-75.29783932451862,639810.7170553497,-76.34117134922774,739810.7170553497,-75.66079935888095,660189.28294465,-56.3186898354777,560189.28294465,-55.17021089869264,460189.2829446501,-56.58619366632407,360189.2829446501,-55.12782703504402,260189.2829446501,-55.70661719561418,160189.2829446501,-48.79619143137489,60189.28294465014,-31.42013155428629,39810.71705534984,-21.64462539211052,139810.7170553498,-47.49681053817419,239810.7170553498,-58.56883101562775,339810.7170553498,-54.8540883595561,439810.7170553498,-54.95208002841093,539810.7170553498,-53.75446228183761,639810.7170553497,-54.77995697125704,739810.7170553497,-54.28644107943244
