OffsetVoltage_lewis X,
0.00130002435280702,65
0.00130002560953991,44
0.00130002594729605,50
0.00130002652774421,7
0.00130002722061921,49
0.0013000286979084,41
0.00140002368229691,23
0.00140002393981434,43
0.00140002431896661,69
0.00140002548212766,70
0.00150002359024268,33
0.00150002424917531,36
0.00150002447937552,1
0.00150002467956709,56
0.00150002686156059,9
0.00150002753900071,72
0.00160002425287517,6
0.0016000252777776,38
0.0016000253163554,45
0.00170002381407187,51
0.00170002431754761,63
0.00170002460478322,22
0.00170002469345371,30
0.00170003006545103,2
0.00180002352928695,57
0.00180002387461535,47
0.00180002409850482,12
0.00180002417936446,71
0.00180002458957637,16
0.00180002476294826,46
0.00180002493115871,11
0.0018000252482967,25
0.00180002541370452,58
0.00180002557984354,14
0.00180002570425937,32
0.00180002708223212,68
0.0019000238625093,32
0.00190002521067142,26
0.00190002978816638,11
0.001900034200001,25
0.00200002461953689,4
0.00200002512203327,35
0.00200002528312807,20
0.00200002671844789,14
0.00200002971050565,31
0.00210002415161154,13
0.00210002446618126,21
0.00210002461088841,36
0.00210002513029544,10
0.00210002555077984,19
0.00210002592665707,18
0.00210002762502629,30
0.00220002369984709,16
0.00220002415567979,2
0.0022000243336979,7
0.00220002750126695,23
0.00220002827264068,37
0.00220003084517937,17
0.00230002381777721,6
0.00230002456366799,27
0.00240002362189778,34
0.00240002436306848,15
0.00240002451368449,24
0.00240002527188139,5
0.00240002886227003,1
0.00240003127240844,33
0.00240003532433363,3
0.00250002439766803,28
0.00250002760024346,22
0.00260002463345783,8
0.00260002657784946,9
0.00270002469314296,29
0.00280002449459856,12
0.00290002384175046,6
0.00290002532620605,2
0.00290002647925012,4
0.00290003199497799,11
0.00300002368236931,7
0.00300002403112366,1
0.00300002463918152,14
0.00300003055568779,3
0.00310002348540026,9
0.00310002389457873,10
0.00310002471076858,16
0.00330002451764496,18
0.00330002601172146,17
0.00340002578846474,13
0.00350002352904168,5
0.00360002460627607,8
0.00360002768553701,12
0.00380002361816973,15
0.00390002654557894,6
0.00440002359901486,5
0.00440002382236659,3
0.0045000262226712,4
0.0046000260291026,2
0.00470002453146148,7
0.00480002454977109,1
