OffsetVoltage_CScomp X,
-0.00116897906795889,90
-0.00116885036062594,26
-0.00110907702691024,62
-0.0011090602917234,83
-0.001109051328108,85
-0.00110902877592005,39
-0.00104904768641868,91
-0.00104898525051586,38
-0.00104895996863887,33
-0.000989028877078369,37
-0.000989028135879677,68
-0.000989013391164317,88
-0.000988995126610706,80
-0.000988925824874936,19
-0.000929061737851391,15
-0.000929047432282221,65
-0.000929047036992206,84
-0.0009290468761370861,48
-0.000869053551949645,43
-0.000869042747266011,44
-0.000869028783316593,60
-0.000869028680568875,55
-0.0008689785259987049,72
-0.000749070303289917,35
-0.000749063582344558,67
-0.0007489425833821269,69
-0.000689066384887703,22
-0.000689062091668965,1
-0.000689017148883833,51
-0.000689008438039759,58
-0.000688961942836927,76
-0.000629071617815149,75
-0.000629047855371428,14
-0.000629030203466119,6
-0.000569029823463308,32
-0.000569024013896693,70
-0.0005689889282578531,61
-0.000568984577893184,87
-0.000509067507783159,54
-0.000509059352024033,50
-0.000509041092388567,36
-0.0005090378821320601,79
-0.000509023878409823,28
-0.0005090199969091229,8
-0.000509011480951601,7
-0.000509003974840836,63
-0.0005089903510770919,42
-0.000449053117842499,30
-0.000449052321564202,13
-0.000449043921359604,59
-0.000449030243151356,2
-0.000449006443411804,25
-0.000448967772307075,31
-0.000448952404352972,21
-0.000389084533684503,27
-0.00038905715151251,81
-0.000389053623920944,64
-0.00038905122443376,18
-0.000389039391772997,41
-0.000389038518301193,40
-0.000389038359435751,78
-0.000389020712332127,45
-0.000389020571744521,77
-0.000389014988536302,17
-0.000388992799416686,49
-0.000329058050153498,10
-0.000329049824084635,11
-0.0003290469987921,71
-0.000329041413278722,4
-0.000329031690557508,16
-0.000269078350979497,25
-0.000269027860588404,86
-0.000268960291895007,19
-0.000268947583111038,75
-0.000209063880286319,64
-0.000209057024454569,63
-0.000209055049932249,66
-0.000209042582103556,40
-0.000209035654277043,12
-0.000209034996487249,80
-0.000208975478437648,32
-0.000149018255239033,38
-0.000149012985985155,5
-8.906007178008139e-05,72
-8.90427645433436e-05,21
-8.90057289182697e-05,34
-2.90512153102033e-05,57
-2.9049546024686e-05,1
-2.90484432617864e-05,79
-2.90476729265119e-05,70
-2.89944212492271e-05,73
-2.89543536963801e-05,71
-2.89467384470461e-05,84
-2.88694027418728e-05,37
3.0925364600684e-05,42
3.09477188316065e-05,13
3.09765232413746e-05,77
3.09817524459079e-05,91
3.10260947190808e-05,48
9.09358099407586e-05,4
9.09876445390669e-05,74
9.100546807343951e-05,17
0.000150931470064018,60
0.000150937705514191,7
0.000150947905308461,33
0.000150987775962486,61
0.00015103797206817,81
0.000210931246254686,87
0.000210950541777697,29
0.000210966971665419,49
0.000210973754425716,67
0.000211025261210055,24
0.000211098631140029,27
0.000270984420092564,47
0.000270994640625035,39
0.000270994798684147,54
0.000271035613816841,62
0.000330923471778244,2
0.00033092573643311,35
0.000330953955586406,82
0.00033096104872233,90
0.000330964311128938,89
0.000330967088008048,23
0.000330994437278594,14
0.000390935263090987,26
0.000390938419796798,8
0.000390939912670549,65
0.000390946762711271,9
0.000390953698243327,58
0.000450913968068532,50
0.000450941467200432,18
0.000450954209173194,88
0.000510942316113517,6
0.000510943372224022,76
0.000510944684077262,45
0.00051094528233374,68
0.000510952522102857,36
0.000510974333710249,55
0.000510976536326559,46
0.000510985817993979,92
0.000570918319501157,3
0.000570944934383243,15
0.000570961762791682,85
0.000571003845799391,28
0.0006309203870965119,41
0.000630944718082931,69
0.000630960330474505,22
0.0006309675380703731,31
0.0006310333983368,51
0.000690920745480219,11
0.000690990540920806,83
0.000691010917708993,78
0.000691093456605061,59
0.000750942590185256,20
0.000750949552215512,16
0.000750969009925704,56
0.00075099701210847,43
0.000751032389923586,10
0.000810934556563537,44
0.000810947440501002,52
0.000810957659979058,30
0.000810967439195491,53
0.000810971980890773,31
0.000811002993653441,34
0.000811040610766169,1
0.000870974779028706,63
0.000930937234612653,66
0.000930941895756666,6
0.000930961057139402,10
0.00093101009964142,59
0.000990941859172613,49
0.0009909453115164891,25
0.000990951762290387,11
0.0009909938179401871,70
0.0009910027284033369,73
0.00099102052607848,21
0.000991035834542115,42
0.00105092126391275,38
0.0010509281500442,28
0.00105093101599399,43
0.00105094128233683,65
0.00105096428008792,60
0.0010509653956378,7
0.00105096962430609,72
0.00105109593808245,27
0.00111093439204651,32
0.00111094282799058,20
0.00111094442326046,19
0.00111095161041129,45
0.00111095184521212,35
0.00111096810909317,74
0.00111097895140893,33
0.00117093549894558,37
0.00117094225513487,50
0.00117094345106402,12
0.00117099054845142,15
0.00123090678912553,57
0.00123091334456467,58
0.0012309216902421,54
0.00123104439449664,52
0.00123105218507966,48
0.00129093308592088,17
0.00135091489145897,55
0.00135093580987578,8
0.00135095190947418,64
0.00141092612934336,53
0.001410926768224,36
0.00141093416534152,40
0.00141093692483004,29
0.00141094116270776,4
0.00141094434265599,23
0.0014109494493721,56
0.0014109925989321,67
0.00147092083575619,2
0.00147092431774063,69
0.0014709309177835,62
0.00147095400595269,3
0.00153095889289648,71
0.00153098169348145,46
0.00159094200545211,18
0.00159097443627279,30
0.00165096024465016,22
0.00165101563741633,14
0.00171089968957183,24
0.00171092931147782,68
0.00171095423540494,41
0.00171107660615456,47
0.0017709564155698,13
0.00183092819990923,16
0.00183093020482794,9
0.00183093224631986,5
0.00183094920746175,51
0.00183095592513266,26
0.00183096694837986,39
0.00183098627373764,44
0.00189096865711797,61
0.00189101400114139,75
0.00195096549146469,26
0.00195109400110875,16
0.00201092614377173,1
0.00207094816851558,12
0.00219094634668355,7
0.00219094722589463,3
0.00219094944416838,24
0.00219097374832267,2
0.00225098632514381,37
0.00225099170892557,19
0.00225104396373682,13
0.00231094342647524,10
0.00231096450472608,38
0.0023709264064681,17
0.0024309099971987,6
0.00243091459956321,15
0.00243092062046586,34
0.00243092469970498,23
0.00243105690337252,29
0.0024909475230978,27
0.00249098267541952,20
0.00255091996916713,36
0.0025509206250308,4
0.0025509591569959,22
0.00261092752631569,25
0.00261095489421397,18
0.00267092267866455,8
0.00273093727664231,30
0.0027909280779156,33
0.0028509353568442,9
0.00285095245500318,5
0.00285105830543478,31
0.00291091065110287,11
0.00291092862585814,32
0.00297092955853887,21
0.00297096671492915,35
0.00297099576541607,28
0.00309090505834974,14
0.00327093874649538,3
0.00333092341798254,6
0.00333105902756599,10
0.00339091587166894,11
0.00339094450976884,8
0.00351093455333836,4
0.00363101709826658,7
0.00375091133960532,12
0.00375095142337457,5
0.00375095735294329,14
0.00381099292132869,9
0.00387093503534034,2
0.00393096297898361,1
0.00399089964465853,13
0.00399096618157066,16
0.00405091110314171,17
0.00411102599045108,15
0.00495091158224109,3
0.00519090711082959,2
0.00537092542595559,1
