OffsetVoltage_CScomp X,
-0.000481049341608408,28
-0.000481048154620738,13
-0.000468548610752126,4
-0.000456042599499014,24
-0.000456023386814862,21
-0.00044354382391523,29
-0.00044354032772283,34
-0.000443531231655158,56
-0.000443528307149825,77
-0.000431049846833912,25
-0.000431043037459511,71
-0.000431034454122261,18
-0.000431032952515777,35
-0.000418536476677012,69
-0.000406042936437461,42
-0.000406040880715263,17
-0.000393545661645188,45
-0.000368546221463222,11
-0.000368544811914222,62
-0.000343551770973601,12
-0.000343544711034328,5
-0.000343540866969658,16
-0.00030605160968602,26
-0.000281049370113268,83
-0.000281037044686804,19
-0.000256047392483507,78
-0.000256046047972721,67
-0.000256034944723513,65
-0.000256033184672263,44
-0.00023104759943863,64
-0.000231041596224787,81
-0.000231029736349678,9
-0.000206045723418448,33
-0.000168541220725595,39
-0.000156039769016438,3
-0.000131041052679052,74
-0.000106034866448049,23
-9.35502641945619e-05,36
-8.1043866934661e-05,2
-6.85411962368031e-05,80
-6.853838168007881e-05,58
-4.35516496503654e-05,70
-4.35163681548636e-05,76
-3.10447935627629e-05,72
-1.85497166843565e-05,38
-1.85473439192137e-05,50
-1.85470677226762e-05,10
-1.85410153956214e-05,82
1.89528182322451e-05,66
1.89534862886989e-05,76
3.14561287596529e-05,42
4.39580203817242e-05,4
6.89564710713035e-05,64
9.39552062836446e-05,17
0.00010645156476071,6
0.000106466400932242,54
0.000131454109055264,30
0.000131472672841933,55
0.000156455340726357,68
0.000181451699230431,72
0.000181453471462085,27
0.000181471273569305,43
0.000206452522824656,58
0.00020646146894555,22
0.000206467181525742,24
0.000256455845466136,41
0.000268951055542495,48
0.000268958601577735,56
0.00026895968294649,33
0.000281460597853088,31
0.000281468229891348,1
0.000293957659543644,75
0.00030645235509664,69
0.000306456029535215,21
0.000306468023080031,74
0.000331452378875452,14
0.000343953185972988,7
0.000343969840918542,23
0.000343976272428253,57
0.000368952214121068,8
0.000381455999703719,52
0.000393962634445372,73
0.000406447962817729,44
0.000418953783679163,18
0.000468954241536034,5
0.000468963923679475,59
0.000481451193064508,65
0.000481465638184041,32
0.000481467367310316,49
0.00049395030993241,39
0.000493965140160153,40
0.000506453486927162,77
0.000518972048960887,3
0.000543955413605816,15
0.0005689529339308849,71
0.000568959452122305,25
0.000606450933991136,36
0.000606461828313853,60
0.0006189556725022,29
0.000618966232668044,20
0.000643951856257887,11
0.000643952536925346,45
0.000681459054303432,70
0.000681464210947881,67
0.000693963474007385,53
0.000731453851376673,16
0.000743948047649929,19
0.00074395284367103,50
0.000743958996835515,37
0.000768949827319997,9
0.000768956219069429,38
0.000781455329379274,28
0.000793955871232544,46
0.000793957158851492,47
0.000793969292791139,34
0.000818951387941859,35
0.000818954341807067,2
0.000856492154643238,62
0.000893961754760434,10
0.000906452944833185,63
0.000906453850664574,12
0.000931460997294921,61
0.000956451195134742,51
0.000968952277792455,26
0.0009814512220711409,13
0.000993950808831976,61
0.00099395107256933,36
0.0009939547215963151,17
0.00100644818240527,64
0.00101895014496236,32
0.00101895848579659,23
0.00101896392640073,57
0.00103145294397265,53
0.00104394926925317,37
0.00104395286359671,63
0.00104396168187918,5
0.00105645515094026,22
0.00108146228021487,15
0.00109394997588462,29
0.00109395219346655,39
0.00109395426358199,16
0.00109395875593518,27
0.00109396190547865,65
0.00110645279293955,28
0.00111895508362644,31
0.00115645128607698,44
0.00115646927630699,8
0.00116895545644232,11
0.00118147333896503,52
0.00119394534085896,51
0.0012064488616212,48
0.00124395098445206,42
0.00124395489005868,46
0.0012564608016224,13
0.00133144500331094,49
0.00133145508948345,56
0.00133145637459827,6
0.00136895291071248,3
0.00138144861418729,47
0.00138145007090218,34
0.00138145396654552,30
0.0013814588093814,25
0.00139395219404894,50
0.00139395898979465,19
0.0014189530733775,58
0.00143145451685013,60
0.00144394651480705,1
0.00144394889069864,55
0.0014439544090254,2
0.00153144831582315,40
0.00153145092511613,62
0.00156895353455389,14
0.00159395043202922,26
0.0016439554463771,18
0.00165645874456787,10
0.00168144459181892,20
0.00168145731315911,35
0.00170644651954468,59
0.00173145292996276,41
0.00174396073920491,9
0.00179395145637302,4
0.00179395392392602,7
0.00180645268267145,12
0.00181895163659286,45
0.00181895835224936,21
0.00181896145770397,33
0.0018314587167978,38
0.00189396876585577,66
0.00190645031753395,54
0.00194397384253212,43
0.00196895303437299,24
0.0019814535074824,1
0.00206894872046995,12
0.00216895489155693,7
0.00218145970668631,22
0.00218146215641735,3
0.00219395016880389,2
0.00224399076667824,32
0.00225645254253159,17
0.0022689490555224,13
0.00229397811769439,10
0.00231894917022119,33
0.00233145113698403,15
0.00239395611156256,21
0.00240644585935881,14
0.00240645004170309,6
0.00240645011768995,30
0.00244396419546074,25
0.00248145642133102,24
0.00249398217415798,18
0.00253146485326086,31
0.00254395085642616,4
0.00254395327502468,20
0.00259395767972532,23
0.0026189492501626,16
0.0026439521671999,8
0.0027314483243753,26
0.00278144960908076,29
0.00283145127046511,9
0.00285645728182444,5
0.00286897192282145,27
0.00288145222581021,11
0.00290644745372,28
0.0029689802319599,19
0.00298144938791443,16
0.00299395899035226,15
0.00305645076826542,8
0.00326894777580329,3
0.00331895452536781,6
0.00335645230444136,11
0.00335646091833704,12
0.00339395469735041,9
0.00351894519539679,4
0.00365646591568807,7
0.00371897472202745,13
0.00374396788286997,14
0.00375645966967099,5
0.00383144946122313,10
0.00385646238887177,2
0.00393145427931971,1
0.0039939412585948,1
0.00400646282685975,3
0.00403144967664381,4
0.00414394747750723,2
0.00496894157096127,5
