OffsetVoltage_CScomp X,
-0.00499357613851648,3
-0.00443103022122749,2
-0.00441853371523952,6
-0.00428102986641137,5
-0.00416853175731118,1
-0.00415603419700587,4
-0.00389354341187791,4
-0.00385603778317401,3
-0.00378102785934799,10
-0.00370603879887342,12
-0.00354353956505225,8
-0.00344353416519669,5
-0.00326853631491869,6
-0.00324354369232376,7
-0.00323104543908259,9
-0.00319353990664722,11
-0.0031685470567713,16
-0.00315604067533833,14
-0.00315603771447585,15
-0.00314353691640912,1
-0.00311854114111582,13
-0.00311853356310689,2
-0.00294354114751877,26
-0.00288104073689948,28
-0.00288103700775529,19
-0.00288101740605422,4
-0.0028560407909055,25
-0.00278104103255806,9
-0.00275604684258922,18
-0.00270604203138315,32
-0.00266853832072661,27
-0.00266853486963582,20
-0.00265604320051767,21
-0.00263104339007719,29
-0.00263103211473852,11
-0.00260604177482846,13
-0.00259353296778847,12
-0.00259353266364394,14
-0.00251854064745302,23
-0.00250603918424606,6
-0.00248103648383603,3
-0.00245601703350111,30
-0.00238102430776909,2
-0.00235603818619504,17
-0.00233103993149944,16
-0.00233100964105282,15
-0.00230604598476378,5
-0.00230603824834063,24
-0.0022935248939026,1
-0.0022435429631742,22
-0.00221852962230079,31
-0.00219354255527351,10
-0.00206854271027085,7
-0.00200602867160678,8
-0.00199354737506705,37
-0.00199354383505652,12
-0.0019810435279771,44
-0.0019810256521309,36
-0.00195604796513762,1
-0.00195603922550475,33
-0.00189354494920855,46
-0.00189353947389532,23
-0.00189353767192969,10
-0.00188103938961546,19
-0.00186853728939108,2
-0.00185604244777533,56
-0.00184354254428933,7
-0.00183104442147569,31
-0.0018060374919653,43
-0.00179352654647454,17
-0.0017810380869593,20
-0.00176854663150754,11
-0.00176854467839697,53
-0.00176854081318284,58
-0.00176853644961215,6
-0.00175604434101671,45
-0.00175604222568141,40
-0.00173104684459076,5
-0.00168104000230121,50
-0.00161854507765083,25
-0.00159354598455558,26
-0.00156854399834798,30
-0.00154354464281272,29
-0.001518535425742,35
-0.00146854377856031,8
-0.00146851873346725,9
-0.00145604085066896,39
-0.00143103746393384,59
-0.00140602928538919,15
-0.0014060154724813,18
-0.00138104264087666,3
-0.00136854375932461,13
-0.00136854147360973,22
-0.00135604288476869,52
-0.00134354010309197,48
-0.00133104035221741,51
-0.00131851806310896,42
-0.00130604509688584,34
-0.00129353417762104,4
-0.00125603718905852,38
-0.00124353281454482,54
-0.00123103907855151,32
-0.00120604443349323,14
-0.00119354139628435,60
-0.00119353923183667,41
-0.00118103614902722,16
-0.00116854168890379,61
-0.00116853965529828,57
-0.00116850741503282,28
-0.00115604924978811,47
-0.00115604866380951,55
-0.0010935295895959,62
-0.00105603843152957,27
-0.00104354545829597,21
-0.0010310413633954,49
-0.00103104121751932,24
-0.00100604478624005,85
-0.00100604368065441,75
-0.0009935447801515541,20
-0.000981043355934613,57
-0.0009810410821105319,15
-0.0009810384017547261,43
-0.0009560444062475301,79
-0.000931039591523492,53
-0.000918540047762112,40
-0.000918510982709809,41
-0.000906035737865798,49
-0.0008810386998891969,63
-0.000806045807038845,31
-0.000793545842072422,59
-0.000756037116494156,60
-0.000743520645030256,22
-0.000731048022250717,1
-0.000718542712557644,47
-0.000706042627917694,51
-0.000693538653126147,68
-0.000681042222610286,14
-0.00066854402090519,66
-0.000656037402023537,6
-0.000606038085735943,30
-0.000581047375933536,61
-0.000568548429395897,84
-0.000568543947856651,54
-0.0005685253732508519,46
-0.000543548737464966,48
-0.00054352572768629,8
-0.000531048220538834,73
-0.0005310461917748921,32
-0.000518542978812184,55
-0.000518541335253195,7
-0.000518538440366106,37
-0.000518534510714984,27
-0.000506037345848513,52
