OffsetVoltage_lewis X,
0.000200098284565274,17
0.00020009998195918,92
0.00020010177200879,30
0.000200104436832661,91
0.000200107610624778,20
0.000300090384643256,22
0.000300091109500627,35
0.000300091202924832,37
0.000300091570232352,12
0.000300091666120198,70
0.000300092319424015,24
0.000300094113923959,95
0.000300094258232481,40
0.000300099937727734,54
0.000300104095640297,36
0.000400087571930126,26
0.000400089057748332,38
0.000400090502347903,60
0.000400090752064677,15
0.000400090850015191,4
0.000400092851945581,64
0.000400094587441893,48
0.000400096133340297,81
0.000400096965810954,7
0.000400099348577841,59
0.000400104176335329,5
0.000500089811646085,50
0.000500090919345634,27
0.000500091684190928,67
0.000500091733966413,19
0.000500092749450037,41
0.000500096643160735,80
0.000500104088939489,9
0.0006000892046875139,42
0.000600089266843367,46
0.000600089728369101,58
0.000600090918033384,11
0.000600091131392183,86
0.000600095496803257,65
0.000600100428826486,83
0.000600102392693636,18
0.000700088880947133,96
0.000700088913256842,97
0.000700089659003626,68
0.000700090426515125,73
0.000700090780147978,61
0.000700090806302054,79
0.000700092054259958,74
0.000700092245968998,45
0.000800088073826242,89
0.000800088971190695,93
0.000800088984940521,75
0.000800090310659119,33
0.0008000914587440781,16
0.000800092579977871,39
0.000800093323733917,8
0.00080010218696303,57
0.000800106273207391,6
0.0008001063000837671,71
0.000900088592362792,50
0.000900089948229078,23
0.000900090905244313,58
0.000900092197406676,52
0.000900092525006407,41
0.000900092911763675,22
0.00090009703923481,56
0.000900103939354037,40
0.000900112179848022,5
0.00100008797736488,31
0.0010000899623433,53
0.00100009331963436,47
0.00100009464963373,30
0.0010000969631579,36
0.00100010875824841,15
0.00110008781496349,32
0.00110008818348594,18
0.00110008824163085,57
0.0011000883208156,16
0.00110008918095514,35
0.00110008971901835,24
0.0011000903923975,7
0.00110009508944548,25
0.00120008812425093,29
0.00120008878678845,20
0.00120009011609014,42
0.00120009119364038,26
0.00120009140996659,2
0.00120009198440685,14
0.00120009411824117,55
0.00120009599532995,11
0.00120009626308279,60
0.00120010050214979,1
0.00130008838739634,46
0.00130008848461344,21
0.00130008913846042,38
0.00130008926688916,39
0.00130008938446097,62
0.00130009045852784,64
0.00130009120647586,67
0.00130009135198927,27
0.00130009136675218,51
0.00130009155746993,19
0.00130009257069607,65
0.00130009422945645,63
0.00130010112188383,12
0.00140008741587913,68
0.00140008914719607,59
0.00140008951171852,44
0.00140009153789506,43
0.00140009248664138,49
0.00140009328978374,8
0.00140009383641555,54
0.00150008932580474,10
0.00150008947079064,48
0.00150009008442578,34
0.00150009221915911,37
0.0015000958524981,33
0.0015001000326403,3
0.00160008873870513,17
0.00160008922776847,66
0.0016000893566272,28
0.0016000893761169,6
0.00160009207478152,9
0.00160009558002655,45
0.00160009589062507,4
0.00160009744047084,13
0.00160010182079685,61
0.00170008906489759,22
0.00170008972106907,21
0.00170009161415623,19
0.00170009296788325,32
0.00170009370677104,13
0.00170010186770779,8
0.00180008715221953,28
0.00180008846328835,9
0.00180008952608562,2
0.00180009050629739,11
0.0018000910415717,31
0.00180009536753593,17
0.00180009697108098,20
0.00180010272540674,23
0.00190008751101467,30
0.0019000892818835,6
0.00190009211283916,5
0.00190009414935838,16
0.00190010830507758,10
0.00200008878397875,15
0.00200008880085557,18
0.0020000949627284,4
0.00210009072698388,26
0.00210009185983408,7
0.00220008852782441,3
0.00220009249786795,27
0.00230009526910549,1
0.00230010364262903,14
0.00230011158590251,29
0.00240008702755023,24
0.00240009130976392,25
0.00250009423548936,12
0.00250009805031119,33
0.0026000921928177,5
0.00260009371898567,11
0.00260009559574355,15
0.00270008826894255,3
0.00270008831172254,9
0.00280009054441281,2
0.00290008838411776,4
0.00290010181644975,1
0.00300008677824669,7
0.00300008795302572,8
0.0031000874723734,10
0.00310008847394179,16
0.00320009649578502,12
0.00330008879345932,6
0.00340009767428853,14
0.00340009819712821,13
0.00350008651834331,3
0.00360008778210421,1
0.00430009285753397,2
