OffsetVoltage_lewis_alt X,
-0.00755998932924445,1
-0.00545998930727293,2
-0.00521998926357919,1
-0.0047999891013915,2
-0.00479998896783315,9
-0.00467998578335638,1
-0.00455998866970318,3
-0.00443998939092843,8
-0.00425998930686904,4
-0.00401998899963558,5
-0.00395998838551876,7
-0.00371998518614411,6
-0.00353998903549893,12
-0.00347998872225079,24
-0.00341998868887538,13
-0.00341998830454132,15
-0.00317998928325983,4
-0.0031799892599067,9
-0.00317998908583899,16
-0.00317998763265132,29
-0.00305998931487339,11
-0.00299998923728781,5
-0.00299998787350747,10
-0.00293998536809527,21
-0.00281998935525279,26
-0.00281998914641633,8
-0.00275998820608945,22
-0.00275998758066442,30
-0.00269998937812817,20
-0.00269998936039652,1
-0.00269998860632788,6
-0.00263998825701529,2
-0.00263998567183756,18
-0.00251998932445329,28
-0.00251998930740509,14
-0.00251998874266996,19
-0.00251998845725075,7
-0.00251998749339685,31
-0.00245998795340918,23
-0.00239998909260965,3
-0.00239998904825313,25
-0.00239998891731115,27
-0.0023999873595479,17
-0.00227998936278521,20
-0.00227998519460398,47
-0.00221998933111869,8
-0.00221998919440121,43
-0.00221998891753593,52
-0.00203998938832386,40
-0.00203998932311891,17
-0.00203998847760513,55
-0.00203998789711261,18
-0.00197998943374378,22
-0.00197998927102022,23
-0.00197998848646647,38
-0.00191998922625537,15
-0.00191998817908695,21
-0.00179998861237975,12
-0.00173998744779159,48
-0.00167998944234891,49
-0.00167998925876722,39
-0.00167998925152369,9
-0.00167998864020461,13
-0.00167998843398441,37
-0.00167998841992707,14
-0.00161998929242599,27
-0.00161998916842465,2
-0.00161998867792524,32
-0.00155998799973744,51
-0.00149998927312753,25
-0.00149998918892086,6
-0.00149998889364661,46
-0.00149998848349561,30
-0.00149998796588905,11
-0.00149998777623441,29
-0.00143998925486637,31
-0.00143998916879342,24
-0.00143998701709955,28
-0.00143998628531799,36
-0.00137998935417273,16
-0.00137998920362251,3
-0.0013799890880992,35
-0.00137998904274692,53
-0.00137998849618635,45
-0.00131998921993781,57
-0.00131998914064931,50
-0.00131998896118279,7
-0.00125998941301394,19
-0.00125998913781607,5
-0.00125998795708447,34
-0.00119998913430731,44
-0.00119998884774795,58
-0.0011399894100412,42
-0.00113998931030606,10
-0.00113998925405271,41
-0.00113998895690166,54
-0.00113998877940721,56
-0.0011399881261086,33
-0.00113998790769536,26
-0.00107998925087542,1
-0.00101998931230179,4
-0.00101998800064431,47
-0.000959989381297959,68
-0.000959988663891205,28
-0.000959988334423201,37
-0.00089998935886485,57
-0.000899988910680865,2
-0.00089998851587336,48
-0.000839989425512198,54
-0.000839988882692365,22
-0.000839988601521822,7
-0.0008399871492123919,26
-0.000779989242730517,19
-0.000779989046076481,50
-0.000779988580970639,42
-0.00077998839551091,24
-0.000779987907020543,27
-0.000719989363940589,20
-0.000719988989706555,60
-0.000719988926797454,21
-0.000719988926201329,61
-0.000659989019369288,39
-0.000659988861487811,16
-0.000659988788667339,45
-0.000599989235953394,10
-0.000599988471363759,32
-0.000599988077280365,8
-0.000539988562311465,23
-0.000539988340220791,63
-0.000479989379724911,46
-0.000479989253149688,6
-0.000479988662620832,40
-0.000479988442997593,35
-0.000419989254307606,4
-0.000419989182025476,38
-0.000419987009023761,53
-0.000419986444933186,29
-0.000359988943448399,66
-0.00035998891554868,55
-0.000359988740533718,36
-0.000359988446765582,56
-0.000359987582382471,67
-0.000299989281304091,1
-0.000299989280801561,18
-0.000299987139609328,17
-0.000239987644129394,49
-0.000179989191206359,64
-0.000179988858797159,43
-0.00017998877070158,65
-0.000119989388994994,30
-0.000119989279836992,9
-5.99891108114181e-05,59
-5.99890142980471e-05,41
-5.99884548212531e-05,3
1.06054348361389e-08,12
1.06507879915083e-08,11
1.16883191492486e-08,31
1.2452141963214e-08,14
1.31607513755531e-08,13
6.00111252663824e-05,52
0.00012001191932028,25
0.000120012362531191,15
0.000180010554133906,33
0.00018001086941349,34
0.000180011003901494,58
0.000180011550625875,62
0.000180011929522227,44
0.000240010715813911,5
0.000240011521862251,51
