OffsetVoltage_CScomp X,
-0.00494858908268815,3
-0.00444841220527526,2
-0.00444839396359158,6
-0.00434834107621957,5
-0.00424819954083913,1
-0.00414842189790177,4
-0.00394841812719984,4
-0.00394831051717029,3
-0.00384824635158702,10
-0.00374839345525646,12
-0.00354841490662716,8
-0.00344841616776108,5
-0.00334825438817311,6
-0.00324845910499777,7
-0.00324838435138767,11
-0.00324837083086115,9
-0.00314847153389158,16
-0.0031484458648184,14
-0.00314842011763326,1
-0.00314841459107306,15
-0.0031484136307979,2
-0.0031483961500846,13
-0.00294842934860782,23
-0.00284846976810523,16
-0.00284845967785015,4
-0.00284844967929666,25
-0.00284842559861248,22
-0.00274845074275296,15
-0.00274844868848006,7
-0.0027483082703167,24
-0.00274829263880071,29
-0.00264845457833413,18
-0.00264843354049646,17
-0.00264838274143938,8
-0.00264836816227581,26
-0.00264836185775394,10
-0.00264822701947472,11
-0.00254845685084598,9
-0.00254839778096275,20
-0.00244844813775114,6
-0.00244844233335618,27
-0.00244842134463516,3
-0.00234843654011488,2
-0.00234843559959556,14
-0.00234840360249087,13
-0.00234836987724693,12
-0.00234835536551831,5
-0.00234831775512442,21
-0.002248462413353,1
-0.00224840316886651,19
-0.00224837188474302,28
-0.00214846069234581,23
-0.00214829823910789,10
-0.00194848667805944,31
-0.00194848069325304,12
-0.00194847613001821,14
-0.00194846089466563,28
-0.00194845636329111,30
-0.00194845617696808,36
-0.00194844023364296,1
-0.00194830906417973,18
-0.00184846706536502,38
-0.00184845846395834,21
-0.00184845692843894,2
-0.00184843172519245,9
-0.00184840278333794,44
-0.00184838438525209,6
-0.00184837696380966,27
-0.00184832008386694,16
-0.00184818216404515,35
-0.00174846104609545,11
-0.00174845088757593,19
-0.00174844271192818,43
-0.00174844024756321,5
-0.00174843990244761,45
-0.00174841787272505,37
-0.00174841685415297,33
-0.00174840275117488,4
-0.00164845728079746,40
-0.00164837716565363,22
-0.00154848055257256,24
-0.00154844527881494,26
-0.00154838235936943,25
-0.00144846941250253,29
-0.00144844679487235,8
-0.00144842161348841,7
-0.00144839437381459,46
-0.001448373120192,32
-0.0013484806617041,17
-0.00134845722012647,13
-0.00134844390900126,15
-0.00134842898070004,42
-0.00134842219019567,20
-0.00134841281089484,39
-0.00134840135461475,3
-0.00134836996076911,41
-0.00134833734845929,34
-0.0012484771872795,3
-0.00124847293312238,32
-0.00124843828915443,36
-0.001248404854619,59
-0.00124837123761949,31
-0.00114848626214919,14
-0.00114847642302608,65
-0.00114845768359243,39
-0.00114845453333782,60
-0.00114843979464056,16
-0.00114843039090233,25
-0.00114841890306221,44
-0.00114841603499302,62
-0.00114839829200571,66
-0.00104847297016944,67
-0.00104838882343209,23
-0.00104838724951435,24
-0.00104837329302343,49
-0.00104818606645714,57
-0.000948488330181307,20
-0.000948465642142828,11
-0.000948463853305999,9
-0.000948451800611382,33
-0.000948451167155436,64
-0.000948439618324489,47
-0.00094839237907796,42
-0.000948370517928333,61
-0.000948296917546705,29
-0.000848475154730726,30
-0.000848467546521873,38
-0.000848435934430655,52
-0.000748505203846358,21
-0.000748433230245716,48
-0.000748378433364925,50
-0.000748315138244893,35
-0.000748296158547458,1
-0.000648504273016306,13
-0.00064845869703103,40
-0.000648449085708347,54
-0.000648428314377586,8
-0.000648396786499384,4
-0.000648343942256862,53
-0.000548457853658797,51
-0.00054844651505449,19
-0.000548435315762686,63
-0.000548384978713907,43
-0.000548367021507357,34
-0.000548308427175577,56
-0.000448499105246375,37
-0.00044849715405181,45
-0.000448491536073497,5
-0.000448475532108308,22
-0.000448469886328554,28
-0.000448469049522181,17
-0.000448462736257379,18
-0.000448458130052731,2
-0.000448456279686015,41
-0.000448455966782672,7
-0.000448449252386076,6
-0.000448377986860727,26
-0.000448351316985877,15
-0.000448335000541932,46
