OffsetVoltage_lewis X,
-0.0365996655782162,31
-0.0347996620691578,6
-0.0329996670292774,46
-0.0329996665945307,59
-0.0329996514605699,1
-0.0329996492989866,65
-0.032999628933425,63
-0.0311996646096999,44
-0.0275995891493833,51
-0.0257996664701861,57
-0.0257996605581452,58
-0.0257996272841751,39
-0.0239996669087813,53
-0.0239996653752864,4
-0.0239996367946266,26
-0.0239996154876941,32
-0.0221996688090244,74
-0.0221996608011574,20
-0.0221996571189075,76
-0.0221996570109792,14
-0.0221996531719145,21
-0.0221996205402785,30
-0.0221995678461507,8
-0.0203996731257274,72
-0.0203996602479939,62
-0.0203996590694984,10
-0.0203996559088509,49
-0.0203996501532343,28
-0.0185996653213868,42
-0.0185996561830838,73
-0.0185996252519367,60
-0.0185996243459049,36
-0.0185995522685364,79
-0.0167996697097977,7
-0.0167996355062864,48
-0.0149996710614458,13
-0.0149996323957038,41
-0.0149996008512101,69
-0.0131996682395868,40
-0.0131996500180151,33
-0.0131996402776837,56
-0.0113996678076262,77
-0.00959967082308452,5
-0.00779966638839549,70
-0.00779966508443324,67
-0.00779963384755323,15
-0.007799623619225,37
-0.00599967022271337,45
-0.00599965780463758,75
-0.00599965315683519,9
-0.00599965308887671,18
-0.0041996692711987,47
-0.00419956945624738,52
-0.00239964243335218,3
-0.00239963113629622,50
-0.000599568261226402,27
-0.000599560391418926,29
0.00120033238705165,11
0.00120033787572888,16
0.00120034782192269,64
0.00120034925520504,78
0.00120039886139057,61
0.00120042141069492,12
0.00300033759919916,19
0.00300034760333929,25
0.00300036130881584,17
0.00300044853247375,35
0.00480033310822764,11
0.00480033592422583,35
0.00480036945482111,47
0.00660033890502817,22
0.00660035527300756,16
0.008400345515436201,20
0.008400370226226391,48
0.0084004194381684,31
0.0102003525619397,63
0.0102004131308064,36
0.0120004644376215,50
0.0138003946377524,2
0.0156004151010952,52
0.015600452270347,29
0.0174003316136327,38
0.0174003323049532,26
0.017400381548498,39
0.0192003324847469,56
0.0192003330490197,58
0.0192003668927257,34
0.0210003449577886,64
0.0210003560933057,3
0.0210003588893072,1
0.0210003868438925,41
0.0228003369156067,46
0.0228003553732786,67
0.0228003685058535,8
0.0246003362309446,33
0.0246003440176587,32
0.0246003615963595,5
0.0264003561778175,51
0.0264003996422629,28
0.028200332953547,10
0.0282003406004578,37
0.0282003461807313,14
0.0282003590977734,4
0.0300003317143739,45
0.0300003535586803,7
0.0300003659052535,23
0.0318003608524097,17
0.0318003851116193,66
0.0318003925096409,18
0.031800407002,27
0.0336003401495145,57
0.0336003405565627,21
0.0336003420983131,40
0.0336003713322833,54
0.0354003422771249,60
0.0354003427712761,9
0.0354003586038061,59
0.0372003362830118,42
0.0372003386851798,68
0.0372003680926092,30
0.0390003357753817,19
0.0390004779383229,6
0.0408003333841261,25
0.0426003377781745,53
0.0426003386650747,43
0.0426003513526489,13
0.0444003377929941,24
0.0462003401254197,44
0.0462003443410256,12
0.046200411414258,49
0.0480003355135222,62
0.0480003438764481,61
0.0480003758292206,55
0.0480003914397418,15
0.0498003359267878,65
0.0516003605602045,48
0.0516003816044274,24
0.0534003432857084,52
0.0552003333648012,11
0.0552003353307557,37
0.0552003394871321,26
0.0552003583078158,14
0.0552003783023103,10
0.057000413541274,33
0.0588003889110047,7
0.0588004841859555,27
0.0606003383930731,30
0.060600345757753,46
0.0624003432600314,47
0.0642003645988159,28
0.0660003711443312,32
0.067800448324092,53
0.06960035110096149,8
0.06960036989079441,42
0.0696003986654576,29
0.07140035320712999,25
0.0714003645751277,13
0.0714003814754572,40
0.0714004019230574,57
0.07140040284174071,17
0.07320034060158689,19
0.07320034317931939,50
0.0732003621902244,41
0.07320037255918441,4
0.0750003980804565,5
0.07500040170781699,56
0.0768003466635245,39
0.0768003524766709,35
0.07680037348784539,34
0.0786003745586888,12
0.0786004429048973,3
0.0804003429072335,58
0.0804003455107626,16
0.0804003483447762,22
0.0804003489128217,18
0.0822003403368618,31
0.082200343567194,55
0.0822003574716804,9
0.0822003664000347,60
0.0822004060773814,54
0.0840004205118117,1
0.08580036398159301,44
0.08580039586547231,49
0.0858004256163144,21
0.0894003550344156,36
0.089400355421086,51
0.08940038603986571,45
0.09120034305615191,43
0.0912003478962105,59
0.09300040411904641,15
0.0948003616670146,6
0.0948003697640326,20
0.0966003594195015,2
0.0984003389842697,38
0.0984003421268419,23
0.100200359767132,4
0.102000401337571,18
0.103800340410237,12
0.103800379193824,30
0.10560039707036,23
0.107400440897594,14
0.112800339209657,10
0.112800340007629,9
0.112800365075159,21
0.112800388410555,27
0.114600356519493,31
0.120000350470546,11
0.120000392165008,19
0.121800355425251,20
0.121800426770618,25
0.123600377364247,22
0.125400368149478,13
0.125400399091575,2
0.127200350362598,7
0.127200361299775,16
0.127200394944654,6
0.130800346849723,1
0.130800377039123,5
0.136200419109468,29
0.138000344533318,17
0.138000345917257,28
0.13980035062541,3
0.141600355366631,24
0.143400364847927,8
0.145200379192189,15
0.147000500890592,26
0.148800355296985,3
0.148800368133236,7
0.150600363376355,2
0.15240035106349,6
0.15600039262433,9
0.157800388871586,1
0.163200380660725,8
0.177600348344515,4
0.179400397168488,11
0.179400434443741,10
0.181200349080691,12
0.186600345795884,5
0.193800430306755,13
0.197400402038172,3
0.201000493948113,8
0.206400349970349,9
0.206400354161064,5
0.210000360082724,7
0.213600354527399,10
0.217200394183232,6
0.235200378331818,4
0.235200506090754,2
0.238800373084123,1
0.255000351681912,5
0.258600364781539,2
0.258600387839965,3
0.264000429066324,1
0.287400358301655,6
0.292800370721665,4
