OffsetVoltage_lewis X,
-0.189599658630917,13
-0.180599687856528,4
-0.175199687448599,3
-0.171599676752382,2
-0.17159964507056,8
-0.162599642807433,6
-0.160799685884876,10
-0.160799685037315,5
-0.158999637516887,7
-0.157199684348528,9
-0.151799676610715,12
-0.142799670661633,1
-0.142799637178216,11
-0.140999662063127,43
-0.139199645788314,9
-0.1373996441862,12
-0.135599687549405,18
-0.135599681442278,15
-0.135599648490226,30
-0.133799684002879,32
-0.13019964555902,20
-0.128399662962063,44
-0.128399615788591,19
-0.124799682009515,8
-0.12479965425352,14
-0.124799654156514,40
-0.121199646246514,2
-0.121199639116371,34
-0.121199579332674,6
-0.119399671655224,26
-0.119399633886,21
-0.119399629866867,29
-0.119399625949859,28
-0.115799636949555,24
-0.115799616271081,10
-0.113999681372662,17
-0.1139996753779,7
-0.113999653639834,41
-0.110399675695603,16
-0.10859959681976,36
-0.104999664328225,27
-0.104999634859509,5
-0.10499960136123,4
-0.103199678292002,22
-0.103199613428982,37
-0.101399676192011,33
-0.101399644108503,42
-0.0995996806321135,39
-0.0995996775876289,25
-0.0995996607109351,13
-0.09779959227290071,31
-0.0959996683290949,3
-0.09599966619572529,11
-0.09599965005098821,23
-0.0959996429422217,45
-0.09599948161627921,46
-0.0941996732592441,1
-0.09419966905734339,35
-0.0941996462239245,38
-0.092399664337894,51
-0.09239962654747221,57
-0.09059966642924019,42
-0.0905996053386193,27
-0.090599488392615,13
-0.0887996788341618,35
-0.0887996141631391,39
-0.0869996580446798,28
-0.0851996748348447,38
-0.0851996714120849,3
-0.0851996651214,55
-0.0833996704846366,20
-0.08339958824015491,61
-0.0797996577059369,46
-0.0743995669667957,54
-0.07259967278504249,1
-0.0725996718404676,19
-0.072599653628609,43
-0.07079967088192279,59
-0.0707996672911097,8
-0.0707996602627874,29
-0.06899967531441691,14
-0.0689996500174026,15
-0.06899964035578229,6
-0.0689996195015344,53
-0.0671996589928453,7
-0.06719962651442141,36
-0.0653996757048375,17
-0.06539964996705119,31
-0.0653995951250418,4
-0.063599664037128,9
-0.0617996712684649,33
-0.0617996591709489,56
-0.0617995972500988,12
-0.0617995931114049,21
-0.0581996509428529,48
-0.0581996070689926,26
-0.0563996730570201,40
-0.0563996658174157,22
-0.0563996568728531,5
-0.0563996343751325,41
-0.05459967378035,44
-0.0545996559619611,25
-0.0545996385834297,34
-0.0509996681650782,2
-0.0509996638512987,50
-0.0509996637898436,58
-0.0509996540421199,45
-0.0509996050215659,11
-0.0509995325843511,18
-0.0491996769717081,24
-0.0491996708068012,47
-0.0491996413132511,30
-0.049199629315979,16
-0.0473996716650802,49
-0.047399668256129,10
-0.0473996100642043,37
-0.0455996327925301,52
-0.0455996280851301,32
-0.0455996106273446,60
-0.0455995515969427,23
-0.0437996708191475,68
-0.0437996694979646,71
-0.0437996063660958,22
-0.0419996724109583,43
-0.0419996697527533,66
-0.0419996640886593,2
-0.0419996501767867,54
-0.0401996715686726,80
-0.0401996359555517,34
-0.0383996759956145,38
-0.0383996440441315,24
-0.0383996426588791,55
-0.0383996315805387,23
