OffsetVoltage_lewis_alt X,
0.00204001196276743,73
0.00210001071799897,5
0.00216001088659624,26
0.00216001105961059,27
0.0021600116377159,48
0.00222001237239869,77
0.00228001061651892,50
0.002280010818053,76
0.0022800109793988,1
0.00234001036859329,51
0.00234001069414688,53
0.00234001081667412,41
0.00234001116214389,21
0.00234001170118147,20
0.00234001221897632,79
0.00234001230855851,74
0.00240001116189182,60
0.00246001090270014,35
0.00246001150813885,54
0.00246001168866104,46
0.00252001086578812,10
0.00252001105853287,23
0.00252001142090958,17
0.00252001224614712,56
0.00258001186436712,11
0.00264001094283149,52
0.00270001102700078,57
0.00270001202299867,61
0.00270001225190416,25
0.00270001323349438,13
0.00276001118216812,70
0.00276001237878285,3
0.00276001285793686,75
0.00282001055285998,65
0.00282001066062433,4
0.00282001114772961,43
0.00282001379983108,45
0.00288001091865369,14
0.00288001121111697,30
0.0030000106211115,18
0.00300001115285011,28
0.00300001128968085,68
0.00306001238832636,17
0.00312001057433408,36
0.00318001218426279,30
0.00324001180932569,1
0.0032400130603705,35
0.00336001039181059,33
0.0033600131486696,16
0.00342001081926905,38
0.00342001303987254,13
0.00354001181627461,10
0.00354001292420959,3
0.00360001083900713,34
0.00360001263646026,25
0.00372001057188881,21
0.00372001187343832,9
0.003780010867917,2
0.00378001144339349,39
0.00384001064836747,4
0.0038400107445063,26
0.00390001094581827,7
0.00396001127031811,15
0.00402001091808955,28
0.00408001093967472,22
0.00408001114874909,24
0.00414001112716699,40
0.0041400120302552,32
0.0042000104174804,23
0.00420001075191057,27
0.00432001108702894,12
0.00438001091225104,18
0.00438001170071803,14
0.00444001082599304,20
0.00444001105857528,5
0.00450001085800382,11
0.00456001115454104,31
0.00462001082551615,8
0.00468001080728039,37
0.00480001121722505,29
0.00492001099046434,19
0.00492001141760644,6
0.00504001105197299,19
0.0051000105825014,12
0.00510001091833488,10
0.00510001109693369,24
0.00510001152736641,2
0.00516001129483387,9
0.00528001101433155,11
0.00528001123581939,5
0.00528001144801404,8
0.00540001099525455,7
0.00540001381360944,15
0.00546001060076964,3
0.00558001051562011,21
0.00606001129966396,16
0.00606001331909433,6
0.00612001188756898,20
0.00618001179199977,17
0.00618001205217106,22
0.00624001214935163,1
0.00636001187755988,13
0.00660001158801047,14
0.00672001246442011,23
0.00678001072579342,25
0.00678001190387321,18
0.0068400119722705,4
0.00696001032782721,1
0.00726001137877662,8
0.00732001108032387,2
0.0074400104918845,3
0.007980011113301259,7
0.00816001295723635,4
0.00840001091742037,6
0.00888001090862838,5
