OffsetVoltage_lewis_alt X,
-0.0105599888495198,1
-0.00911998846856496,2
-0.00821998782701642,4
-0.00767998801441387,5
-0.00689998811024252,6
-0.00683998841225858,7
-0.00683998685860464,2
-0.00671998941992915,3
-0.00671998781677043,1
-0.00653998812199732,18
-0.00647998947659482,6
-0.00641998934644603,4
-0.006359989102555,12
-0.00629998923029784,5
-0.00605998936419001,7
-0.00605998820153966,19
-0.00569998856846673,17
-0.00563998932969253,8
-0.00539998932799101,10
-0.00539998857828235,20
-0.00509998889752369,16
-0.00503998940931294,14
-0.00503998858630295,3
-0.00497998527054885,9
-0.00491998928318558,15
-0.00491998899167651,1
-0.00491998811200396,2
-0.00491998797474857,11
-0.00479998945006816,13
-0.00467998916509304,16
-0.00455998932698529,25
-0.00455998764832592,9
-0.00449998720875554,24
-0.00437998933320049,44
-0.00425998855851083,14
-0.00425998826071317,5
-0.00425998773553663,8
-0.00407998929743515,22
-0.004079989217782,37
-0.00407998916362468,2
-0.00407998798293928,33
-0.00401998865601272,41
-0.00401998858956449,36
-0.00395998952714654,19
-0.00395998905781006,46
-0.00395998835372359,12
-0.0039599873600944,45
-0.00383998949305387,30
-0.00377998808232089,13
-0.00371998780832494,49
-0.00365998938253974,31
-0.00365998915391088,28
-0.00365998872409331,1
-0.00365998863171653,7
-0.00365998860169523,18
-0.00365998770488567,10
-0.00359998918087164,3
-0.00347998873298849,4
-0.00341998903478672,47
-0.00341998877174795,39
-0.00335998915376413,17
-0.0033599890186287,48
-0.00335998740540871,29
-0.0033599867344106,23
-0.00317998879299878,20
-0.00317998855518862,38
-0.00317998850131242,35
-0.00317998802414175,42
-0.00317998764618872,43
-0.00311998930684774,27
-0.00305998947078645,15
-0.00305998689931229,40
-0.00293998937697462,26
-0.00293998936570351,6
-0.00287998931705699,34
-0.00287998856829695,11
-0.00287998784276223,21
-0.00281998855626791,32
-0.00275998914662152,37
-0.00275998876564427,36
-0.00269998910466832,81
-0.00269998903606415,30
-0.00269998890740113,75
-0.00269998707967467,43
-0.002639989159937,17
-0.00263998880877888,84
-0.00257998883831435,6
-0.00245998948883219,66
-0.00245998933422399,7
-0.002459988803817,65
-0.0024599886863626,55
-0.00245998831098947,56
-0.00245998786528697,44
-0.00245998679991147,13
-0.00239998861174736,3
-0.00239998650555116,78
-0.00233998870925128,58
-0.0023399883356732,4
-0.00233998801299318,59
-0.00233998745890504,26
-0.00227998871938079,50
-0.00227998730640459,39
-0.00221998923516882,64
-0.00215998764346208,52
-0.00203998821651347,68
-0.00203998802157088,48
-0.00203998794606879,20
-0.00197998947240946,77
-0.00185998833058785,2
-0.00185998827062373,57
-0.00185998765026333,23
-0.00185998650785929,32
-0.00179998927046132,34
-0.0017999882684753,29
-0.00179998715731617,41
-0.00173998937080207,10
-0.00173998838999212,71
-0.0017399879063437,67
-0.00167998936212041,49
-0.00167998856530888,45
-0.00167998801636914,19
-0.00161998911313899,54
-0.00161998850284897,12
-0.00155998897091101,11
-0.00155998886300232,42
-0.00155998839900342,38
-0.00149998887652426,62
-0.00143998924439173,18
-0.00143998885361377,5
-0.0013199888829127,27
-0.00131998859263489,24
-0.00131998750287478,14
-0.00131998574701527,69
-0.00125998925681273,60
-0.00125998915269081,25
-0.00125998904375704,61
-0.00125998831045489,70
-0.0012599875520616,76
-0.00119998938056412,51
-0.00119998926169865,15
-0.00119998565485165,9
-0.00113998935912914,22
-0.00113998902603368,63
-0.00113998853327077,73
-0.0011399884616222,74
-0.00113998842137126,79
-0.00107998931104001,46
-0.00107998924888516,1
-0.00107998884774232,31
-0.00107998864329243,21
-0.00107998773063667,83
-0.00101998929170638,28
-0.00101998917648778,47
-0.00101998910518665,35
-0.00101998807609123,16
-0.00101998796698722,80
-0.000959988842525851,40
-0.000959988740682364,33
-0.000959988315953334,8
-0.000899989058282803,82
-0.0008999882750198609,53
-0.000839989311882401,72
-0.000839988391955387,83
-0.000779989364021325,45
-0.000779989206549552,26
-0.000779989194025303,6
-0.000779988843110553,54
-0.000779987692310241,4
-0.000719989367891447,32
-0.000719988399566499,69
-0.000659988073920623,82
-0.000599988495646774,30
-0.00059998819950605,8
-0.000539989259907323,16
-0.0005399891323968901,53
-0.000539989054438418,14
-0.000539989013233307,31
-0.000539988402875582,44
-0.00047998887799156,79
-0.000479987604654054,50
-0.000479987385398457,27
-0.000479987156398449,9
-0.000419989466036418,55
-0.000419989351540068,43
-0.000419986625954777,19
-0.000359989405235952,49
-0.000359989293551905,5
-0.00035998891657597,28
-0.000359988801542331,51
-0.000299988833797119,78
-0.000299987423705985,72
-0.000239989408748084,11
-0.000239989159607737,68
-0.000239989066423674,73
-0.000239986894769547,17
-0.000179989438794558,35
-0.000119989384240012,84
-0.000119989127226944,86
-5.99893641192532e-05,1
-5.99891559395648e-05,52
-5.99888471194369e-05,2
-5.99885535502214e-05,10
1.19843659679416e-08,15
1.26825897068715e-08,12
6.00111532585676e-05,65
0.000120010752353663,23
0.000180010730561087,74
0.000180011208045258,67
0.000180014602806208,13
0.000240010857225942,71
0.00024001094107504,34
0.000240011823944481,33
0.000300010600711845,64
0.000300010887558721,75
0.000300011516115302,40
0.000300011814574115,25
0.000300011924983398,77
0.000300012028687317,7
0.000360010731712616,60
0.000360011072712542,21
0.000360011787391049,63
0.000420010745773022,62
0.000420011330359091,61
0.0004200120317861,39
0.000480010792044195,37
0.000480010995068402,80
0.000480013130865042,41
0.000540010668513501,81
0.000540011099095328,66
0.000660011266088726,38
0.000720010724554131,22
0.000720011110085237,48
0.000780010938361353,3
0.000780010959796395,29
0.0007800110949466469,57
0.000780011161555907,46
0.000780013142439547,47
0.00078001419586007,24
0.000840011211530742,18
0.00084001128612775,36
0.000840011385317899,42
0.000900010851509157,76
0.000900011110346368,59
0.000900011470510351,56
0.000960010623134849,70
0.000960011515306754,20
0.0010200107740665,58
0.00108001094455349,85
0.00114001060454017,37
0.00114001070041369,67
0.0011400115782309,64
0.00120001071362137,16
0.00120001104871841,8
0.00120001107014662,9
0.00120001180102372,63
0.00120001282355647,12
0.00120001286988109,39
0.00126001070377923,33
0.00126001083454424,38
0.00126001185064133,55
0.00138001072472031,15
0.00144001078769079,42
0.0014400120277388,78
0.00150001124075534,2
0.00156001061630799,44
0.00156001073144019,58
0.00156001093350013,31
0.00156001432757474,66
0.00162001072181449,34
0.00162001082668954,36
0.00162001121626822,71
0.00162001232286499,72
0.00168001060556668,49
0.00168001062047364,6
0.00168001072752358,29
0.00168001086538908,40
0.00174001061786462,22
0.00180001069562401,47
0.0018000112168999,32
0.00186001081548218,24
0.00192001063841944,19
0.00192001191916289,7
0.00198001118699193,62
0.00198001187471474,59
0.00204001172213009,69
