OffsetVoltage_lewis X,
-0.08063992915306339,10
-0.0770399189288324,3
-0.07415992404732159,2
-0.07379992390814639,7
-0.0727199198114702,1
-0.0694799226683652,9
-0.0676799275329192,5
-0.0676799226944525,4
-0.0665999247269367,6
-0.0647999296001092,8
-0.06371991070835981,21
-0.0601199234741065,19
-0.0597599232238151,1
-0.0586799169723476,24
-0.0583199240536122,7
-0.0579599163133019,17
-0.0572399295500219,6
-0.0561599257437762,9
-0.0554399254682918,11
-0.0543599235269536,25
-0.0543599125615509,18
-0.0536399189380706,5
-0.0532799233704164,13
-0.0521999194281117,12
-0.0514799235937594,22
-0.051119923159379,8
-0.050399914069124,3
-0.0496799279566511,14
-0.0493199141714571,16
-0.0485999100978626,4
-0.0482399283275269,2
-0.0482399268748005,20
-0.0482399254234816,15
-0.0482399247776727,10
-0.0478799278532108,23
-0.0467999286099062,8
-0.0467999186257579,21
-0.046079916304858,17
-0.0449999270733589,29
-0.0446399291349912,13
-0.0431999102695756,32
-0.0424799281502966,15
-0.0424799216009757,26
-0.0421199199500773,20
-0.0421199152960654,4
-0.0417599269998029,5
-0.0403199261815307,19
-0.0403199182914334,9
-0.0395999203059135,38
-0.0395999133409375,3
-0.0395999098698133,10
-0.0392399260527138,25
-0.0392399223951638,16
-0.0388799240144644,35
-0.0388799044044074,1
-0.0385199258759164,34
-0.0385199217838724,37
-0.0377999234853808,28
-0.0377999230038255,31
-0.0374399280004452,23
-0.0374399255291912,33
-0.0367199281185259,27
-0.0367199257227222,6
-0.0367199186375744,22
-0.0363599290215086,11
-0.0352799204560955,14
-0.0349199254735468,30
-0.0345599203563453,2
-0.0341999269295374,18
-0.033839922095556,7
-0.0338399181189725,12
-0.0334799129726418,36
-0.0313199249801327,24
-0.0291599282597378,54
-0.0291599193841141,42
-0.0291599160525161,1
-0.0287999274712755,60
-0.0284399266878909,53
-0.0284399190914398,15
-0.0284399142545043,14
-0.0280799177526714,19
-0.0277199267554253,8
-0.0273599279188039,26
-0.0269999189718698,7
-0.0266399272002976,17
-0.0266399171976848,5
-0.0262799287773822,35
-0.0262799252932907,33
-0.0255599279812753,31
-0.0255599245569921,10
-0.0251999210765732,55
-0.0248399271916467,20
-0.0248399233980275,3
-0.0241199269994615,13
-0.0230399258264575,47
-0.0230399238422899,25
-0.0226799260883524,34
-0.0223199262481293,4
-0.0223199234078397,21
-0.0219599274271417,40
-0.0219599252489419,39
-0.021959923085472,44
-0.0219599217620542,46
-0.0208799245788743,2
-0.0205199274647629,45
-0.0201599119615785,50
-0.0197999287052578,24
-0.0197999271822177,16
-0.0197999178387072,11
-0.0197999125723129,18
-0.0194399272314146,37
-0.0194399250511303,23
-0.0190799277854451,30
-0.0190799217009014,9
-0.0187199274315716,57
-0.0183599265746317,49
-0.0179999277553656,48
-0.0176399273672892,32
-0.0176399251905765,58
-0.0176399112021611,12
-0.017279925964454,59
-0.0169199204544076,41
-0.0165599235006061,43
-0.0165599112811114,56
-0.0165599085205687,38
-0.0161999180396779,36
-0.0158399289230206,52
-0.0158399261263382,28
-0.0158399229474155,61
-0.0154799265556605,27
-0.0154799146189203,51
-0.0151199227744519,22
-0.0147599239249287,62
-0.0143999273596233,29
-0.0136799212993335,6
-0.0129599271262876,57
-0.0129599206634718,5
-0.0125999219561348,43
-0.011879923512018,63
-0.0115199244909585,41
-0.0115199218511942,61
-0.0111599243688589,67
-0.0104399262920541,55
-0.0104399258024373,3
-0.0104399256731846,22
-0.00971991753819141,37
-0.00971990615602328,7
-0.009359927076486901,52
-0.00935992339387957,23
-0.0093599179756019,48
-0.00935991182798921,25
-0.00899992534970089,31
-0.00899991534125737,46
-0.00899991437468484,27
-0.00863992714923795,72
-0.00827992662453802,56
-0.007919927522063259,60
-0.00719992694028736,13
-0.0071999253643692,68
-0.00719992480339729,35
-0.00683992438094185,58
-0.00683992172487853,40
-0.00647992490893419,39
-0.00647992439214621,70
-0.00647990812348174,65
-0.00611992774397647,9
-0.00611992165678304,45
-0.00611991977772118,29
-0.00611991711995781,6
-0.00611991557848184,38
-0.00575992682755684,75
-0.00431992704184198,4
-0.00431992581585067,32
-0.00431992278086346,54
-0.00431991558747905,73
-0.00395992822459724,71
-0.00395992185890889,12
-0.00359992561399294,8
-0.00359991934837388,15
-0.00323992269988495,36
-0.00323991892089625,19
-0.00251991934664164,64
-0.00251991616803572,42
-0.00251991551321413,74
-0.00215992365829565,49
-0.00179992595387997,44
-0.00179991842071209,66
-0.00143992244794445,24
-0.00107992619532637,62
-0.0010799169166962,2
-0.000359922471174371,10
-0.000359914608411522,47
0.00036007506009399,50
0.000360086713818996,21
0.0007200743733611369,59
0.00072008211940992,34
0.00108007935064574,28
0.00108007962815041,26
0.00108008825955933,18
0.0010800944003864,16
0.00144007665673134,1
0.00180007292684477,11
0.00216007782530059,20
0.0021600780275085,69
0.00252007465297028,14
0.00252008033425474,33
0.00288007379610922,17
0.00288007441285139,53
0.00324007923979286,51
0.00360008404027779,30
0.0050400764164958,32
0.00504008726953653,27
0.0054000742700329,58
0.0061200818332696,3
0.00648008620736437,39
0.00684008125259313,55
0.00684008489545981,51
0.00720007619545645,63
0.00720007636107412,30
0.00756007506076652,2
0.00756008062203791,42
0.00756008083678731,40
0.007920073379728771,1
0.007920076835287899,36
0.00828007299907519,66
0.00828007447333861,24
0.008280096465378341,47
0.00900007973915868,33
0.009000082518734661,8
0.00936007407538767,10
0.00936007543053142,4
0.009720073669890991,13
0.009720082828609511,35
0.0100800756955093,7
0.0100800760864636,29
0.0104400754199076,38
0.0104400781884769,5
0.0104400934829855,53
0.0111600740637108,46
0.0111600744550207,49
0.011520073148196,18
0.0115200793513485,19
0.0122400750755633,9
0.0122400818402385,28
0.0126000732206536,65
0.0126000746935871,59
0.0126000753899405,60
0.0126000767192732,43
0.0126000780030745,22
0.0133200857253349,31
0.0136800809234534,67
0.0136800878156137,57
0.0140400774900864,44
0.0144000767750453,20
0.0151200814992847,41
0.0158400730421754,6
0.0158400761090513,54
0.0162000783773541,25
0.0165600737202354,52
0.0165600755187476,61
0.0165600842256389,62
0.0165600886081937,12
0.0169200797412135,11
0.0169200941576997,26
0.0172800755259803,21
0.0172800873176615,45
0.0176400749924018,50
0.0176401090774702,23
