OffsetVoltage_lewis X,
0.018000076017236,64
0.0180000838722408,56
0.0183600742912522,14
0.0187200749350966,15
0.0190800738360687,16
0.0190800794584514,48
0.0190800843240951,37
0.0198000770224139,34
0.0205200737899237,17
0.0208800819710171,45
0.02088009721278,7
0.0216000784607062,28
0.0219600742804735,44
0.0219600751907658,25
0.0226800769169146,26
0.0237600742983249,30
0.0241200771644568,27
0.0244800770083618,40
0.0244800862981028,49
0.0248400755905813,4
0.0252000733792274,47
0.0252000831259751,8
0.0259200756388411,31
0.0262800786325453,36
0.0262800790162328,53
0.0262800809387936,15
0.027000075882872,17
0.0270000762394841,5
0.0270000766971342,54
0.0270000779762782,37
0.0270000788634478,22
0.0273600736093459,52
0.0273600758896503,12
0.0273600765188757,32
0.0273600770113441,38
0.0277200761464992,11
0.0280800751650649,46
0.0288000744294959,51
0.02880008154526,1
0.0291600745215826,3
0.029160075932244,50
0.0291600802899629,14
0.0295200788002912,20
0.0298800768531934,29
0.0302400750811676,19
0.0302400796899602,9
0.0306000756302661,42
0.0306000782200856,16
0.0309600803778072,34
0.0309600808774226,57
0.0313200816120419,56
0.031320084934337,18
0.0316800801956173,43
0.0320400763220249,41
0.0327600745706164,2
0.0331200774509885,48
0.0334800974286968,6
0.0342000861002834,13
0.0345600774274923,21
0.0345600786636427,35
0.0352800795518884,33
0.0360000742616467,10
0.0363600744922075,39
0.0367200979659934,24
0.0370800748486554,55
0.0370800757393294,23
0.037800079885837,14
0.0396000758853932,11
0.0399600770202492,31
0.0410400755073701,27
0.0414000916409835,12
0.0417600805573776,19
0.0421200741743419,22
0.0421200778043036,23
0.0421200780450503,25
0.0424800755490264,8
0.042840082982482,21
0.043200073854921,17
0.0432000780957197,13
0.0435601019630153,9
0.0439201015523664,2
0.0442800821550814,7
0.0446400764412937,1
0.0457200754254376,29
0.0457200837419606,30
0.0471600754709065,15
0.0471600757055378,24
0.0471600771490446,18
0.0482400941808244,6
0.0489600780457263,10
0.0504000750306355,20
0.0507600837672163,26
0.0507600895485015,5
0.0514800771844874,28
0.0518400797197658,16
0.0518400803318204,4
0.0522000796122442,3
0.0565200805777907,6
0.0594000751912515,1
0.0597600789176002,8
0.060120087166982,11
0.0608400780801365,3
0.0615600872620419,12
0.0619200752649355,9
0.0640800771086103,2
0.0658800745883598,7
0.0658800768477599,4
0.0658800815500336,10
0.0669600761017031,14
0.06696009096550309,13
0.0691200861172048,5
0.0745200772317974,2
0.07632007673431861,7
0.0766800876809583,4
0.0784800822375035,5
0.07992007712648171,8
0.0824400776877024,3
0.0853200764253091,1
0.08820008332922739,6
