OffsetVoltage_lewis X,
0.108800162300317,7
0.109600187405793,8
0.111200172890362,3
0.117600178120002,2
0.12160017560348,4
0.123200168615444,6
0.12800017699009,5
0.139200163237523,2
0.139200163292656,7
0.140000164500244,4
0.148000163136601,8
0.148800163893773,5
0.150400239881734,3
0.155200169539904,1
0.16640016987481,6
0.176000181592259,2
0.176000185229352,5
0.182400167217837,4
0.182400174141968,3
0.199200166015981,1
