OffsetVoltage_lewis X,
-0.1263998376696,5
-0.122399832902349,3
-0.119999822405536,10
-0.119199849434934,2
-0.112799837179378,12
-0.111999845718915,8
-0.111999817907324,7
-0.109599846876833,9
-0.108799820927008,11
-0.0983998476151511,1
-0.0983998425682138,13
-0.0951998475245502,4
-0.0951998273259983,6
-0.0935998487749798,29
-0.09359983634031931,13
-0.0927998521852683,16
-0.09199979273772189,31
-0.0887998406881443,18
-0.08719984156370961,17
-0.0871998239031645,8
-0.08479984994353761,12
-0.0823998486649804,6
-0.08159984911104599,2
-0.08159984729988611,33
-0.08159984656267109,19
-0.0815998342924131,27
-0.0815998276871539,24
-0.0799998427318909,26
-0.0791998358144087,15
-0.0791998141665118,7
-0.0783998406679187,9
-0.078399818645893,22
-0.07519984382272291,14
-0.0711998355746614,25
-0.0711998006647574,20
-0.07039984791918889,5
-0.0703998464407255,4
-0.0695998467139925,32
-0.06799983808545181,23
-0.0671998336651561,11
-0.0655998484978892,10
-0.06559984652236441,30
-0.0655998393522621,3
-0.0647998492369877,21
-0.0647998230097702,1
-0.0615998489893692,28
-0.0607998462483578,14
-0.0607998462181617,28
-0.0599998493056241,40
-0.0599998438237772,36
-0.0583998166038444,29
-0.0583997548183958,3
-0.0575998453853369,39
-0.0567998341117737,21
-0.0535998318235151,46
-0.0487998480587481,1
-0.0487998400903382,43
-0.0487998242035513,20
-0.0471998473832121,8
-0.0471998405875839,30
-0.0471998321490702,15
-0.0463998479014635,16
-0.0455998400112557,6
-0.0455998057084144,7
-0.0447998350611458,37
-0.0447998325812486,18
-0.0439998094728439,32
-0.0431998300988796,10
-0.0431998219293687,4
-0.0431997911315651,34
-0.0415998294871119,22
-0.0407998423243285,13
-0.0391998276232302,48
-0.0383998461703416,27
-0.0375998465638584,23
-0.0375998458306016,41
-0.0375998454696941,5
-0.037599829695644,42
-0.0367998454484433,44
-0.0367998440526252,35
-0.0359997798663882,26
-0.0343998474543413,2
-0.0343998403650147,47
-0.0343998368874815,45
-0.0343998296649761,51
-0.0335998321190034,19
-0.033599820675785,25
-0.0327998418247788,17
-0.0327998363985255,31
-0.0327998176031801,11
-0.0319998444030766,12
-0.0319998327446479,38
-0.031999802735476,49
-0.0303998216750605,33
-0.0295998367582321,9
-0.0287998458489081,50
-0.0287997998946955,24
-0.0279998472941452,43
-0.0279998370621097,22
-0.0271998286107633,38
-0.0271998270388152,34
-0.0255998450479944,23
-0.0255998380711888,55
-0.0255998311696031,31
-0.0247998479067004,24
-0.0231998177727893,6
-0.0223998402204877,1
-0.0215998479759806,46
-0.020799828796042,44
-0.0167998471844164,51
-0.0167998412377579,4
-0.0167998330530438,39
-0.0159998445918206,54
-0.0159998389222178,20
-0.0159998219505924,26
-0.0151998475364157,32
-0.0151998353100322,21
-0.0151998235776767,8
-0.0143998233522722,14
-0.0143998229969156,49
-0.0143997853639916,28
-0.0127998438757335,30
-0.0127998337380842,10
-0.0127997176155226,42
-0.0119998425127229,36
-0.0111998346286492,7
-0.0103998456525923,48
-0.0103998298165022,41
-0.00959983393699693,40
-0.00959979395396585,13
-0.007999845721672959,33
-0.00719983914434143,5
-0.00559982540264669,15
-0.00479984371957087,37
-0.00479983967872288,9
-0.00479982860409793,18
-0.00479982101912198,45
-0.00319984292832237,47
-0.00319979378174058,52
-0.00159983528507009,3
-0.000799843838132764,50
1.5954139184427e-07,11
1.83401486737995e-07,25
0.00080016023374572,29
0.000800161370307079,27
0.000800170352766666,16
0.00160015336745646,19
0.00160016403529846,12
0.00160023913950139,17
0.00240015582186293,35
0.00240016262543695,53
0.00240016722859506,2
0.00400015781494522,25
0.00400016301409193,40
0.00400017232518518,18
0.00480017552269578,23
0.00560016245293373,53
0.00640015877630948,42
0.00720015287302031,35
0.00720015953365499,55
0.0104001533136786,30
0.0104001682685516,2
0.0112001551057692,44
0.0112001631137086,33
0.0120001672305596,45
0.0128001572940137,3
0.0128001706211121,39
0.0136001598717477,1
0.0136001637205318,47
0.0144001609676699,52
0.0152001624680069,8
0.0152001912931115,36
0.0160001622625718,38
0.0168001581427201,5
0.0168001764815587,10
0.0176001602368882,32
0.0176001605593649,13
0.0176001609410223,4
0.017600166972728,27
0.0176001722843369,56
0.0176001791591758,43
0.0184001747830854,7
0.0192001556293547,51
0.0200001746544979,19
0.0208001556995861,20
0.0208001775025931,31
0.021600159688894,24
0.0216001894058104,9
0.0232001562589702,48
0.0232001584022174,46
0.0240001563750296,34
0.024800161119055,21
0.026400155390383,49
0.0264001566175778,6
0.0272001586249372,29
0.0280001582182728,12
0.0280001663692477,28
0.0296001585630559,11
0.0296001606206494,50
0.0312001622383299,54
0.0312001694339812,14
0.0320001681301207,22
0.0336001602987376,26
0.0344001552661138,16
0.0344001604406979,41
0.0344001660768948,15
0.0352001665992992,17
0.036000165214737,37
0.0376001585847856,7
0.0376002320168392,29
0.0384001579637755,26
0.0384001596049579,45
0.0400002158060622,27
0.0416001753707051,31
0.0440001573672657,28
0.0440001584393029,41
0.0440001688399416,8
0.0456001605198008,4
0.0456001817988089,15
0.0456001834034641,22
0.0464001595426174,38
0.0464001606945764,12
0.0464001646454203,17
0.0472001583465384,39
0.0472001765395074,37
0.0472001864201951,32
0.0480001572707198,5
0.0480001915360819,33
0.0496001610997475,11
0.0504001671195326,3
0.0504001913441196,14
0.0512001629184428,20
0.0520001567598068,16
0.0520001584060982,30
0.0520001890552624,9
0.0528001581307129,1
0.0536001920542281,19
0.0544001567029966,43
0.0552001937484606,35
0.0560001776945667,44
0.0568001675388727,42
0.058400157598744,18
0.0592001730281189,6
0.0592001795554148,13
0.060000156811954,2
0.0608001769748949,36
0.0608001819458222,21
0.0632001582727361,10
0.0632001830721515,34
0.06480016230211021,24
0.0656001629250292,40
0.0672001763775333,25
0.0680001927294191,23
0.0696001828680223,11
0.0712001715083677,27
0.07200016011592519,21
0.0744001581959859,12
0.07440017992155511,18
0.0752001891257755,25
0.0760001596861101,20
0.0760001719102319,22
0.0776001620554294,13
0.0776001738490234,8
0.0776001981377747,16
0.078400160151672,2
0.07840016070076029,9
0.0800001675834307,1
0.0800001777178589,7
0.0840002223673358,17
0.08560018055400639,24
0.0856001999744022,6
0.08720018664829191,14
0.0880001621793271,10
0.0904001954855668,19
0.0912001586054855,26
0.0912001651330169,5
0.0920002090969137,4
0.09280017556610901,15
0.09440016886198729,28
0.09520018916537761,3
0.100000187478597,23
0.107200161090953,1
