OffsetVoltage_CScomp X,
0.00125146031173007,16
0.0012514612017263,57
0.00125146757806713,50
0.00125148149141354,58
0.00125151529559648,54
0.00125162206472701,48
0.00135145375684799,52
0.00135146968889791,17
0.00135157182144764,55
0.00135158336001759,64
0.00135163729541014,8
0.00145146302234902,53
0.00145146511754723,37
0.00145147972891963,28
0.00145148317493196,34
0.00145148361019399,5
0.00145149393533704,56
0.00145149995368329,22
0.00145156139143692,67
0.00145157929745881,62
0.00145162007165853,68
0.00145162175634213,2
0.00145164801251912,4
0.00155153607136736,25
0.00155164043489249,31
0.00165146228276539,11
0.00165148324197846,18
0.0017514387622136,14
0.00175145507047822,13
0.00175148739440504,9
0.00175149624955134,30
0.0017515072531054,22
0.0017516610168255,26
0.00175171073610275,7
0.00185149429303596,5
0.00185150627060818,4
0.00185151526674213,10
0.00185151654960015,28
0.00185154752240597,21
0.00185157122161834,16
0.00185164791036308,24
0.00195149365232391,34
0.00195152628704825,29
0.00205145113961414,27
0.00205147920928634,17
0.00205148738996727,1
0.00215147360671368,12
0.00225146531591536,23
0.00225147965892809,3
0.00225149558135119,2
0.00225149681831201,6
0.00235145954707764,15
0.00235145978369846,20
0.0023514795777059,32
0.00235150302681091,8
0.00235156289856602,33
0.00235157019721984,19
0.00245147459312372,8
0.0024515147578484,3
0.00245152040009183,13
0.00245152198737904,22
0.00255145448412446,17
0.00255146478869053,15
0.00255148066455564,10
0.00265142710227967,1
0.0026514312690357,24
0.00265145564755735,12
0.00265150834434419,14
0.00265157155929898,9
0.00275144248302572,4
0.00285143799157782,18
0.00285144767576399,21
0.00285160455057495,5
0.00295145670750728,19
0.00295146242356804,6
0.00295146388028949,2
0.00295153226306189,20
0.0030514392972911,11
0.00305148987981415,23
0.00305152513465407,16
0.00315144291634812,7
0.00335146384813521,3
0.00335163556776231,6
0.0034514522071891,10
0.00345146080022766,11
0.00345149632862326,8
0.00355158264100137,4
0.00375146324994316,7
0.00385143033773219,12
0.003851456926963,5
0.00385147780401624,14
0.00385168614845758,9
0.00395147139825646,2
0.00405144819098891,1
0.00405147120742288,13
0.00405159008361516,16
0.00415144431698478,17
0.00425145094424513,15
