nmos-gmid-idw (L_sweep=2e-06) X,nmos-gmid-idw (L_sweep=2e-06) Y,nmos-gmid-idw (L_sweep=4e-06) X,nmos-gmid-idw (L_sweep=4e-06) Y,nmos-gmid-idw (L_sweep=6e-06) X,nmos-gmid-idw (L_sweep=6e-06) Y,nmos-gmid-idw (L_sweep=8e-06) X,nmos-gmid-idw (L_sweep=8e-06) Y,nmos-gmid-idw (L_sweep=1e-05) X,nmos-gmid-idw (L_sweep=1e-05) Y,nmos-gmid-idw (L_sweep=1.2e-05) X,nmos-gmid-idw (L_sweep=1.2e-05) Y,nmos-gmid-idw (L_sweep=1.4e-05) X,nmos-gmid-idw (L_sweep=1.4e-05) Y,nmos-gmid-idw (L_sweep=1.6e-05) X,nmos-gmid-idw (L_sweep=1.6e-05) Y,nmos-gmid-idw (L_sweep=1.8e-05) X,nmos-gmid-idw (L_sweep=1.8e-05) Y,nmos-gmid-idw (L_sweep=2e-05) X,nmos-gmid-idw (L_sweep=2e-05) Y
2.175916064972027e-06,32.14504929732514,1.571212621397431e-06,32.37090661130988,1.251323912644128e-06,32.44516641184124,1.059896614637897e-06,32.48205260252094,9.332753437299074e-07,32.50409727857813,8.416403318121435e-07,32.50324969812203,7.738128454376583e-07,32.50262968557299,7.215902797706629e-07,32.50215639926482,6.801468860246628e-07,32.50178324774744,6.46459474572358e-07,32.50148148329691
4.311720080016486e-06,32.11951269045901,3.018645042959531e-06,32.3398744270999,2.326746159902394e-06,32.41184917088601,1.911232024076053e-06,32.44748093743944,1.635902905564993e-06,32.46873238691469,1.436006857004043e-06,32.46745432387139,1.288044959025553e-06,32.46651934512465,1.17412179738251e-06,32.46580559337087,1.083709963408307e-06,32.46524283062842,1.010214724342328e-06,32.4647877151692
8.94899968751824e-06,32.08111678999626,6.185606423578063e-06,32.2930915541077,4.690234538263581e-06,32.36157885731651,3.789120601631853e-06,32.39529631224786,3.191019220930377e-06,32.41533735733042,2.755415897562084e-06,32.41340661818071,2.432999383853523e-06,32.41199413238796,2.184760954621107e-06,32.41091583749925,1.987755432564453e-06,32.41006563609786,1.827610411430645e-06,32.40937805659254
1.897152377438136e-05,32.02325995922907,1.30705794488597e-05,32.22245948151056,9.842334853697355e-06,32.28563992716393,7.890663454254816e-06,32.31644601628919,6.593235881012775e-06,32.33464687614629,5.645432994934464e-06,32.33173080509943,4.943973227928673e-06,32.32959754816645,4.403934048454089e-06,32.32796905827653,3.975372182434508e-06,32.32668507194108,3.627008243252014e-06,32.32564669645297
4.055606431176412e-05,31.93604544207294,2.796843898669454e-05,32.11589347661009,2.101081002299373e-05,32.17105568220159,1.679198819846637e-05,32.19746850242765,1.398345412217861e-05,32.21289461016249,1.192583400937825e-05,32.2085040849065,1.040324726944084e-05,32.2052925773904,9.231175790475933e-06,32.20284119096766,8.301132209616119e-06,32.2009085240624,7.545184483114039e-06,32.1993456385208
8.685816411115618e-05,31.80485674755965,6.004586834429976e-05,31.95570841115299,4.508751821700183e-05,31.99682827366474,3.599425749072841e-05,32.01565013430621,2.993365607297368e-05,32.02632197079046,2.548177843638551e-05,32.01975975114686,2.218828793851965e-05,32.01496088895669,1.965344688712951e-05,32.01129850962131,1.764232208407919e-05,32.00841149707137,1.60078478219862e-05,32.00607711808669
0.0001856364586204958,31.59352315664468,0.0001286337902148801,31.69537204509605,9.659683001090196e-05,31.71905240917018,7.708629274793333e-05,31.72839773643752,6.407261816270316e-05,31.7331068301894,5.449220929423206e-05,31.72343207319199,4.740714707023114e-05,31.71635995190293,4.195555993848886e-05,31.71096431084829,3.763120580228904e-05,31.7067119797954,3.411732154410072e-05,31.70327426803268
0.0003946034272302291,31.28226413654527,0.0002738375627790235,31.32348219005725,0.0002056340546871621,31.3227170510915,0.0001640619148460102,31.31883674640987,0.0001363255659161198,31.31525374427466,0.000115871945615841,31.30128816463581,0.0001007535025975242,31.29108600571751,8.912509837020261e-05,31.28330598140311,7.990386686329187e-05,31.27717672528434,7.24126765253489e-05,31.27222307144688
0.000831621082528854,30.84028088632437,0.0005770660642053165,30.79911775390856,0.0004331127575218099,30.7658285464008,0.0003454055641750082,30.74451954772695,0.0002869131437456143,30.7300693788491,0.0002437357277331083,30.7105358286633,0.0002118439571966276,30.69627932369131,0.0001873275108690156,30.68541492330043,0.0001678942943557725,30.67686021515172,0.0001521123310655096,30.6699491784181
0.001730945257209309,30.2244835733556,0.001198410932242139,30.07892135008159,0.000898271890539182,30.00570655964675,0.0007157854284094372,29.96330511415881,0.0005942418526303956,29.93580991710132,0.0005045105274828932,29.90966589197312,0.0004382985137904319,29.89060833615644,0.0003874360431294211,29.87609842964425,0.0003471422065812795,29.8646811835101,0.0003144338612248492,29.85546267976013
0.003541305911369528,29.39399453594442,0.002439743120823551,29.12880784236332,0.001824510134921794,29.01187091906612,0.001451949863729613,28.94681942516941,0.001204380087297727,28.90546892971195,0.00102176737043041,28.87238994559653,0.0008871916534625319,28.84831257268952,0.000783911828035727,28.83000040388143,0.0007021521563132386,28.81560311087592,0.0006358227133893824,28.80398594120122
0.007082095701252581,28.32431817844713,0.004841093639535971,27.93939678013243,0.00360830125605502,27.78109043692727,0.00286625211144594,27.69507921543324,0.002374783154957416,27.64105813041065,0.002012938648798058,27.60173750401763,0.001746696526781172,27.5731580690022,0.001542605834577676,27.55144442612388,0.001381184715586943,27.53438624405574,0.001250320597961884,27.52063042534939
0.01376505909639422,27.02138975194795,0.009310912534655873,26.53368832459386,0.0069106149714121,26.34146791051521,0.005476949243776238,26.23848564086785,0.004531363108115624,26.17425424094876,0.003837055061224825,26.13007814055234,0.003327109285197324,26.09800327292452,0.00293672384092154,26.07365207682516,0.002628271822621826,26.05453240639176,0.002378412047783027,26.03912071458081
