v /net1; tran (V) X,v /net1; tran (V) Y,v /VOUT; tran (V) X,v /VOUT; tran (V) Y,v /clk; tran (V) X,v /clk; tran (V) Y,v /net4; tran (V) X,v /net4; tran (V) Y
5.353006725218646e-12,0.6000000134535732,5.353006725218646e-12,0.6000174016190153,5.353006725218646e-12,1.229153962358916,5.353006725218646e-12,0.6
5.655331134761558e-12,0.6000000142133973,5.655331134761558e-12,0.6000163081851579,5.655331134761558e-12,1.227749301409041,5.655331134761558e-12,0.6
5.962097282430838e-12,0.6000000149843848,5.962097282430838e-12,0.6000145046907425,5.962097282430838e-12,1.225304059287421,5.962097282430838e-12,0.6
6.283842646065038e-12,0.6000000157930191,6.283842646065038e-12,0.6000117709337986,6.283842646065038e-12,1.221496768434953,6.283842646065038e-12,0.6
6.479989029240593e-12,0.6000000162859888,6.479989029240593e-12,0.6000096282781574,6.479989029240593e-12,1.218507044264047,6.479989029240593e-12,0.6
6.650389930455506e-12,0.6000000167142528,6.650389930455506e-12,0.6000074789034696,6.650389930455506e-12,1.215478731620012,6.650389930455506e-12,0.6
6.838261998975497e-12,0.6000000171864269,6.838261998975497e-12,0.6000047872232036,6.838261998975497e-12,1.211654012007889,6.838261998975497e-12,0.6
6.943432115092893e-12,0.6000000174507483,6.943432115092893e-12,0.6000031261627683,6.943432115092893e-12,1.209274536268959,6.943432115092893e-12,0.6
7.027092057784437e-12,0.6000000176610086,7.027092057784437e-12,0.6000017331855616,7.027092057784437e-12,1.207269813140311,7.027092057784437e-12,0.6
7.092865785725132e-12,0.6000000178263161,7.092865785725132e-12,0.6000005916310315,7.092865785725132e-12,1.205619911962565,7.092865785725132e-12,0.6
7.167637504706444e-12,0.6000000180142379,7.167637504706444e-12,0.5999992449101164,7.167637504706444e-12,1.203665281571589,7.167637504706444e-12,0.6
7.317180942669068e-12,0.6000000183900815,7.317180942669068e-12,0.5999963954868088,7.317180942669068e-12,1.19949951048575,7.317180942669068e-12,0.6
7.590085084620501e-12,0.6000000190759645,7.590085084620501e-12,0.5999906785667248,7.590085084620501e-12,1.191015369649497,7.590085084620501e-12,0.6
7.868237053432573e-12,0.6000000197750366,7.868237053432573e-12,0.599984174320111,7.868237053432573e-12,1.181186242092361,7.868237053432573e-12,0.6
8.166858751332068e-12,0.6000000205255548,8.166858751332068e-12,0.5999764626457799,8.166858751332068e-12,1.169289470714185,8.166858751332068e-12,0.6
8.52150211230684e-12,0.6000000214168707,8.52150211230684e-12,0.5999663677970944,8.52150211230684e-12,1.153317130035997,8.52150211230684e-12,0.6
8.977045727669216e-12,0.6000000225617768,8.977045727669216e-12,0.5999519895660292,8.977045727669216e-12,1.129775268983123,8.977045727669216e-12,0.6
9.57238856550726e-12,0.6000000240580364,9.57238856550726e-12,0.5999309925742879,9.57238856550726e-12,1.093643819291225,9.57238856550726e-12,0.6
9.999999999999999e-12,0.6000000251327412,9.999999999999999e-12,0.5999144914985859,9.999999999999999e-12,1.063715907744597,9.999999999999999e-12,0.6
1.009422503594966e-11,0.6000000253695545,1.009422503594966e-11,0.5999104053565417,1.009422503594966e-11,1.056195362403417,1.009422503594966e-11,0.6
1.018418980685916e-11,0.6000000255956607,1.018418980685916e-11,0.5999065410937937,1.018418980685916e-11,1.049000217421987,1.018418980685916e-11,0.6
1.028115760743202e-11,0.6000000258393673,1.028115760743202e-11,0.5999024229962551,1.028115760743202e-11,1.041237976382836,1.028115760743202e-11,0.6
1.046202480634604e-11,0.6000000262939362,1.046202480634604e-11,0.5998948696027344,1.046202480634604e-11,1.026750065432961,1.046202480634604e-11,0.6
1.081669415748467e-11,0.6000000271853175,1.081669415748467e-11,0.5998804768445026,1.081669415748467e-11,0.9983197624427588,1.081669415748467e-11,0.6
1.119940975393432e-11,0.6000000281471867,1.119940975393432e-11,0.5998654484762609,1.119940975393432e-11,0.9676499532787616,1.119940975393432e-11,0.6
1.159172904576494e-11,0.6000000291331926,1.159172904576494e-11,0.5998504719099793,1.159172904576494e-11,0.9362732507568935,1.159172904576494e-11,0.6
1.200316837957691e-11,0.6000000301672525,1.200316837957691e-11,0.5998351831768058,1.200316837957691e-11,0.9034858564707473,1.200316837957691e-11,0.6
1.24257113274776e-11,0.6000000312292187,1.24257113274776e-11,0.5998199814828291,1.24257113274776e-11,0.8699902050039369,1.24257113274776e-11,0.6
1.275978310872844e-11,0.6000000320688327,1.275978310872844e-11,0.5998084195860937,1.275978310872844e-11,0.8436744750800542,1.275978310872844e-11,0.6
1.304027305662645e-11,0.6000000327737808,1.304027305662645e-11,0.5997990887189282,1.304027305662645e-11,0.8217159540601608,1.304027305662645e-11,0.6
1.3327740853208e-11,0.6000000334962662,1.3327740853208e-11,0.5997899051812255,1.3327740853208e-11,0.7993543194099691,1.3327740853208e-11,0.6
1.371469945915466e-11,0.6000000344687992,1.371469945915466e-11,0.5997781193286609,1.371469945915466e-11,0.7694976900817952,1.371469945915466e-11,0.6
1.402381595327051e-11,0.6000000352456937,1.402381595327051e-11,0.5997691120224108,1.402381595327051e-11,0.7458582142222344,1.402381595327051e-11,0.6
1.432126371480708e-11,0.6000000359932615,1.432126371480708e-11,0.599760716400612,1.432126371480708e-11,0.7232891214032396,1.432126371480708e-11,0.6
1.461140535756298e-11,0.6000000367224669,1.461140535756298e-11,0.5997527248047237,1.461140535756298e-11,0.7014392615620066,1.461140535756298e-11,0.6
1.490582786451413e-11,0.6000000374624315,1.490582786451413e-11,0.5997447643744707,1.490582786451413e-11,0.6794285919106587,1.490582786451413e-11,0.6
1.521698448700982e-11,0.6000000382444534,1.521698448700982e-11,0.5997364678245881,1.521698448700982e-11,0.6563380522551755,1.521698448700982e-11,0.6
1.554988120312236e-11,0.600000039081114,1.554988120312236e-11,0.5997276847083751,1.554988120312236e-11,0.6318232094169097,1.554988120312236e-11,0.6
1.592450290729345e-11,0.6000000400226411,1.592450290729345e-11,0.5997178646065209,1.592450290729345e-11,0.6044669401846743,1.592450290729345e-11,0.6
1.629731023359727e-11,0.600000040959608,1.629731023359727e-11,0.5997081241598271,1.629731023359727e-11,0.5774887710364421,1.629731023359727e-11,0.6
1.666959949858154e-11,0.600000041895273,1.666959949858154e-11,0.5996984084281226,1.666959949858154e-11,0.5508037169700952,1.666959949858154e-11,0.6
1.70258577769254e-11,0.6000000427906478,1.70258577769254e-11,0.599689112568595,1.70258577769254e-11,0.5255243944664469,1.70258577769254e-11,0.6
1.736500347335871e-11,0.6000000436430138,1.736500347335871e-11,0.599680264542348,1.736500347335871e-11,0.5017130375969991,1.736500347335871e-11,0.6
1.769343075298991e-11,0.6000000444684417,1.769343075298991e-11,0.599671702480147,1.769343075298991e-11,0.4789120113110921,1.769343075298991e-11,0.6
1.801491341681385e-11,0.6000000452764157,1.801491341681385e-11,0.5996633360273903,1.801491341681385e-11,0.4568614839606894,1.801491341681385e-11,0.6
1.833444024746131e-11,0.6000000460794742,1.833444024746131e-11,0.5996550478424019,1.833444024746131e-11,0.4352366512741019,1.833444024746131e-11,0.6
1.863254803759165e-11,0.6000000468287008,1.863254803759165e-11,0.5996473518535921,1.863254803759165e-11,0.4153467656628992,1.863254803759165e-11,0.6
1.898401217966946e-11,0.6000000477120265,1.898401217966946e-11,0.5996383230187162,1.898401217966946e-11,0.3922951606928106,1.898401217966946e-11,0.6
1.937527951575019e-11,0.6000000486953886,1.937527951575019e-11,0.5996283959477304,1.937527951575019e-11,0.3672179327985657,1.937527951575019e-11,0.6
1.981309202304261e-11,0.6000000497957314,1.981309202304261e-11,0.5996175536373548,1.981309202304261e-11,0.3400890316815405,1.981309202304261e-11,0.6
2.022410915189818e-11,0.6000000508287302,2.022410915189818e-11,0.5996077356133899,2.022410915189818e-11,0.3157424601035758,2.022410915189818e-11,0.6
2.053562958059033e-11,0.6000000516116664,2.053562958059033e-11,0.5996005660035384,2.053562958059033e-11,0.298093445127264,2.053562958059033e-11,0.6
