transient X,transient Y
0,0.5515429120271684
1.82139790752655e-06,0.5514948571377977
3.187028282344112e-06,0.5513542448842882
5.138905842426699e-06,0.5510219442419311
9.042660962591871e-06,0.5498625689347997
1.507825579984623e-05,0.5471741277344069
2.253459598995815e-05,0.5430575841911811
3.061110003081265e-05,0.5381944356340144
4.034586447922632e-05,0.5322109877099933
5.317468267751031e-05,0.524408598286555
7.21093188619808e-05,0.5132613437044642
9.673803116480417e-05,0.4996244186950436
0.0001219961449480659,0.4869296566524559
0.000147524695555751,0.4757425642712398
0.0001744418634432087,0.4660575550659558
0.0002034631662638812,0.4583562242020848
0.0002352634720434275,0.4534720419912592
0.0002714442400711017,0.4526630029944239
0.0003175912178857271,0.4589820315532806
0.0003675912178857272,0.4745016022655995
0.0004064301576276785,0.4918912104054409
0.0004364640614134225,0.5078465100769253
0.0004634860280294203,0.5235408639954304
0.0004897333502182367,0.5395479104584761
0.0005155748183127525,0.5556178726831439
0.0005411199398540939,0.5713928267390043
0.0005665878632563696,0.5866060106267151
0.0005922254738810413,0.6010080781197119
0.0006182713525702896,0.6143197888781496
0.000644991391718179,0.6262249671483838
0.000672732489046455,0.6363564395976641
0.0007020022988869936,0.6442544992242103
0.0007336491811338521,0.6492750091515844
0.0007694108528195361,0.6503197424043742
0.000814644682674212,0.6445720736641415
0.000864644682674212,0.6296054509406924
0.0009042532302625889,0.6122079771473075
0.0009346513795221882,0.5962257341511629
0.0009617664551991983,0.5805736477347191
0.0009880431159650972,0.5646019951050516
0.001013908666104129,0.5485308264562828
0.001039467423088814,0.5327231954432334
0.001064932773665665,0.517451049682687
0.001090552133159952,0.5029639265619743
0.001116563999653222,0.4895408182007064
0.001143230959740304,0.4774980203484419
0.001170892729700833,0.4672018105747194
0.001200042811654941,0.4591077433271396
0.001231497606109569,0.4538484123192902
0.001266901365837556,0.4524823695085789
0.001311121645113169,0.4576108320764183
0.001361121645113169,0.4720274441062458
0.001401734824426389,0.4895768178662498
0.001432594410380954,0.5056914583782793
0.001459819139390379,0.5213548545245346
0.001486127766626417,0.5373209925043037
0.001512021671432954,0.5534059353340528
0.00153759751801703,0.5692395086120241
0.001563061200571031,0.5845446850151564
0.001588661011018539,0.599074506774078
0.001614635697553547,0.6125547403706852
0.001641244317254744,0.6246746002522454
0.001668818787621369,0.6350757983193169
0.001697837384530158,0.6433152018779102
0.001729082560859844,0.6487836581132953
0.001764101612782096,0.6504777283979999
0.001807288136300174,0.6460307678123695
0.001857288136300174,0.632328326634276
0.001899106848086698,0.614708309594552
0.001930503419289735,0.5985176230782706
0.001957846658932999,0.5828996180459891
0.001984187206211724,0.5669785786097793
0.002010112442675848,0.5508950149524687
0.002035709031697976,0.5350273470102607
0.002061173947213159,0.5196600609781516
0.002086756718994024,0.5050399874272097
0.002112696815424549,0.4914405040783927
