/M0/D (vgs=0.3) X,/M0/D (vgs=0.3) Y,/M0/D (vgs=0.6) X,/M0/D (vgs=0.6) Y,/M0/D (vgs=0.9) X,/M0/D (vgs=0.9) Y,/M0/D (vgs=1.2) X,/M0/D (vgs=1.2) Y
0.9720000000000006,2.201381893055914e-08,0.9720000000000006,4.383472484122718e-06,0.9720000000000006,2.951705075537803e-05,0.9720000000000006,7.376724265750584e-05
0.9840000000000007,2.210075736596341e-08,0.9840000000000007,4.389970930496923e-06,0.9840000000000007,2.954027679885279e-05,0.9840000000000007,7.382085060452019e-05
0.9960000000000007,2.218749230234804e-08,0.9960000000000007,4.396429345356197e-06,0.9960000000000007,2.956327946317924e-05,0.9960000000000007,7.387340768752029e-05
1.008000000000001,2.227402365504181e-08,1.008000000000001,4.402848202320818e-06,1.008000000000001,2.958606393943475e-05,1.008000000000001,7.392497222735448e-05
1.020000000000001,2.236035137195924e-08,1.020000000000001,4.40922796572174e-06,1.020000000000001,2.960863518546109e-05,1.020000000000001,7.397559702020231e-05
1.032000000000001,2.244647543425714e-08,1.032000000000001,4.415569091083132e-06,1.032000000000001,2.963099794202314e-05,1.032000000000001,7.402533003847593e-05
1.044000000000001,2.253239585702518e-08,1.044000000000001,4.421872025586694e-06,1.044000000000001,2.965315674752284e-05,1.044000000000001,7.407421502445188e-05
1.056000000000001,2.261811269001425e-08,1.056000000000001,4.428137208518323e-06,1.056000000000001,2.967511595142964e-05,1.056000000000001,7.412229199535881e-05
1.068000000000001,2.270362601840461e-08,1.068000000000001,4.434365071700895e-06,1.068000000000001,2.969687972656378e-05,1.068000000000001,7.416959767505527e-05
1.080000000000001,2.278893596361579e-08,1.080000000000001,4.440556039914562e-06,1.080000000000001,2.97184520803553e-05,1.080000000000001,7.421616586457721e-05
1.092000000000001,2.287404268415989e-08,1.092000000000001,4.446710531305639e-06,1.092000000000001,2.973983686518468e-05,1.092000000000001,7.426202776155057e-05
1.104000000000001,2.295894637653952e-08,1.104000000000001,4.452828957786688e-06,1.104000000000001,2.976103778790066e-05,1.104000000000001,7.43072122366498e-05
1.116000000000001,2.304364727619184e-08,1.116000000000001,4.458911725428919e-06,1.116000000000001,2.978205841859733e-05,1.116000000000001,7.435174607382263e-05
1.128000000000001,2.312814565848015e-08,1.128000000000001,4.464959234847829e-06,1.128000000000001,2.980290219872744e-05,1.128000000000001,7.439565417981586e-05
1.140000000000001,2.321244183973276e-08,1.140000000000001,4.470971881583694e-06,1.140000000000001,2.9823572448615e-05,1.140000000000001,7.443895976759557e-05
1.152000000000001,2.329653617833186e-08,1.152000000000001,4.476950056477849e-06,1.152000000000001,2.984407237442972e-05,1.152000000000001,7.448168451747571e-05
1.164000000000001,2.33804290758537e-08,1.164000000000001,4.482894146045693e-06,1.164000000000001,2.986440507467421e-05,1.164000000000001,7.452384871913251e-05
1.176000000000001,2.346412097826113e-08,1.176000000000001,4.488804532846941e-06,1.176000000000001,2.988457354623321e-05,1.176000000000001,7.456547139719695e-05
1.188000000000001,2.35476123771527e-08,1.188000000000001,4.494681595854418e-06,1.188000000000001,2.990458069002761e-05,1.188000000000001,7.460657042271991e-05
1.2,2.363090381107075e-08,1.2,4.500525710821446e-06,1.2,2.992442931631159e-05,1.2,7.464716261217617e-05
