spectrum_/Vout (vss=0) X,spectrum_/Vout (vss=0) Y
1601.566410074243,-91.54803967402248
1611.332058916159,-91.11949905131566
1621.097707758076,-93.28080723487548
1630.863356599992,-102.9752979681175
1640.629005441908,-100.1267122583855
1650.394654283824,-97.82757971551739
1660.16030312574,-97.72195446070506
1669.925951967656,-102.1745785977344
1679.691600809572,-99.16436003569277
1689.457249651488,-95.25160639122365
1699.222898493405,-95.88578371732083
1708.988547335321,-95.4969665654952
1718.754196177237,-103.5462148282027
1728.519845019153,-108.978673041281
1738.285493861069,-109.8239157519805
1748.051142702985,-95.78744519214308
1757.816791544901,-91.63003338034549
1767.582440386817,-93.08515491019122
1777.348089228733,-93.05331290013525
1787.11373807065,-93.45122359191329
1796.879386912566,-99.09605586968323
1806.645035754482,-98.72857260714584
1816.410684596398,-94.78361147449
1826.176333438314,-91.50399452544504
1835.94198228023,-91.02733604755032
1845.707631122146,-89.78907588202827
1855.473279964062,-89.50499210453388
1865.238928805979,-92.48474546200227
1875.004577647895,-97.74414304262012
1884.770226489811,-100.0030609036725
1894.535875331727,-95.03325898568214
1904.301524173643,-92.08794902508399
1914.067173015559,-95.85483382802349
1923.832821857475,-89.29376773768708
1933.598470699391,-88.17134160759623
1943.364119541307,-91.2854617598156
1953.129768383224,-91.03076644096535
1962.89541722514,-92.4691423095493
1972.661066067056,-92.14128093717152
1982.426714908972,-86.08920881501956
1992.192363750888,-88.55540949492836
2001.958012592804,-99.80941450355269
2011.72366143472,-100.8415663418102
2021.489310276636,-104.8629450140131
2031.254959118553,-95.18267159827775
2041.020607960469,-93.82660123985622
2050.786256802385,-97.39122374890842
2060.551905644301,-96.55423745505529
2070.317554486217,-93.44254291424897
2080.083203328133,-93.81922944676673
2089.848852170049,-107.3496859707427
2099.614501011965,-94.03401794800882
2109.380149853881,-97.84296420788147
2119.145798695798,-94.30892006047978
2128.911447537714,-92.54837621657403
2138.67709637963,-96.08748019239906
2148.442745221546,-102.1190264345568
2158.208394063462,-103.8901671979361
2167.974042905378,-98.21757290278381
2177.739691747294,-96.55089276155012
2187.50534058921,-99.85413632775341
2197.270989431127,-91.78135757836961
2207.036638273043,-90.54155169416711
2216.802287114959,-94.83602205581275
2226.567935956875,-97.41338135743712
2236.333584798791,-105.9653631781985
2246.099233640707,-94.23643885603326
2255.864882482623,-94.44119367911162
2265.630531324539,-111.9515659330884
2275.396180166455,-101.2775635136932
2285.161829008372,-105.9437197726906
2294.927477850288,-96.25242727996019
2304.693126692204,-95.19778800032752
2314.45877553412,-91.66037681118063
2324.224424376036,-102.3186190775538
2333.990073217952,-93.7193726336828
2343.755722059868,-93.06617685955908
2353.521370901784,-93.63354353590452
2363.287019743701,-91.22996140906821
2373.052668585617,-102.0647238391686
2382.818317427533,-98.70986570521052
2392.583966269449,-96.27477225213843
2402.349615111365,-91.12746847888727
2412.115263953281,-95.83072563102948
2421.880912795197,-95.51948077309413
2431.646561637113,-88.30726988729137
2441.412210479029,-85.3338687109531
2451.177859320946,-84.90778589359496
2460.943508162862,-89.54830697901014
2470.709157004778,-96.53711449918049
2480.474805846694,-92.23764612596196
2490.24045468861,-88.95660900830418
2500.006103530526,-88.42899752925412
2509.771752372442,-88.98022696061972
2519.537401214358,-88.94390196281475
2529.303050056275,-87.39394793748991
2539.068698898191,-89.15141885643567
2548.834347740107,-93.58903807681284
2558.599996582023,-93.29529752492471
2568.365645423939,-89.29441235022445
2578.131294265855,-92.66251092411429
2587.896943107771,-95.57179254745523
2597.662591949687,-87.86005815214514
2607.428240791603,-89.28284363215877
2617.19388963352,-91.71534882080577
2626.959538475436,-88.20815330231581
2636.725187317352,-91.19654432373613
2646.490836159268,-102.0488250468688
2656.256485001184,-94.42617028443667
2666.0221338431,-90.91163359333598
2675.787782685016,-90.82988417455783
2685.553431526932,-94.72475985891016
2695.319080368849,-97.54691673990192
2705.084729210765,-92.59593044740299
2714.850378052681,-90.56849570107366
2724.616026894597,-99.22859418537993
2734.381675736513,-93.26705045968882
2744.147324578429,-97.46103367396751
2753.912973420345,-98.26830232995135
2763.678622262261,-98.98829791493409
2773.444271104177,-104.3289704099728
2783.209919946094,-102.0551491486001
2792.97556878801,-100.2110549970076
2802.741217629926,-96.64913187460142
2812.506866471842,-92.75501464790705
2822.272515313758,-109.0332618436751
2832.038164155674,-94.58068882584931
2841.80381299759,-91.43871042203082
2851.569461839506,-93.50483728733718
2861.335110681423,-85.94093487842818
2871.100759523339,-86.04857376146562
2880.866408365255,-90.34769649935994
2890.632057207171,-88.40852400373279
2900.397706049087,-86.12966803246374
2910.163354891003,-84.87219660485542
2919.929003732919,-86.84790998179395
2929.694652574835,-97.13898377846894
2939.460301416751,-95.3408013826799
2949.225950258668,-88.77276819553785
2958.991599100584,-88.90971476957125
2968.7572479425,-93.49724449998376
2978.522896784416,-102.9054762669494
2988.288545626332,-109.3929896112484
2998.054194468248,-106.0056201432783
3007.819843310164,-90.94234813466278
3017.58549215208,-88.81880613158364
3027.351140993997,-92.85644926749757
3037.116789835913,-93.84086113553585
3046.882438677829,-91.7350192662341
3056.648087519745,-93.35189575499355
3066.413736361661,-94.05299624096871
3076.179385203577,-94.84890120553145
3085.945034045493,-98.48431735329859
3095.710682887409,-100.8372068770441
3105.476331729325,-96.81614826044411
3115.241980571242,-93.68313192660531
3125.007629413158,-94.13289439552719
3134.773278255074,-94.42407979747914
3144.53892709699,-98.8868660509837
3154.304575938906,-98.94533259234193
3164.070224780822,-93.46633472433332
3173.835873622738,-98.99873223498376
3183.601522464654,-89.9630150535026
3193.367171306571,-90.79488287186459
3203.132820148487,-96.57235125093074
3212.898468990403,-97.48854731209744
3222.664117832319,-101.0032152649133
3232.429766674235,-92.17776666492495
3242.195415516151,-89.05024043775471
3251.961064358067,-91.77528828506073
3261.726713199983,-90.51598860835648
3271.492362041899,-86.91623757172009
3281.258010883816,-86.23432514344684
3291.023659725732,-87.83304520223294
3300.789308567648,-88.61441943953037
3310.554957409564,-88.94477125889856
3320.32060625148,-97.80946452148368
3330.086255093396,-94.44734236836325
3339.851903935312,-96.89623153970692
3349.617552777228,-100.5057793628559
3359.383201619145,-96.20952920489873
3369.148850461061,-89.88265851995307
3378.914499302977,-92.29889900902018
3388.680148144893,-109.8976037598493
3398.445796986809,-96.28556327325951
3408.211445828725,-90.61302102392857
3417.977094670641,-87.62102543232189
3427.742743512557,-87.90036156682055
3437.508392354473,-96.23459810442341
3447.27404119639,-101.4449948799588
3457.039690038306,-90.06462651449895
3466.805338880222,-86.24054298166686
3476.570987722138,-86.80867786508237
3486.336636564054,-90.343311067391
3496.10228540597,-92.24404967930205
3505.867934247886,-95.61327348056378
3515.633583089802,-101.393654761822
3525.399231931719,-98.66171798077494
3535.164880773635,-96.24025641836177
3544.930529615551,-89.14118133787784
3554.696178457467,-86.64498830712071
3564.461827299383,-89.28207345990751
3574.227476141299,-97.00410742479474
3583.993124983215,-101.9010805775955
3593.758773825131,-92.27756938143983
3603.524422667047,-92.9672719563311
3613.290071508964,-94.43287779231511
3623.05572035088,-94.57916450862118
3632.821369192796,-93.1521681748879
3642.587018034712,-95.5953692807489
3652.352666876628,-91.70213654665197
3662.118315718544,-87.95634643432788
3671.88396456046,-90.30471531081488
3681.649613402376,-105.3668184855232
3691.415262244293,-90.48887138975543
3701.180911086209,-87.15627311287646
3710.946559928125,-89.48141172728293
3720.712208770041,-93.60161989183338
3730.477857611957,-96.54355594623448
3740.243506453873,-90.97770745979886
3750.009155295789,-90.4109880943502
3759.774804137705,-97.24044267808057
3769.540452979621,-91.08465264970711
3779.306101821538,-88.44851813333575
3789.071750663454,-88.11079193145372
3798.83739950537,-88.74644774105329
3808.603048347286,-92.59751320629974
3818.368697189202,-92.02140073912372
3828.134346031118,-88.00923219956545
3837.899994873034,-91.07505824608198
3847.66564371495,-106.5868255406003
3857.431292556867,-92.69836242996354
3867.196941398783,-93.64646396870552
3876.962590240699,-94.76285127549153
3886.728239082615,-93.16490076894871
3896.493887924531,-93.35211351059957
3906.259536766447,-93.66516599751674
3916.025185608363,-94.3568528065088
3925.790834450279,-91.07357534612407
3935.556483292195,-92.01088702212466
3945.322132134112,-91.18450827604698
3955.087780976028,-87.30185929088164
3964.853429817944,-89.43159325298447
3974.61907865986,-94.15205566629994
3984.384727501776,-94.40722727754806
3994.150376343692,-91.20390119720069
4003.916025185608,-91.61029761850719
4013.681674027524,-92.92024871944194
4023.447322869441,-93.72324762768935
4033.212971711357,-92.51379055355379
4042.978620553273,-95.65012472405994
4052.744269395189,-100.891127888796
4062.509918237105,-95.95140216813905
4072.275567079021,-93.77257618039366
4082.041215920937,-91.68079997789036
4091.806864762853,-90.04868869397595
4101.572513604769,-93.06921152740136
4111.338162446686,-99.28711822083986
4121.103811288602,-105.2542737865524
4130.869460130518,-101.3071184299143
4140.635108972434,-105.3947298039952
4150.40075781435,-101.0663537612991
4160.166406656266,-95.10965653551577
4169.932055498182,-90.83911724341894
4179.697704340098,-95.19479436236438
4189.463353182015,-101.4475757193346
4199.229002023931,-94.71826205543472
4208.994650865847,-96.80534901526005
4218.760299707763,-92.26616060127074
4228.525948549679,-93.89002928452012
4238.291597391595,-90.97158423264798
4248.057246233511,-95.31831848057949
4257.822895075427,-109.3668351380423
4267.588543917343,-98.74582204317305
4277.35419275926,-95.39156783042131
4287.119841601176,-90.90182921293439
4296.885490443092,-90.79313893588406
4306.651139285008,-92.98004347982075
4316.416788126924,-94.14268219566051
4326.18243696884,-99.87077225225411
4335.948085810756,-96.6573827617845
4345.713734652672,-92.49779492781659
4355.479383494589,-104.9854680941555
4365.245032336505,-96.89935597738761
4375.010681178421,-97.54784050830307
4384.776330020337,-96.58671994127813
4394.541978862253,-93.98714957457379
4404.307627704169,-90.02623471108578
4414.073276546085,-90.80398042061248
4423.838925388001,-94.92692644531175
4433.604574229917,-104.088765920073
4443.370223071834,-98.38842669839322
4453.13587191375,-108.3900568570171
4462.901520755666,-107.7508250727745
4472.667169597582,-92.00428394202501
4482.432818439498,-90.41443742874247
4492.198467281414,-105.3897092969928
4501.96411612333,-93.36727037905972
4511.729764965246,-93.86445590104877
4521.495413807163,-92.8100409610726
4531.261062649079,-97.04913630209359
4541.026711490995,-94.40399853491927
4550.792360332911,-96.26057875981951
4560.558009174827,-91.74526215348942
4570.323658016743,-89.93763603298454
4580.089306858659,-92.91622181905259
4589.854955700575,-93.14637842655158
4599.620604542491,-91.34426282151431
4609.386253384408,-92.17797839441565
4619.151902226324,-94.59751754196965
4628.91755106824,-92.37674309090369
4638.683199910156,-93.85064519667169
4648.448848752072,-93.44395487927753
4658.214497593988,-103.1329099056637
4667.980146435904,-95.5113881474754
4677.74579527782,-92.4764139036227
4687.511444119737,-92.53647361287749
4697.277092961653,-95.34281609857049
4707.042741803569,-96.7335168142782
4716.808390645485,-96.49875020161582
4726.574039487401,-95.14100259274016
4736.339688329317,-95.87683970682127
4746.105337171233,-100.4539940108606
4755.870986013149,-103.6350665606689
4765.636634855065,-98.15855199373324
4775.402283696982,-98.58456065259988
4785.167932538898,-104.614697114217
4794.933581380814,-101.4938641014191
4804.69923022273,-92.37804974122415
4814.464879064646,-95.604934895409
4824.230527906562,-94.44255620461217
4833.996176748478,-90.69222778529891
4843.761825590394,-92.90017436300134
4853.527474432311,-95.12038977432903
4863.293123274227,-94.34878536925601
4873.058772116143,-90.81386968319534
4882.824420958059,-92.46116268796241
4892.590069799975,-96.74985393375643
4902.355718641891,-90.72195162540447
4912.121367483807,-91.4772141648418
4921.887016325723,-99.77501048897435
4931.652665167639,-97.86123000555858
4941.418314009556,-93.00339319541139
4951.183962851472,-91.08001291585593
4960.949611693388,-92.7310584443792
4970.715260535304,-92.91814280723479
4980.48090937722,-91.63925655110107
4990.246558219136,-90.85559396558615
5000.012207061052,-96.19082973588176
