spectrum_/Vout (vss=0) X,spectrum_/Vout (vss=0) Y
0,-66.0495941158871
9.765648841916118,-64.46774064650742
19.53129768383224,-79.64413326433798
29.29694652574835,-90.92381874395763
39.06259536766447,-89.31863236171752
48.82824420958059,-88.14738298194264
58.59389305149671,-90.55381325036437
68.35954189341282,-93.74597694395595
78.12519073532894,-93.2848139924175
87.89083957724506,-92.31136088983506
97.65648841916118,-93.06752944746036
107.4221372610773,-90.87321953764874
117.1877861029934,-94.20512475382404
126.9534349449095,-98.62436388327939
136.7190837868256,-97.64548521877882
146.4847326287418,-89.93497600043199
156.2503814706579,-91.27506503181212
166.016030312574,-93.09338501268874
175.7816791544901,-88.539032142671
185.5473279964062,-85.06430911969335
195.3129768383224,-86.59310328619458
205.0786256802385,-94.36030256265902
214.8442745221546,-90.28400941211501
224.6099233640707,-85.94755937767849
234.3755722059868,-87.0099162889357
244.1412210479029,-93.02536576378132
253.9068698898191,-91.26013017030553
263.6725187317352,-90.05147569609557
273.4381675736513,-87.56123129683401
283.2038164155674,-85.40432965357044
292.9694652574835,-84.34801451676789
302.7351140993997,-86.86961192056668
312.5007629413158,-88.61616237627494
322.2664117832319,-93.91044809783861
332.032060625148,-92.59486515108068
341.7977094670641,-95.54211114787702
351.5633583089802,-96.83407177365366
361.3290071508964,-92.00839448419356
371.0946559928125,-90.03006315797495
380.8603048347286,-93.86397568441126
390.6259536766447,-95.60666536398165
400.3916025185608,-91.40964594015514
410.1572513604769,-87.46031847527023
419.9229002023931,-84.83445574342186
429.6885490443092,-83.72322274850072
439.4541978862253,-91.71034611476871
449.2198467281414,-93.03957024435536
458.9854955700575,-98.05218708959508
468.7511444119737,-100.7424565001814
478.5167932538898,-95.36599478540958
488.2824420958059,-91.81428908959401
498.048090937722,-94.71055833319711
507.8137397796381,-93.30232323776512
517.5793886215542,-97.48776677902283
527.3450374634704,-100.0860700217462
537.1106863053865,-94.00462615053927
546.8763351473026,-90.32854483193275
556.6419839892187,-90.43843192087525
566.4076328311348,-90.78637384556266
576.173281673051,-90.69612289537412
585.9389305149671,-91.14926770435954
595.7045793568832,-92.25274898188785
605.4702281987993,-94.55683107580477
615.2358770407154,-96.99634743252334
625.0015258826315,-97.54691237861192
634.7671747245477,-98.88564215379263
644.5328235664638,-109.6370025949351
654.2984724083799,-108.6193581226385
664.064121250296,-95.31768445460359
673.8297700922121,-95.17172680428246
683.5954189341282,-97.08842712283081
693.3610677760444,-94.89767293206802
703.1267166179605,-104.5276823236819
712.8923654598766,-98.76177758600093
722.6580143017927,-92.48955434397962
732.4236631437088,-89.74978931125582
742.189311985625,-95.43181748790779
751.9549608275411,-101.0368302208311
761.7206096694572,-93.58196881906156
771.4862585113733,-89.89521908526945
781.2519073532894,-101.080471154629
791.0175561952055,-97.68137775961803
800.7832050371217,-94.29736390898438
810.5488538790378,-92.19507356151883
820.3145027209539,-92.1658342206966
830.08015156287,-92.93536147038211
839.8458004047861,-97.27086078105458
849.6114492467023,-103.5417017736002
859.3770980886184,-101.741861477213
869.1427469305345,-93.74800791013273
878.9083957724506,-102.6386406836982
888.6740446143667,-90.81908415159691
898.4396934562828,-95.04505336422655
908.205342298199,-90.64464900959167
917.9709911401151,-92.29669331948102
927.7366399820312,-101.8516784490912
937.5022888239473,-106.6467242999774
947.2679376658634,-96.11792500551545
957.0335865077795,-111.950390838372
966.7992353496957,-91.30495438570784
976.5648841916118,-92.21170682551011
986.3305330335279,-104.6517053699901
996.096181875444,-105.27052629279
1005.86183071736,-96.45057219187333
1015.627479559276,-99.32953877696413
1025.393128401192,-103.1513880117129
1035.158777243108,-99.83055065966006
1044.924426085025,-104.0080388504652
1054.690074926941,-101.1186690427515
1064.455723768857,-91.47650079335287
1074.221372610773,-91.87217412095656
1083.987021452689,-102.2942574400912
1093.752670294605,-95.35365541048014
1103.518319136521,-100.6281591550667
1113.283967978437,-98.93399833608296
1123.049616820354,-96.82584623197512
1132.81526566227,-96.05264001432406
1142.580914504186,-97.80604051546617
1152.346563346102,-99.6876241700698
1162.112212188018,-108.3273685956633
1171.877861029934,-108.6240769994666
1181.64350987185,-102.1789515272565
1191.409158713766,-97.38829263916321
1201.174807555682,-91.37122636500949
1210.940456397599,-89.49893021493067
1220.706105239515,-99.72990150703797
1230.471754081431,-99.72006232156127
1240.237402923347,-89.28707957382626
1250.003051765263,-84.46680207588383
1259.768700607179,-89.94752941688795
1269.534349449095,-88.56234518502072
1279.299998291011,-91.83383019324148
1289.065647132928,-102.5542016155547
1298.831295974844,-108.3704129513217
1308.59694481676,-106.8974459630487
1318.362593658676,-100.08005702456
1328.128242500592,-91.73464843010484
1337.893891342508,-98.14134005126951
1347.659540184424,-96.38801673929228
1357.42518902634,-100.6017988127992
1367.190837868256,-99.37006296563607
1376.956486710173,-92.28423675222297
1386.722135552089,-88.39451643674478
1396.487784394005,-89.16224902617763
1406.253433235921,-92.8191317000399
1416.019082077837,-95.23262041399116
1425.784730919753,-91.7464479199692
1435.550379761669,-92.9706632730111
1445.316028603585,-94.80458201907939
1455.081677445502,-95.19670925135304
1464.847326287418,-92.6162668557693
1474.612975129334,-89.26021382361233
1484.37862397125,-85.20741251274623
1494.144272813166,-85.57390936385372
1503.909921655082,-99.19035786204425
1513.675570496998,-96.25088377844614
1523.441219338914,-89.90549644450545
1533.20686818083,-88.36077115461647
1542.972517022747,-91.76009837899238
1552.738165864663,-95.2337612339291
1562.503814706579,-96.72912407052122
1572.269463548495,-98.41674076435483
1582.035112390411,-102.0764017962468
1591.800761232327,-101.9873453238191
1601.566410074243,-96.84319656295601
1611.332058916159,-90.98081892399307
1621.097707758076,-96.59650277251404
1630.863356599992,-95.76328193508812
1640.629005441908,-92.78002025519143
1650.394654283824,-89.14747879895693
1660.16030312574,-93.26898128535657
1669.925951967656,-94.66694405979842
1679.691600809572,-101.8429502160915
1689.457249651488,-92.5156447952663
1699.222898493405,-94.55670094901902
1708.988547335321,-97.6057148221755
1718.754196177237,-97.60297099458386
1728.519845019153,-97.03852484605468
1738.285493861069,-101.1678249493578
1748.051142702985,-105.9525890749317
1757.816791544901,-106.3107938182542
1767.582440386817,-102.7241955575187
1777.348089228733,-96.13326958526395
1787.11373807065,-86.46148806569114
1796.879386912566,-90.54687716039257
1806.645035754482,-95.23846931314739
1816.410684596398,-92.3951526987627
1826.176333438314,-93.53967225606263
1835.94198228023,-95.24909107227401
1845.707631122146,-95.42138698226111
1855.473279964062,-93.84409757719625
1865.238928805979,-88.94840860706191
1875.004577647895,-90.15117432230362
1884.770226489811,-100.6865622310092
1894.535875331727,-94.22527889059046
1904.301524173643,-92.41860229878642
1914.067173015559,-94.09372617828924
1923.832821857475,-101.4360517869341
1933.598470699391,-93.99897924110689
1943.364119541307,-93.56108842615004
1953.129768383224,-94.15490123304878
1962.89541722514,-96.79329041116723
1972.661066067056,-94.61775552864822
1982.426714908972,-99.68081921705789
1992.192363750888,-108.3566918254771
2001.958012592804,-96.01552083921349
2011.72366143472,-91.44574398868048
2021.489310276636,-90.50463430697862
2031.254959118553,-89.53375233396102
2041.020607960469,-93.02964982782699
2050.786256802385,-97.73990735824752
2060.551905644301,-95.77209289397828
2070.317554486217,-95.16023324235198
2080.083203328133,-96.52385652649208
2089.848852170049,-88.67859001717252
2099.614501011965,-91.9571401603493
2109.380149853881,-102.2527366658853
2119.145798695798,-98.60312401852022
2128.911447537714,-92.32721010605538
2138.67709637963,-95.34351542082308
2148.442745221546,-100.1349262342428
2158.208394063462,-97.37475357848795
2167.974042905378,-93.29227888457375
2177.739691747294,-96.83189911537499
2187.50534058921,-116.7105104744583
2197.270989431127,-105.7817540697878
